"model_name","mean.IC","min.IC","max.IC","mean.Pa","min.Pa","max.Pa","mean.D","min.D","max.D","mean.P","min.P","max.P"
"ensemble","0.06","0.02","0.12","0.06","0.04","0.08","0.04","0.02","0.07","0.84","0.79","0.9"
