"model_name","mean.IC","min.IC","max.IC","mean.Pa","min.Pa","max.Pa","mean.D","min.D","max.D","mean.P","min.P","max.P"
"ensemble","0.18","0.04","0.4","0.03","0.02","0.05","0.03","-0.01","0.07","0.76","0.57","0.85"
