"V1","V2","V3","V4"
-0.474504433615161,-0.570489897606713,-0.823383260123171,-1.19163190578151
-0.177767126223084,-0.377091582077852,-0.697336054336604,-1.10948073479972
-0.982763864045056,-0.901747596750426,-1.03928021485193,-1.33234258264016
-1.0853414065981,-0.968602432481061,-1.08285280344518,-1.36074098428109
-0.370304131803569,-0.502577429757384,-0.779121360596954,-1.16278424626168
-0.619589729394418,-0.665049129333651,-0.885012167840965,-1.23179849974725
-1.3374803408208,-1.1329337920478,-1.18995564268063,-1.43054517869984
-0.781863512492033,-0.770810944662479,-0.953942350943435,-1.27672369441952
-1.00437119669072,-0.915830159450306,-1.04845851443422,-1.33832453244699
-0.664201314974924,-0.69412469647473,-0.903962146721447,-1.2441491341417
-0.907776015853617,-0.852874323440724,-1.00742709595849,-1.31158233650707
-0.760685000067185,-0.757007865216992,-0.94494620436069,-1.27086046269229
-1.01061368216427,-0.919898694633528,-1.05111017916091,-1.3400527529259
-1.12323600783242,-0.993300210157775,-1.09894956135527,-1.37123203406733
-0.707458937032772,-0.722317818914566,-0.922336992935707,-1.25612492625619
-1.07142253646264,-0.959530819403757,-1.07694038648723,-1.35688757100312
-0.948906059210743,-0.879680798072466,-1.02489819551321,-1.32296911242013
-0.661196731919143,-0.692166461741924,-0.902685868716288,-1.2433173209177
-0.81423036604258,-0.791906016969562,-0.967691048355314,-1.28568439755302
-1.09421183406006,-0.974383726866464,-1.08662075768571,-1.36319674560585
-1.19511312792169,-1.04014606878102,-1.12948131426111,-1.39113108091799
-0.70777425035434,-0.722523324133276,-0.92247093080648,-1.2562122201621
-1.50772521692435,-1.24389076121091,-1.26227176336302,-1.47767715562742
-0.200693091986653,-0.392033562914417,-0.70707447903909,-1.11582774572976
-1.05687582205711,-0.950050009298566,-1.07076127567603,-1.35286034020813
-0.433468038912508,-0.543744458414652,-0.805951940370075,-1.18027105632405
-0.899001561008284,-0.847155579135582,-1.00369990868543,-1.3091531450225
-0.895715285705983,-0.845013751694284,-1.00230397427145,-1.3082433458246
-1.43488318997952,-1.19641602527477,-1.23133014014442,-1.45751097611061
-0.93069501072702,-0.867811761004899,-1.01716255958664,-1.31792741755914
-0.816513896804506,-0.793394306415524,-0.968661039875417,-1.28631658879218
-1.10999369330804,-0.984669541687985,-1.09332452971157,-1.36756592395045
-1.02574899822637,-0.929763125422945,-1.05753931446274,-1.34424293699344
