"V1","V2","V3","V4"
-2.17288335353891,-2.01651256893016,-2.55602904032481,-2.08881132410751
-1.94744021989241,-3.07083983930309,-3.81600597577314,-2.64842252769388
-0.834120363562057,-1.51041057828581,-1.2350499522796,0.438051928544103
-1.95888087027717,-0.190717716753949,-0.156428258187989,0.155232347121725
0.297494101303354,-1.36997393759173,-1.718866903745,-3.30210297495575
-1.88550513487291,0.655464880362154,-1.3073701721202,-4.03399111560439
-4.68904091483108,-3.42867809225434,-2.67085806927879,-1.76366586435639
-3.91300949885026,-3.07483842298848,-4.12023219788057,-1.9642723636784
-4.24319063932981,-1.50192618588003,-2.89733228804902,-1.60876873086788
-2.70582604883306,-2.75592392770656,-2.36613567513218,-0.224875578764299
-2.39819650691491,-0.189721203772625,0.202149927147931,-0.948675361690036
-2.4839482810607,-3.84215911517319,-2.2017842348699,-0.287992979082937
-1.97066195559057,-4.64952573504267,-2.49609428470601,-0.310849069861792
-3.27532787326223,-4.1443936184206,-2.62674176335546,-1.80251696573698
-3.93189091604077,-4.09184214204625,-3.87414322883251,-1.65831304216825
-0.975089473621476,-0.142398612470968,-1.08494131295391,-1.17749398122074
0.211826210690346,-2.75365792784065,-4.22443982072535,-3.02647796654084
-0.744416382076245,-0.321148339697151,-1.2906113435109,-2.40121992924082
-1.5770787963094,-2.66017548534583,-1.45400933246712,-2.48079533412934
-0.581306142678749,-3.00045433542493,-2.99505699941842,-2.86482681002769
-4.41253629340503,-4.01560491074977,0.0932859104894366,0.362027603107798
-0.670954922106224,-4.15237683785334,-5.10137749151227,-4.76388110566625
-2.83370793263929,-2.90196579411861,-2.82532974107876,-3.38770699319663
-6.15318729936317,-3.27000821053453,-2.11842082334817,-1.95252885320765
-0.813375145422942,-2.13775024571365,-1.06365038321826,-0.572232829000163
-3.59517169444079,1.13154446883726,-1.9622702283477,-1.54937587681688
1.1102113464139,2.05120887513072,0.255221631386458,-0.078926619958919
-1.27020698259668,-0.980004873520633,-0.850530477498001,-0.178420952885787
-1.53851807243263,-1.82760219364895,-2.20165552089963,-2.99165127107528
-2.79132384141615,-2.57346117136064,-2.1166690839038,-0.399855909691168
-0.805216168383756,-1.50441853258845,-2.39683931058,-3.63118695429197
-3.18601296490227,-1.6369603205501,-1.61718020378295,-2.63481728332206
-3.43403623674744,-4.25960856686349,0.267444447694171,1.85057363580006
-2.75487933028446,-1.88079414276157,-2.48641141865557,-1.13300998149613
-4.70793825171071,-3.38587153091935,-3.81666736936254,-0.860151027511508
-3.31905192118271,-1.56059478720262,-2.87839297314909,-4.31468108948907
-5.7155204095641,-6.39969307611962,-6.00717464019585,-6.51776099057385
-2.25159611553748,-3.35135051579147,-3.52768133522106,-1.79821119036651
-0.750771356255222,-2.39860676677843,-3.30675443552334,-1.37781160262761
-3.14678139235163,-3.64244640013296,-1.6701093509078,-1.58321479984491
-1.76125489525309,-1.06820489046727,0.315472607123943,-0.670536333230582
-2.95828737862969,-3.54085683598304,-4.0032059760281,0.320329598616838
-3.73598685275967,-2.8489471363445,-2.37879377759988,-2.60147728709414
-3.15970393871083,-1.72662298532492,-3.7231755839675,-0.480453117936919
-3.55550570434338,-3.34011479961303,-4.08189471282187,-3.71841215583571
-2.74133869877501,-2.13717541434201,-3.61297879266418,-1.94424804325581
-1.07243988312513,-2.48214798355235,-0.760725832879077,-1.37070266996134
-3.31498494624239,-1.91427731835621,-1.7439704734034,-2.55156482018052
0.102126030333659,-1.46662194256372,-0.699590361364406,-1.23030475242719
-0.463984820384231,-3.15174770856456,-2.02887958793586,-3.01081343561461
-0.816134550795957,0.208143086139208,-0.491927231222104,-1.02274382996278
-1.17571665943642,-3.92915470155577,-1.93544892661866,-1.35481615435993
-2.14089701974734,-3.21889805636209,-2.33078216242748,-0.199401720236953
-2.20981969951306,-2.44053495494241,-0.0836267801746642,-2.16814886093609
-1.24580083200175,-1.48959338031803,-1.10960351543712,-1.7001800620207
-3.12902608135117,-2.22294049036379,-0.805604553760099,-0.544222059578479
-0.0710889860327739,0.10214546415502,-2.4044901291979,-4.61926815041828
-2.46824279184696,-1.9935732158292,-0.546989607581147,-1.98064813116872
-0.910651784287511,-1.91429434214848,-1.07739858511559,0.517822249348162
-1.96470837674731,-4.90851249019306,-3.39613278150551,-3.57815394533521
1.96282958836631,0.954346802327242,0.603323903097954,0.53572770321476
-6.90618509928418,-6.27144401327709,-3.6848810826001,-2.75255448100011
-1.53190623459211,-3.02920021404794,-2.45370387945388,-5.27951951417349
-2.50640687984785,-4.62854104890533,-3.56482318472491,-3.55731541067073
-1.00022479437761,-0.36080727264519,-0.807659129126095,-1.84142937647899
-3.45058003017547,-1.81869341504827,-1.76339593307032,-0.159592347654003
-4.30704903542843,-3.65844914430081,-0.83715371854843,1.30838386966024
-3.20920108016787,-4.5955772283633,-5.49042500446564,-3.83145475630954
-4.40930689743484,-3.96175931057152,-5.41971939338283,-3.58356400047864
-4.23553477627182,-2.34824894452606,-2.6957257915557,-3.92906383199003
-3.31034991323315,-2.1502612763372,-3.09611488618775,-3.53959442518378
-3.53851710281902,-3.75970020347653,-1.96430974941004,0.0662116168440238
0.539702916768234,0.47441797959609,-3.17955720739949,-1.60028306864957
-1.88316749225831,-1.0521375829509,-4.12615332550295,-3.80591536975188
-4.24862378896854,-5.1098756696087,-3.86209140954082,-3.99132521531756
-3.45440845852413,-2.39394300508309,-2.15250084653877,-4.23025668092263
-2.75748079408841,-4.15353636470275,-0.644550181020927,0.431725861197686
-3.59187198272559,-3.93959939125988,-4.79425194457782,-2.37912873592951
-2.01027668450539,-2.53924666458611,-2.96582108704915,-2.5591063919721
-0.777993214203375,-1.21545088561862,-1.34773126895916,-1.41347796777864
-2.15273753792407,0.327216694358467,1.89985535542286,1.71626922895076
-0.243798878005917,-0.787960209405101,-2.76781805146593,-2.74249070176966
-2.64687479706717,-3.1944161772126,-5.54358262703523,-7.35264672083908
-3.83694509711228,-1.55974504234194,-1.94571345182107,-0.620037636487645
-1.21869498821914,1.44988470481683,1.19982264164925,0.00113553605881142
-1.27185212260821,-1.90324468893376,-0.844139586570265,1.95571226260686
-0.566296246723468,0.0699176884083209,0.274596583298258,-1.60657362536607
-2.34306911872999,-2.38276231729849,-3.30600702797469,-5.50107250755653
-2.20476929597432,-0.817671421043418,-1.64378916657511,-2.6685089148596
-1.08405115155406,-0.492759312340281,-1.21173155046672,-1.57499886808109
-0.679601155635627,-0.210419397984523,-1.03548032042279,-1.83041936220286
-1.51089569342566,-1.10285325521018,-1.27048199166421,-1.76087987989798
-0.226446799962302,-1.55173687681195,-1.98161106572245,-2.1632058256944
-2.05839143623451,-3.1206552191116,-4.73783782335946,-5.7222898834134
-3.05084364000141,-3.56327806612616,-2.53935331545347,-1.92264391344606
-3.65746277928569,-1.34297330500487,-2.81427948843398,-0.551893447018445
-2.86315508785527,-4.35393717907645,-2.87385287891866,-2.60112101128338
-0.895793163070526,-1.70542283525854,-2.94965628664864,-2.70893612583924
-1.07103626333515,0.47521552330454,-0.736390445456199,1.15719597709773
-2.89913798222165,-3.58814567982371,-2.39504964062627,2.11358057147117
-2.9540038140751,-1.90525917785981,-2.09437775763284,-1.92188805639652
-0.265987780785035,-2.01667837187899,-2.2223002017127,-0.47214694739489
-1.99955925840517,-1.27737402321616,-0.0983219519838748,1.0925587882527
-4.996116820692,-5.73947043098421,-3.69249234572799,-2.17448149207708
-1.74541566274642,-4.67774284913417,-4.48503915587895,-4.43626571152538
-1.31948888270072,-2.15741699203656,-2.31315130654142,-0.0852285161346789
-1.88165782423825,-1.04216564754835,-0.0642703161887188,-1.67911123705017
-3.83814704732609,-2.69998812499822,-3.66688879115728,-2.39234418870398
-6.99007180268352,-7.09426765035977,-6.67782687277966,-9.19328140162455
-3.87594900380301,-3.3355853974609,-3.01099559814699,-0.665246055920765
-3.05618156921557,-2.18181068713355,0.400510503684548,0.0224646271901455
-2.90835757567237,-1.89738233821872,-0.990645568812077,-1.16958941518117
-3.17651809188603,-2.48415989780922,-0.468123086671664,0.0827515029743013
-0.746990968095219,-1.67679909870909,-1.49367446846904,-1.18290660907869
-3.45225101891845,-3.44907774326111,-3.25581456084215,-3.78576010893837
-4.6390512499926,-5.66395261933796,-5.01105778919268,-2.67696735367697
-3.01313158595145,-5.0133071442098,-3.23949412784868,-4.07355027299277
-2.88156376612217,-2.05247916410926,-2.91201431349862,-0.827692066575289
-2.94467467408938,-2.45721533814661,-1.78797018057493,1.01703075889212
-1.02803047167505,-2.41942960217535,-0.21102078575142,-1.11113634356129
-3.64147278344949,-0.921587175574189,-0.347824301690062,-0.852459960288462
-2.02238226257053,-1.40793177177308,-0.622070730129167,-0.867719612963268
-2.42710710751595,0.283565676918615,-0.872573674194236,-0.527395471567823
-1.29438277525582,-0.809617214181502,-2.64974912073792,-2.35522806927258
-4.53211278988516,-2.71771291656752,0.331937051199554,0.265549462710931
-0.325756894685254,-1.85335982248647,-4.09817199891177,-2.57705824766828
-3.68329990204488,-6.50548187015853,-6.19754370373707,-5.76332828559505
-6.45787373885147,-3.75003098865938,-3.37108121256019,-0.719972544049266
-2.48844063592776,-2.07532430539841,-0.514646170218926,-0.252196703643924
-1.18975416507267,-1.14846931536397,-2.34617325814042,-0.925874743954227
-4.09659686609065,-3.46795087868276,-3.38962900334371,-4.27881263690888
-2.68798451143731,-4.31966888033251,-1.11104485822536,-0.342566242399229
-3.83480469372157,-2.86207058702238,-3.75216167086774,-3.59878231363471
-2.09519068750884,-2.08428661877666,-3.02238751678058,-1.47636133554912
-2.47253617098553,-2.6461499660639,-4.30834027395949,-4.32725877593012
-3.24651075290727,-2.98886449090171,-2.82007730693617,-2.88225642100696
-2.14863670062893,-4.88853931906303,-4.47903631847696,-3.83461095334341
-1.15772003274393,-2.49263899605219,-2.08254164066893,-0.106590806533363
-1.71246069349779,-0.158615541310486,1.55593561154427,1.21850012746144
-2.46949271898223,-3.85815828019109,-1.07039895016692,1.01257368589061
-2.32417152441724,-1.327278779148,0.885577933247758,-2.23556609504392
-1.93843835496536,-2.53568748379122,-3.85415422494044,-2.22287166449484
-4.50956464289468,-2.25993274136399,-0.530282893749463,1.47988157228147
-2.12367255695718,-3.88937357258278,-2.73445400589565,-1.17862312995948
-1.20146971481737,-3.15196773123568,-1.27595358066556,-3.10675814634838
-0.289555489876879,-2.08707164360781,-0.751951649473402,-1.03974695712928
-3.12563756895192,-6.27880973220449,-5.39795614374968,-4.22621452027721
-2.87654203544244,-3.35829948703665,-1.5051006600526,-2.93213545067137
-1.3261898130346,-2.61515501190057,0.902179554999978,0.176246199976111
-0.483859487399685,-3.07140795097646,-2.82235570710052,-0.989486612772008
-2.7449454749264,-1.27344507068954,-0.646524254301907,-0.41752638254483
-3.32762414070337,-2.57496420328659,-2.47262540598888,-1.86228974015573
-1.59593426846784,0.610953958142804,0.487577438951183,1.14425241937837
-3.13408699900064,-0.754214147696528,-0.632331068526914,-1.43909810106205
-4.66993401920611,-3.08151367335862,-3.27028913851876,-2.78951115437992
-0.950828522123481,-1.9609769940939,-3.36584382917395,-2.79097249354264
-3.41054004725576,-4.37890633587876,-3.13747347985478,-2.81285611860426
-1.47103513224057,-2.04664919699471,-1.45089785804881,-1.34467411374305
-1.18898335067944,-1.2636757107853,-0.328455771463657,1.60127935877027
-3.20946351173086,-3.02696619233344,-3.20229529617162,-2.79520953373077
-5.83632147599691,-5.91194901602142,-4.76462383888021,-1.64749203589601
-2.4470741795278,-4.43242817033822,-4.82315504698421,-4.82259651615452
-1.20749883186858,-0.884673631164437,0.965951004071967,-0.36262502768601
0.527691533786544,-1.56994242424173,-1.35843898999644,-0.973891466995099
0.0631978659270693,-3.21119736223261,-3.53198273886374,-3.67789133001899
-4.77961319299197,-3.01846012651753,-3.15162268756046,-3.53084412595313
-2.03653453509256,0.558801079873251,-2.49839961728685,-1.80914306087542
-4.3755389430173,-6.70048663256541,-7.95305062758857,-5.00322528622296
-1.99171891408378,-1.31206317945401,-1.4983842545599,0.659300714695052
-1.93214020112464,-0.287261886301207,0.386061088472808,-1.58190399776701
-5.57869568099031,-3.67913844020155,-1.54659383893073,-0.219317773606539
-2.84184008240294,-5.47983320097991,-3.19907981296941,-1.8614416596891
-4.12901209499947,-3.95651402057699,-3.53844678257899,-4.52670280733953
-3.6106919086619,-4.58633293705798,-4.74172322732514,-2.09403515930173
-3.13319673848711,-0.270699373474978,1.99215984681989,2.04308577789509
-1.36768481390081,-1.31267583941841,-0.832596186812244,-1.05482698305098
-1.97888209174205,-1.84815082920097,-2.4450046759587,-3.16603885907776
-3.61644227700935,-1.90590194834993,-1.47403049396819,-0.492765066644086
-0.942662959312759,-0.682823975485335,-1.14304555369786,-1.2091895133794
-3.00137419640618,-0.570405378189817,-0.17364829371647,0.212814932752409
-0.851991651485438,-0.918527835533353,0.712551239762026,-1.08808276445535
