"V1","V2","V3","V4"
-3.36041236058505,-4.83703546283043,-3.27089766357662,-1.6188514894244
-1.57242571338232,-1.98598964543958,-2.00620915732708,-3.05948318537933
-1.33518733752076,-1.90503269386531,-2.8197964004522,-3.54654468861004
-4.20111261495932,-3.27327253376422,-3.44486659233215,-2.94114002138465
-2.54202171955369,-0.669998148889011,-1.30691993584367,1.5179339472759
-5.49158310294306,-2.986476940262,-3.32078371020234,-0.709019844999371
-4.03655899011196,-2.46721736418132,-4.37081848802727,-2.59929509891874
-4.55057190257718,-3.89699055868262,-2.41618634936363,-3.77030558737649
-2.34848255996474,-3.79895672695598,-5.26669096333524,-6.65927596706972
-3.23355828144808,-2.27089572034584,-2.71413654543747,-3.7622811872744
-3.92148988230085,-6.40444117086668,-6.14703353579978,-5.55410166642925
-3.61166700762623,-5.17613135251729,-4.44541339871898,-2.28535707684424
-1.42964825495489,-1.10389532934852,0.637880206186208,-0.534444238524879
-2.78036544510923,-3.3464267249496,-4.6282509157627,-3.00683547786022
-0.34860576484195,0.658553953127872,-1.27463218996592,1.3732483054946
-2.66858753324888,-2.76480512846062,-2.12934049366373,-2.8949382000043
-4.443489310223,-5.32951902621975,-5.17934393327053,-4.28593520413441
-3.02022486879185,-4.30142287398916,-5.7314150333587,-4.78519389986942
-2.24501141690215,-1.54759017203277,-0.449437446905431,-1.33322004812171
-1.42965892554431,-4.83244084019027,-3.43986202110441,-3.85590468496282
-2.25674521377272,-3.68032134571652,-0.710798569944577,-1.06872585428817
-2.19406037350759,-1.75162080199293,-0.398110177987592,-3.53176162904612
-1.85685565119954,-2.62892599542148,-0.596139432820578,-2.02025847899604
-2.62229460414357,-2.68878721070137,-3.08330353113204,-1.56589078004118
-2.82907631445703,-4.0610932264324,-4.27949458874754,-3.3708231490055
-1.42426143316886,-1.26183987781816,-0.66714492813277,-1.50368998780223
-3.57437346109851,-0.733913606119232,-2.2082726445031,-1.16750163252877
-3.09956582620096,-4.44184497319404,-3.23890327273266,-1.29565018940787
-2.41978903192258,-4.58262426392558,-3.4680757786552,-3.85800915670651
-2.62924915125264,-1.05348693144484,-0.841357059325619,-1.09493528013445
-1.83511032411013,-2.13231951431665,-1.65122489391196,-0.219354950834482
-1.85268759159406,-2.33387958370058,-1.88226398364996,-1.97685365131032
-3.4091988235326,-4.99714257701505,-5.91422521250285,-1.82648123285709
-0.293828835009197,1.23636966485767,-0.951220168314472,1.01278578605494
-3.19360267436622,-2.83412054794076,-0.129797637169725,-1.55405632227794
