date,wtr_mean_diff,wtr_median_diff,wtr_max_diff,wtr_min_diff,wtr_sd_diff
2009-05-29,-2.215833333333334,-2.049999999999999,-2.530000000000001,-1.7299999999999986,-0.4078747245292033
2009-06-04,1.9904166666666683,1.9000000000000004,2.530000000000001,1.5699999999999985,0.32937431157899205
2009-06-11,0.163333333333334,0.23000000000000043,-0.46999999999999886,0.6400000000000006,-0.38358641845707764
2009-06-17,2.0379166666666677,1.6749999999999972,3.0500000000000007,1.4199999999999982,0.6146429812304675
2009-06-25,-0.134999999999998,-0.6499999999999986,0.9700000000000024,-0.6400000000000006,0.5891061338294568
2009-07-02,0.6862499999999976,1.129999999999999,-0.6400000000000006,1.2899999999999991,-0.6766825033933976
2009-07-09,0.10833333333333428,0.16000000000000014,0.6400000000000006,0,0.2867721217741346
2009-07-16,1.1608333333333363,1.1400000000000006,0.8200000000000003,1.2900000000000027,-0.2178222963590481
2009-07-23,0.9962499999999999,0.990000000000002,0.8399999999999999,0.8200000000000003,-0.03410268616183318
2009-07-30,2.5408333333333317,2.539999999999999,2.539999999999999,2.8599999999999994,-0.028053013354140566
2009-08-06,-0.288333333333334,-0.17999999999999972,-0.1700000000000017,-0.5100000000000016,0.07307007054404066
2009-08-13,-0.959583333333331,-1.0199999999999996,-1.2099999999999973,-0.6799999999999997,-0.1331745444747599
2009-08-20,2.739166666666666,2.7499999999999964,3.109999999999996,2.5799999999999983,0.10940239745153171
2009-08-27,-1.795416666666668,-1.8999999999999986,-1.8999999999999986,-1.7399999999999984,-0.026366412425851
2009-09-01,-3.579583333333332,-3.4649999999999963,-3.919999999999998,-3.3699999999999974,-0.12650612428932834
2009-09-08,-0.583750000000002,-0.745000000000001,-0.16999999999999815,-0.8200000000000003,0.22525735129735547
2009-09-15,-1.1304166666666653,-0.8000000000000007,-1.8000000000000007,-0.6500000000000021,-0.430693807991417
2009-09-21,-1.9804166666666703,-2.099999999999998,-1.620000000000001,-2.1000000000000014,0.24741513222814374
2009-09-28,NA,NA,NA,NA,NA
2009-10-05,NA,NA,NA,NA,NA
2010-05-25,NA,NA,NA,NA,NA
2010-06-04,3.3383333333333347,3.240000000000002,2.3000000000000007,5.120000000000003,-1.0771561033516612
2010-06-10,-3.2600000000000016,-3.325000000000003,-3.2600000000000016,-3.0700000000000003,-0.13456113563330163
2010-06-15,-0.6816666666666649,-0.6499999999999986,-0.490000000000002,-0.9699999999999989,0.18072057788693047
2010-06-24,4.060000000000002,4.080000000000002,4.420000000000002,3.740000000000002,0.2106374624322711
2010-07-01,-0.3120833333333337,-0.33000000000000185,-0.33999999999999986,-0.33000000000000185,-0.048646860571342404
