date,schmidt.stability_mean,schmidt.stability_median,schmidt.stability_min,schmidt.stability_max,schmidt.stability_sd,schmidt.stability_mean_lag,schmidt.stability_median_lag,schmidt.stability_min_lag,schmidt.stability_max_lag,schmidt.stability_sd_lag,schmidt.stability_mean_diff,schmidt.stability_median_diff,schmidt.stability_min_diff,schmidt.stability_max_diff,schmidt.stability_sd_diff
2013-08-01,510.8806890017139,511.29958429835244,485.2918338076483,532.7821119970201,11.849163245398541,494.5533525085217,496.8976189051813,456.2832178221416,543.1103764156429,15.554304167008208,16.327336493192206,14.401965393171167,29.008615985506708,-10.32826441862278,-3.705140921609667
2013-08-08,416.9569072029961,419.1762828923279,390.57500313837494,432.29525053799557,10.04190602865945,510.8806890017139,511.29958429835244,485.2918338076483,532.7821119970201,11.849163245398541,-93.92378179871781,-92.12330140602455,-94.71683066927335,-100.48686145902457,-1.8072572167390906
2013-08-15,390.68535071671363,388.5021021267866,368.73346880332133,417.0207817491589,13.511359071662568,416.9569072029961,419.1762828923279,390.57500313837494,432.29525053799557,10.04190602865945,-26.271556486282464,-30.67418076554128,-21.84153433505361,-15.274468788836657,3.469453043003117
2013-08-22,NA,NA,NA,NA,NA,390.68535071671363,388.5021021267866,368.73346880332133,417.0207817491589,13.511359071662568,NA,NA,NA,NA,NA
2013-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-11,255.5450158188244,251.72509320979424,235.31807846267378,299.3401085020651,13.074760831754888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-18,110.97550300246384,107.05787183914984,74.83153326339642,146.87342600216826,17.918332097328378,255.5450158188244,251.72509320979424,235.31807846267378,299.3401085020651,13.074760831754888,-144.56951281636054,-144.6672213706444,-160.48654519927737,-152.46668249989685,4.843571265573489
2013-09-25,0.21943316647335612,0,0,2.544401049084107,0.5989573796544084,110.97550300246384,107.05787183914984,74.83153326339642,146.87342600216826,17.918332097328378,-110.75606983599049,-107.05787183914984,-74.83153326339642,-144.32902495308414,-17.31937471767397
2013-10-02,37.03241113209198,34.30554212204561,16.05678494305241,63.2101969964675,13.005018791024819,0.21943316647335612,0,0,2.544401049084107,0.5989573796544084,36.81297796561862,34.30554212204561,16.05678494305241,60.665795947383394,12.40606141137041
