"wk_1","wk_2","wk_3","wk_4","wk_5","wk_6","wk_7","wk_8","wk_9","wk_10","wk_11","wk_12","wk_13","wk_14","wk_15","wk_16","wk_17","wk_18","wk_19","wk_20"
84.15,147.42,236.64,315.34,426.685,538.69,646.46,758.765,879.5,1003.15,1132.975,1262.865,1405.75,1546.78,1635.005,1755.155,1867.3,1954.34,NA,NA
NA,128.385,215.755,282.055,422.33,546.22,675.485,816.885,964.335,1104.595,1242.01,1380.215,1516.95,1643.1,1767.01,1892.345,1998.745,2149.89,NA,NA
NA,11.185,120.52,200.62,306.985,411.515,535.82,669.99,813.22,960.105,1100.32,1238.815,1368.015,1497.625,1619.895,1741.02,1855.88,1958.845,NA,NA
10.95,102.04,191.605,289.785,399.86,527.365,655.515,792.44,939.63,1080.855,1216.17,1359.29,1502.835,1644.135,1782.275,1909.17,2029.7,2139.745,2237.91,NA
9.175,69.56,156.955,239.76,328.77,445.735,546.26,707.975,853.6,1003.045,1138.745,1268.89,1393.44,1518.08,1648.82,1777.87,1875.96,NA,NA,NA
NA,NA,97.915,195.005,302.87,410.5,539.155,690.665,808.77,945.16,1079.005,1193.535,1331.115,1452.055,1596.35,1705.02,NA,NA,NA,NA
NA,NA,11.445,85.36,202.86,299.5,413.7,533.3,661.965,796.105,933.81,1075.255,1211.12,1353.55,1452.815,1627.25,1768.615,1897.11,2017.98,NA
NA,38.95,124.285,212.015,318.695,437.41,563.895,688.355,822.14,940.92,1103.945,1225.13,1327.86,1465.69,1638.01,1767.975,1896.03,2017.265,2130.19,NA
