date,schmidt.stability_mean,schmidt.stability_median,schmidt.stability_min,schmidt.stability_max,schmidt.stability_sd
2009-05-29,NA,NA,NA,NA,NA
2009-06-04,NA,NA,NA,NA,NA
2009-06-11,NA,NA,NA,NA,NA
2009-06-17,NA,NA,NA,NA,NA
2009-06-25,NA,NA,NA,NA,NA
2009-07-02,NA,NA,NA,NA,NA
2009-07-09,NA,NA,NA,NA,NA
2009-07-16,NA,NA,NA,NA,NA
2009-07-23,NA,NA,NA,NA,NA
2009-07-30,422.60188594610713,426.81951219702023,363.15163561479415,473.3503594749148,25.32948329852151
2009-08-06,414.51494004939894,415.35456541510644,358.30418590055325,457.1229025082728,19.952909616377
2009-08-13,411.3671476463144,413.52743454652796,375.00019795248994,438.8421809893731,14.653509686421692
2009-08-20,517.203272868314,524.4193776305729,434.74964770248863,562.1162494351464,25.829221998802034
2009-08-27,399.5293128068864,401.9558954883071,355.46335255361043,436.53305967206006,18.588692304560382
2009-09-01,266.87622763216484,262.4695153376574,225.55439423436815,318.112815825332,19.65574439211575
2009-09-08,245.31010686458373,253.49237769737778,180.82029970408334,291.89574217792534,28.320805271777004
2009-09-15,132.54268596308137,141.70227992655455,5.698185460032039,211.40119659894455,47.74928846753672
2009-09-21,24.14860460329062,19.419493657807365,4.925103631956673,66.8751290667168,16.95130360745813
2009-09-28,9.14218456917729,9.106716305544435,0.8171236908230758,22.420816358945874,4.798057278781275
2009-10-05,3.4990245040347916,2.8721006652886922,0.06145073524792681,9.368790799892068,1.9041985843235196
2010-05-25,208.23945569644272,201.46953364642965,147.92048379193213,250.8944480587835,28.467143338646423
2010-06-04,288.543052782536,280.71371443644637,238.77872711802056,337.7848170728573,29.90118294329195
2010-06-10,126.50188419802316,127.21473136765673,95.97892174564774,159.58800599303714,12.800362354518006
2010-06-15,165.45097523777824,167.78079939350965,124.71879023493834,208.32316513078592,24.803419522317597
2010-06-24,281.0301933260462,281.07538881516143,257.62393207726467,308.935643101136,10.85401552121604
2010-07-01,218.43709808851457,219.97006412858806,176.69263317929094,265.13200989290493,20.33347633314377
2010-07-08,416.5675183493304,407.08737937416106,355.9296684577472,486.01418020163544,31.727310179649606
2010-07-15,411.4549474512943,407.76540079375604,359.9393767390849,479.0207686325428,27.010963985416712
2010-07-22,356.09801034457473,361.0275094997027,231.5572475327149,426.49132859360753,40.529876913170995
2010-07-29,93.0492871343593,103.81936173733015,0,196.60035249984176,56.22587351664674
2010-08-05,114.51271889915853,128.4283271065786,38.2604514221078,183.29728012376125,42.03722519830642
2010-08-12,121.60329566780769,117.78602189474213,68.42086842882581,206.30863299503858,30.297423578329635
2010-08-19,12.840235260796955,9.497887256007594,0,55.09517051408134,13.118130105857311
2010-08-26,0.11652038090247556,0,0,5.1361241044530885,0.6202613461581713
2010-09-02,90.82782239855689,94.55899179890244,59.579057728517114,118.8136254729407,15.012044275690528
2010-09-09,0,0,0,0,0
2010-09-16,0,0,0,0,0
2010-09-23,5.5154353723424805,0,0,23.24143631714346,7.784333734267684
2010-09-30,3.134528413763869,2.451949101555705,0,11.804940228561572,3.0806008968077396
2010-10-07,0,0,0,0,0
2011-05-26,116.27017626901352,124.58211122462833,71.91591421669897,147.01952149071542,21.632149816080112
2011-06-02,271.50285580936344,266.345061851784,194.29466155166887,336.5290187638341,34.315696025379985
2011-06-10,346.76207847002377,344.72704489758644,309.3791700584835,382.1911440696056,15.719104572204804
2011-06-16,260.0226867518048,259.5497106854183,235.45445755169143,287.9583328779104,9.4235767917209
2011-06-23,344.7405904288301,342.7144113485126,322.3692165062802,367.6118744489952,10.063577575055227
2011-06-30,359.6830539739969,364.24964378697075,320.02872634828236,380.97058338129,13.214791962436099
2011-07-07,479.5702244640637,484.62073289207717,405.5890289180233,509.4551170236743,22.61006611412014
2011-07-14,512.8499509298912,512.1622092925179,443.5249648487721,566.9147641002704,27.020283695293365
2011-07-21,580.0598656331741,574.0328894842585,543.402700550058,633.5990783995006,25.537804399341063
2011-07-28,553.3003228573051,554.6941870846592,527.7254472207998,581.7111810613407,14.432126724446507
2011-08-04,551.7817364387627,552.8410149799095,518.6289110790175,582.879757643605,20.784645223538586
2011-08-11,539.2803807259629,540.7396918565165,506.7996976535465,563.4065768086679,12.23769731763891
2011-08-18,434.7971119076985,438.5744846723884,387.8839456461138,459.6656175459348,13.664291453779478
2011-08-25,401.92895492634125,402.96917847453034,359.3227171680461,442.6697516594445,18.985439628317923
2011-09-01,316.94499828158183,322.60196399777175,243.64166345834803,358.6627810131816,24.82432008196315
2011-09-08,253.70984258858493,253.42645665486833,214.45482959463496,284.67328153273945,14.888333516058394
2011-09-15,219.75051156800754,223.75069737875683,122.61606846896623,282.1283723825703,31.273124732492967
2011-09-22,56.382866352768396,54.1441060577628,27.695047546208087,92.03022758064179,13.237977171079368
2011-09-29,125.73739780907583,129.39141791208243,54.56426607547261,217.2805007328178,38.49679488314198
2011-10-06,0.6473094592310596,0,0,9.807354667136353,1.3804852396443918
2012-05-24,223.59643502104066,222.75077387097497,207.2526006999282,243.5464297885311,7.16936697965386
2012-05-31,309.32989243497855,307.7380097503466,280.69155473002434,346.4027328795375,21.906913652341196
2012-06-07,207.75404431406994,207.5220167891164,179.67254226808436,233.4505108423512,13.320005810875271
2012-06-14,300.57404961564686,300.16272281829845,255.91869836317352,334.9035747421498,21.61883610686399
2012-06-21,436.71434791512036,433.52213318982666,399.68230817438473,479.9186153596594,24.53844971919995
2012-06-28,346.8916297354447,343.6509018766058,315.1811159197232,388.75736956348214,16.46009892316014
2012-07-05,465.78303490865034,464.79158736990894,417.1507760631883,498.6120957885241,20.37951032037365
2012-07-12,505.3992482118279,505.19243425593413,475.83276976377255,530.5179061041978,12.068429339932868
2012-07-19,566.7535292730372,570.3040416385477,537.5763740491427,605.0622919198535,16.846358923620496
2012-07-26,495.0976594821285,496.5199415064126,458.28474576789176,514.5147777196635,11.334344561814667
2012-08-02,513.5980740736068,513.9291119744025,487.69881489331027,540.2165765261938,11.230863360039784
2012-08-09,553.9147089275688,547.9103489879047,530.6361924193528,593.950528086649,17.06997848316144
2012-08-16,554.5881159853395,554.9159487531729,517.7893992347596,576.14162021045,11.78617124959186
2012-08-23,489.38148591786813,490.644547972762,457.23542589730897,512.1836603945197,11.988319634702087
2012-08-30,430.1248384855507,431.8104442739667,397.9660840688992,474.87544414734583,17.35016478501152
2012-09-06,364.3197879303059,363.3365174410046,336.7952475718579,405.70583668507965,12.473294599606374
2012-09-13,245.03479853445162,245.19691252075734,184.53817588648687,285.3319153660388,20.590026125129786
2012-09-20,26.783371845755376,19.327299340143902,0,79.49380824095071,26.65033507633042
2012-09-27,4.513409477345591,0.7335104996615862,0,27.002027557328688,6.726864534429049
2012-10-05,2.8173673989591594,2.4530642590776504,0,8.757153586641484,2.821937835498005
2013-05-23,140.65963304585574,147.4186870513953,92.53145779028623,166.96437066543075,19.359689902901966
2013-05-30,86.04720207475779,80.8831566724111,57.97123020682181,114.96627005542496,14.118334023107073
2013-06-06,211.1747680315793,211.13852099034875,192.82373353856624,239.0275887194389,10.298290974079757
2013-06-13,158.74928665569516,159.36065536452867,131.17051805219182,176.97401949379883,9.645172969163015
2013-06-20,216.35432119627745,220.15081986045334,189.97151519976074,232.9494804315608,10.871728727231948
2013-06-27,387.1623236568164,385.9058059770663,361.98471489102934,417.71997599509587,13.823864808099055
2013-07-03,421.26123996440276,421.3428689913944,401.84447036089927,461.84910887673357,10.434964242971468
2013-07-11,551.3403518974137,551.8200665358061,521.1208091630527,591.1257645362507,17.987948771189856
2013-07-18,629.6855331937189,628.6924264811715,575.8566553303446,695.5859761694865,20.55601371984691
2013-07-25,494.5533525085217,496.8976189051813,456.2832178221416,543.1103764156429,15.554304167008208
2013-08-01,510.8806890017139,511.29958429835244,485.2918338076483,532.7821119970201,11.849163245398541
2013-08-08,416.9569072029961,419.1762828923279,390.57500313837494,432.29525053799557,10.04190602865945
2013-08-15,390.68535071671363,388.5021021267866,368.73346880332133,417.0207817491589,13.511359071662568
2013-08-22,NA,NA,NA,NA,NA
2013-08-29,NA,NA,NA,NA,NA
2013-09-05,NA,NA,NA,NA,NA
2013-09-11,255.5450158188244,251.72509320979424,235.31807846267378,299.3401085020651,13.074760831754888
2013-09-18,110.97550300246384,107.05787183914984,74.83153326339642,146.87342600216826,17.918332097328378
2013-09-25,0.21943316647335612,0,0,2.544401049084107,0.5989573796544084
2013-10-02,37.03241113209198,34.30554212204561,16.05678494305241,63.2101969964675,13.005018791024819
2014-05-29,NA,NA,NA,NA,NA
2014-06-05,NA,NA,NA,NA,NA
2014-06-12,329.3836123992528,333.77723467747444,300.2016267801365,344.4426330415482,11.93992555521734
2014-06-19,332.2622733426902,325.52111043750176,308.95407060100445,373.7208226335017,16.687512349870985
2014-06-26,NA,NA,NA,NA,NA
2014-07-02,NA,NA,NA,NA,NA
2014-07-09,NA,NA,NA,NA,NA
2014-07-17,NA,NA,NA,NA,NA
2014-07-23,499.6949829988436,502.31378843393793,466.3915872122966,526.1839608528097,15.122047376876276
2014-07-30,447.73774101087236,443.07372676107093,423.56344195650763,483.0735468333741,14.177090223514565
2014-08-06,490.9399030877967,491.2164229848179,440.2920740323013,522.3481807791511,17.169147818195146
2014-08-12,453.6716421420714,454.58708722226163,423.17730830097895,496.20668730306625,17.4308882793043
2014-08-20,312.68106802039097,313.1834707906721,261.58488427912863,361.7100417385801,20.66850544243181
2014-08-27,306.17451705323566,311.578236749544,207.52165825132138,372.84471165024513,36.25142140148817
2014-09-04,313.7128208325747,315.0009706231874,250.716030205255,367.38517694558334,28.994302413584442
2014-09-10,280.39838172243174,276.6060499467256,246.40544532630517,330.2270661435151,17.83983965064684
2014-09-17,41.367481485976825,45.638259096140104,0,94.39484959193513,28.439426629479172
2014-09-25,7.651761806579034,8.435514956715638,0,26.073103164666264,7.088893872477813
2014-10-03,14.748281021656002,13.314527091364806,0,38.55497575333438,10.665037011090618
2014-10-10,0.021381425387388818,0,0,1.7557867224104207,0.1644815615297443
2015-05-21,NA,NA,NA,NA,NA
2015-05-28,NA,NA,NA,NA,NA
2015-06-05,NA,NA,NA,NA,NA
2015-06-11,NA,NA,NA,NA,NA
2015-06-19,NA,NA,NA,NA,NA
2015-06-25,NA,NA,NA,NA,NA
2015-07-02,NA,NA,NA,NA,NA
2015-07-09,NA,NA,NA,NA,NA
2015-07-16,NA,NA,NA,NA,NA
2015-07-23,NA,NA,NA,NA,NA
2015-07-30,NA,NA,NA,NA,NA
2015-08-06,NA,NA,NA,NA,NA
2015-08-13,358.57537996860174,359.03233973090687,320.42933836463203,408.59305262932037,20.8651854749853
2015-08-20,447.6887234710512,442.7417495250341,372.00428810913706,519.2876441860899,31.223095956415452
2015-08-25,433.27429721806845,438.5887923240484,379.2073195762058,489.41502499007095,32.255736466319256
2015-09-03,332.72885797932236,330.6905549232504,262.7381534028947,405.839175383137,35.48136560588733
2015-09-10,294.3635133266202,296.9022546970542,232.26927142433877,365.7056118964798,32.04699433189276
2015-09-17,86.84217282955683,77.10502928592513,31.797435029180757,192.69836410487693,35.48536051034684
2015-09-24,39.41532116322222,42.44239206980975,0.3332748184582868,85.49779036625937,23.971011640160047
2015-10-02,NA,NA,NA,NA,NA
2016-05-26,158.6352534892322,170.44581607935584,103.38252617525339,206.94397563277045,33.26964399142299
2016-06-03,319.4181684730973,319.8678699499881,290.84153189738055,354.1126710192716,15.756813214170517
2016-06-09,235.17685145544488,234.60856125628976,185.584324584916,270.56429843014473,22.905090939037457
2016-06-16,122.25969810211038,114.94347729557609,68.09181575257271,177.1972358804773,29.19550076234271
2016-06-23,252.46873034710035,252.04672657639856,215.27071482811118,286.73868451558263,17.50544942190408
2016-06-30,387.40367480234084,386.63137050949285,341.7308450159442,427.8005093097315,18.9827735106491
2016-07-07,423.3762412859958,423.4574063527373,394.6042573330908,456.1733639589598,9.960429448048858
2016-07-14,385.4401991347296,382.9707364055116,332.17869146299114,435.43296830522326,25.529466219397356
2016-07-21,402.21123523433715,402.8938475082633,374.5827940165019,421.80150806364594,9.26299964427324
2016-07-27,449.2488037427746,451.09413160787153,415.6164251460357,481.85137565362334,15.369337383137212
2016-08-04,422.3751365083327,422.27440025336733,388.6952891673576,451.74657528493253,12.48686633401308
2016-08-10,414.6173786544068,415.37900003438216,368.4448004148946,449.385110598476,15.543241377101333
2016-08-15,458.1192876381932,453.09165650158707,414.2205984610959,508.6061471443247,21.823895640951836
2016-08-22,310.40928512026045,303.5324979676262,200.71679574830765,406.5242594344248,45.061832564771066
2016-08-31,254.4894287320387,247.78165120989422,207.61621435071157,308.02080989575273,25.86984160402232
2016-09-07,142.2230519697955,145.74588790919165,83.88188765955977,237.28602139346083,28.567463380597818
2016-09-14,60.50180396214306,59.16080690564868,0,220.22450063680134,42.817799103596826
2016-09-21,49.48255779607819,41.94014562689774,8.91504486036187,91.01484841648734,24.09784843799137
2016-09-28,0,0,0,0,0
2016-10-05,2.1646020813786353,0,0,16.416872223346935,3.6121891049020944
