date,wind.speed_mean_diff,wind.speed_median_diff,wind.speed_min_diff,wind.speed_max_diff,wind.speed_sd_diff,AveWindDir_deg,AveWindDir_cove_mean,AveWindDir_cove_median
2009-05-29,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-04,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-11,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-17,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-25,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-02,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-09,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-16,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-23,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-30,NA,NA,NA,NA,NA,254.57340277777777,1,1
2009-08-06,-0.1595833333333334,-0.6033333333333335,0.5974999999999999,-0.5374999999999996,-0.07200292738305736,266.7835416666667,1,1
2009-08-13,-0.8660347222222224,-0.35333333333333306,-1.0316666666666665,-1.6749999999999998,-0.12338521435495853,127.75861111111112,0.25,0
2009-08-20,0.4527013888888889,0.2008333333333332,0.1841666666666667,1.2433333333333332,0.2173561318105257,168.40124305555557,0.2916666666666667,0
2009-08-27,0.8254444444444444,0.9941666666666666,0.4375000000000001,0.8149999999999995,0.05210381390329366,296.91819444444445,1,1
2009-09-01,-0.14235416666666678,-0.09375,-0.4808333333333332,-0.01083333333333325,0.2910124330681063,261.0148125,0.875,1
2009-09-08,0.06465972222222227,-0.3883333333333332,-0.11333333333333329,0.6608333333333327,0.2762731017625478,250.21868055555555,0.7916666666666666,1
2009-09-15,1.0005763888888892,1.6750000000000003,0.3474999999999999,0.7825000000000006,0.15447787674839564,270.75695138888887,0.9166666666666666,1
2009-09-21,-0.9584861111111111,-0.8166666666666664,-0.9550000000000001,-1.3516666666666666,0.021266788400866488,179.1119375,0.375,0
2009-09-28,1.378298611111111,1.06175,1.1116666666666666,1.6833333333333336,0.0916267316547158,219.76430555555555,0.8333333333333334,1
2009-10-05,0.8794097222222224,0.8136666666666663,0.7991666666666666,0.9141666666666666,0.05638091363825892,261.58958333333334,1,1
2010-05-25,NA,NA,NA,NA,NA,266.7603472222222,0.9583333333333334,1
2010-06-04,-0.029305555555555474,0.12666666666666648,0.2316666666666667,0.2783333333333333,-0.08099817820106159,204.7082638888889,0.5416666666666666,1
2010-06-10,0.5429861111111114,0.3008333333333333,0.24499999999999988,0.3600000000000003,0.17046889786176833,126.97541666666666,0,0
2010-06-15,-1.096597222222222,-1.2858333333333332,0.21166666666666667,-0.2833333333333332,-0.05309733265739469,285.01175,0.9583333333333334,1
2010-06-24,0.4067361111111114,0.6925000000000003,0.01333333333333342,0.11666666666666625,-0.008734840322116577,263.46594444444446,0.9166666666666666,1
2010-07-01,0.2668055555555551,0.22999999999999998,1.055,0.08666666666666689,-0.22893208392208853,287.47222222222223,1,1
2010-07-08,-1.5472916666666667,-1.4483333333333333,-1.5133333333333332,-1.9683333333333328,-0.2803799241943705,158.63569444444445,0.3333333333333333,0
2010-07-15,-0.4059722222222222,-0.644166666666667,0.08833333333333326,-0.6183333333333341,-0.07777451782971545,146.63069444444443,0.08333333333333333,0
2010-07-22,1.6665972222222218,1.9474999999999998,1.11,1.9633333333333338,0.25925126399407306,288.94305555555553,1,1
2010-07-29,0.33576388888888964,0.3141666666666669,-0.17666666666666675,0.36166666666666725,0.2109634478873632,287.11379166666666,1,1
2010-08-05,-1.5945138888888892,-1.753333333333333,-0.6033333333333333,-1.6416666666666675,-0.509947473556787,248.95416666666665,1,1
2010-08-12,0.530416666666667,0.9316666666666666,0.24499999999999988,0.04333333333333389,0.023710902279677093,118.93104166666666,0,0
2010-08-19,-0.590416666666667,-0.7599999999999998,-0.3866666666666665,0.49666666666666615,0.19322812756534513,250.46395833333332,0.875,1
2010-08-26,1.1726388888888892,0.8941666666666661,0.9733333333333334,0.7750000000000004,0.04758430106710021,285.0826388888889,1,1
2010-09-02,-1.3015972222222225,-0.8583333333333334,-1.211666666666667,-1.1799999999999997,0.13290029225468247,235.2830625,0.7916666666666666,1
2010-09-09,1.1553472222222223,0.8516666666666666,1.4500000000000002,0.3199999999999994,-0.7405103857267307,277.25069444444443,1,1
2010-09-16,-0.6677777777777778,-0.5733333333333333,-0.8766666666666667,-0.7866666666666671,0.24444505711265674,217.42659722222223,0.75,1
2010-09-23,-0.7280555555555552,-1.0324999999999998,-0.7266666666666668,0.9483333333333341,0.19315914094065412,210.29408333333333,0.5416666666666666,1
2010-09-30,1.659236111111111,0.8941666666666666,0.2250000000000001,2.6066666666666665,1.4875022348485216,129.20960416666668,0.20833333333333334,0
2010-10-07,1.4527083333333328,2.754166666666667,2.5433333333333334,-0.5466666666666669,-1.1346050992165326,278.7993055555556,1,1
2011-05-26,1.0444444444444443,-0.07500000000000018,-0.3666666666666667,3.9833333333333334,1.7457272110290742,171.17291666666668,0.6666666666666666,1
2011-06-02,2.792361111111111,4.449999999999999,1.4666666666666666,1.7166666666666668,-0.3793164111392231,283.8590277777778,1,1
2011-06-10,-2.3479166666666664,-2.591666666666667,-0.2666666666666666,-4.95,-1.2883951152068625,261.5986111111111,0.7916666666666666,1
2011-06-16,-0.9194444444444443,-0.625,-0.3833333333333331,-2.3666666666666663,-0.40339193226307124,252.89791666666667,0.9583333333333334,1
