date,wind.speed_mean_diff,wind.speed_median_diff,wind.speed_min_diff,wind.speed_max_diff,wind.speed_sd_diff,AveWindDir_deg,AveWindDir_cove_mean,AveWindDir_cove_median
2011-06-23,1.9951388888888886,2.0416666666666665,1.2499999999999998,1.8999999999999995,0.16518642689459528,102.93402777777777,0,0
2011-06-30,-0.864583333333333,-1.3416666666666668,-0.5666666666666664,0.25,0.4854798953774566,278.01944444444445,1,1
2011-07-07,-0.7152777777777777,-0.4249999999999998,-0.6333333333333335,-1.0166666666666666,-0.38397841827165013,261.19652777777776,0.8333333333333334,1
2011-07-14,0.8062499999999999,0.6833333333333336,-0.18333333333333324,2.116666666666667,0.6177210459207492,265.82986111111114,0.7916666666666666,1
2011-07-21,0.5979166666666669,0.9749999999999996,0.5166666666666667,-0.3333333333333339,-0.04610923055684313,242.30625,1,1
2011-07-28,-2.5256944444444445,-2.9,-0.8833333333333334,-3.6166666666666663,-0.8882442551761148,212.84305555555557,0.625,1
2011-08-04,0.12222222222222245,0.1416666666666666,0.08333333333333337,1.2333333333333334,0.25270807572758447,134.1,0.08333333333333333,0
2011-08-11,2.2472222222222222,2.4,1.5499999999999998,1.7166666666666668,0.08151404506261795,253.10694444444445,1,1
2011-08-18,-1.135416666666667,-0.5333333333333332,-1.4,-1.4833333333333334,0.41037858981007713,219.26527777777778,0.7916666666666666,1
2011-08-25,1.6027777777777779,1.0333333333333332,1.4500000000000002,2.666666666666667,-0.006528546266072688,222.1486111111111,1,1
2011-09-01,-1.4104166666666669,-1.3833333333333329,-1.1,-2.2333333333333334,-0.27793610213579245,131.28680555555556,0.041666666666666664,0
2011-09-08,-1.3291666666666666,-1.541666666666667,0.06666666666666665,-1.6333333333333337,-0.6029837744592373,185.86944444444444,0.625,1
2011-09-15,1.4194444444444447,1.3166666666666669,-0.050000000000000044,2.1833333333333336,0.801764070711848,250.80069444444445,0.75,1
2011-09-22,-1.6875,-1.6166666666666667,-0.3666666666666666,-1.9666666666666668,-0.6559168444733596,129.55972222222223,0.08333333333333333,0
2011-09-29,2.3687499999999995,2.5249999999999995,1.416666666666667,1.9833333333333334,0.10990858481751742,132.82708333333335,0.25,0
2011-10-06,0.7631944444444452,0.7583333333333337,-0.26666666666666683,2.0500000000000007,0.8191554602090603,291.50555555555553,0.9583333333333334,1
2012-05-24,-1.2493055555555554,-1.2416666666666663,-0.6000000000000001,-1.7833333333333332,-0.3278362600877316,133.02430555555554,0.041666666666666664,0
2012-05-31,1.1222222222222222,1.1999999999999993,1.45,1.416666666666666,-0.01875962602329384,280.95625,0.9583333333333334,1
2012-06-07,-1.4666666666666668,-1.9333333333333331,-1.2333333333333334,-0.583333333333333,0.04928809147007862,221.4736111111111,0.75,1
2012-06-14,-0.5131944444444443,-0.44166666666666643,-0.33333333333333337,-1.3499999999999996,-0.26416878124922805,238.44722222222222,0.7916666666666666,1
2012-06-21,0.6861111111111113,1.125,0.21666666666666667,0.8166666666666664,0.09924394098321554,265.95902777777775,1,1
2012-06-28,0.672222222222222,0.6999999999999997,0.20000000000000007,1.6333333333333337,0.36215893714394387,240.84375,0.8333333333333334,1
2012-07-05,0.6479166666666667,0.10000000000000053,0.5666666666666667,0.4333333333333327,0.3352178376940611,288.72777777777776,1,1
2012-07-12,-1.7729166666666667,-1.7833333333333337,-0.6833333333333333,-2.9666666666666663,-0.7829725411659261,222.56944444444446,0.7083333333333334,1
2012-07-19,1.2062499999999998,0.8000000000000003,1.0666666666666667,2.433333333333333,0.47255666436802923,261.50208333333336,0.8333333333333334,1
2012-07-26,-1.4749999999999999,-0.791666666666667,-1.3,-2.783333333333333,-0.6761122168551267,134.0298611111111,0.2916666666666667,0
2012-08-02,0.28680555555555576,0.05833333333333335,0.31666666666666665,1.0499999999999998,0.27046905593781256,233.72222222222223,0.9166666666666666,1
2012-08-09,0.011805555555555625,0.18333333333333335,0.03333333333333344,-0.6999999999999997,-0.18697260349152467,176.38055555555556,0.5,0.5
2012-08-16,0.9993055555555554,0.7000000000000002,0.2999999999999998,1.6999999999999997,0.4522946209841272,289.04583333333335,1,1
2012-08-23,-0.7000000000000002,-0.5500000000000003,-0.3666666666666665,-0.40000000000000036,-0.08707005700913228,253.34097222222223,0.9166666666666666,1
2012-08-30,1.9430555555555555,2.491666666666667,1.2333333333333332,1.7333333333333334,0.22699063258949703,255.1472222222222,1,1
2012-09-06,-2.348611111111111,-2.7583333333333337,-1.4,-2.1833333333333327,-0.5454343860631141,219.28472222222223,0.75,1
2012-09-13,0.41041666666666643,0.6333333333333337,0.55,-0.8666666666666671,-0.06499005779796485,236.48194444444445,0.875,1
2012-09-20,0.7250000000000001,0.5166666666666662,-0.4666666666666667,1.7333333333333334,0.5755987705571807,135.70694444444445,0.08333333333333333,0
2012-09-27,0.43819444444444455,0.8500000000000001,0.4666666666666667,0.2666666666666666,-0.03150945136347305,269.3701388888889,0.875,1
2012-10-05,-0.6069444444444447,-0.4833333333333334,2.220446049250313e-16,-2.033333333333333,-0.7026463774520768,251.40833333333333,1,1
2013-05-23,-1.4731944444444451,-1.350833333333333,0.5233333333333334,-3.376666666666667,-1.5246608545705522,133.96979166666668,0.4583333333333333,0
2013-05-30,-0.8429166666666665,-0.7066666666666666,-1.4100000000000001,-1.1483333333333343,0.19095006701446327,259.45994444444443,1,1
2013-06-06,0.32041666666666657,0.9933333333333336,0.17166666666666675,-0.02833333333333332,0.09389165639963082,142.47604166666667,0.125,0
2013-06-13,-0.8814583333333332,-1.4341666666666666,-0.5066666666666667,-1.1049999999999995,-0.49737284275983507,183.46625,0.375,0
2013-06-20,-0.5939583333333331,-0.7541666666666669,0.20500000000000007,-0.6266666666666669,-0.3456227197658919,247.11284722222223,0.875,1
2013-06-27,1.4015277777777775,1.7475,0.5733333333333334,1.248333333333333,0.40421457692534457,124.315625,0.041666666666666664,0
2013-07-03,0.9447916666666667,0.938333333333333,0.08499999999999996,1.0583333333333336,0.3341256288270632,191.79720138888888,0.6666666666666666,1
2013-07-11,0.8163888888888886,0.5775000000000001,0.8550000000000002,0.8616666666666672,0.12705741098091672,274.842875,0.9583333333333334,1
2013-07-18,-0.5690277777777775,-0.34166666666666634,-0.521666666666667,0.16666666666666607,-0.04057064490645146,243.69505555555557,0.875,1
2013-07-25,-0.7044444444444444,-0.999166666666667,-0.4133333333333332,-1.5583333333333331,-0.3416552855382303,174.9226875,0.5,0.5
2013-08-01,0.8355555555555552,1.2349999999999999,-0.20333333333333325,2.1749999999999994,1.066720998549946,148.1352222222222,0.4166666666666667,0
2013-08-08,0.2668055555555555,0.13750000000000018,1.4749999999999999,-0.8933333333333326,-0.9863724820890555,190.70909722222223,0.625,1
2013-08-15,0.8679166666666673,0.8066666666666675,-0.30499999999999994,1.3099999999999996,0.4246711220741649,259.02986111111113,1,1
2013-08-22,-0.8745833333333337,-1.0000000000000009,-0.3516666666666668,-1.083333333333333,-0.2609154521922272,264.1951388888889,1,1
2013-08-29,0.05076388888888905,0.5225,-0.07833333333333314,-0.28000000000000025,0.10089890118092903,121.2870138888889,0.041666666666666664,0
2013-09-05,0.726458333333333,0.5041666666666664,0.8966666666666665,1.1566666666666672,0.25877603791957304,301.89033333333333,1,1
2013-09-11,-1.092361111111111,-0.9675000000000002,-0.41333333333333333,-0.8733333333333331,0.029946326245637866,235.43101388888888,0.9166666666666666,1
2013-09-18,-0.6627083333333332,-0.6491666666666669,0.2849999999999999,-2.0116666666666667,-0.6878234432278892,264.2652777777778,1,1
2013-09-25,1.2873176328502418,1.1775000000000002,0.4833333333333334,3.791666666666666,0.6637554553698527,242.3705,0.782608695652174,1
2013-10-02,-0.2579426328502419,-0.8141666666666669,-0.9183333333333334,-0.24166666666666625,0.6442430750497203,263.26909722222223,0.9583333333333334,1
2014-05-29,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-05,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,NA,NA,NA,NA,NA,103.6825,0,0
2014-06-19,0.6242361111111112,0.15249999999999986,0.3833333333333333,1.4699999999999998,0.1607412633919314,297.8534722222222,1,1
2014-06-26,-0.9125694444444448,-0.7608333333333333,-1.0383333333333336,-0.9416666666666664,0.16103902227355604,224.60436805555554,0.7083333333333334,1
2014-07-02,0.2634722222222221,0.6283333333333334,0.05333333333333323,-0.6483333333333325,-0.15828702362817038,225.01002083333333,0.875,1
2014-07-09,0.7645833333333334,0.856666666666666,0.5066666666666666,1.375,0.2909015060444218,232.67718055555557,0.9166666666666666,1
2014-07-17,0.08999999999999986,-0.27249999999999996,0.43999999999999995,0.2916666666666661,-0.22600783470643449,269.1958333333333,1,1
2014-07-23,1.669861111111111,1.8216666666666668,0.5616666666666663,2.003333333333334,0.4976357354668576,243.9388888888889,1,1
2014-07-30,-1.9338194444444443,-2.225,-0.5649999999999997,-2.3416666666666672,-0.5662150851078384,218.1117361111111,0.625,1
2014-08-06,1.602222222222222,1.3891666666666662,0.33666666666666667,2.473333333333333,0.7025119651086437,299.57708333333335,1,1
2014-08-12,1.415313888888889,1.931666666666667,-0.22333333333333327,3.0749999999999997,0.8815831121084783,147.67628472222222,0.16666666666666666,0
2014-08-20,-3.562013888888889,-3.7800000000000002,-2.0616666666666665,-6.161666666666667,-1.0105288159999426,133.98714583333333,0.16666666666666666,0
2014-08-27,1.4352083333333332,1.6141666666666665,0.6483333333333333,0.9699999999999998,0.07167968434597694,264.2034027777778,1,1
2014-09-04,-2.4248611111111105,-2.2366666666666664,-1.5283333333333333,-3.206666666666667,-0.5476571925027057,232.03381944444445,0.8333333333333334,1
2014-09-10,-1.0304861111111112,-1.1566666666666672,-0.17500000000000004,-1.5116666666666663,-0.24482272044185638,138.31458333333333,0.08333333333333333,0
2014-09-17,-0.5029861111111109,-0.6024999999999996,-0.2866666666666666,-0.5300000000000002,-0.1187113804250729,257.34027777777777,0.9583333333333334,1
2014-09-25,-1.992986111111111,-2.1258333333333335,-0.3833333333333334,-2.935,-0.5479198292506149,208.04015972222223,0.6666666666666666,1
2014-10-03,-0.014791666666666536,-0.4575,0.2416666666666667,-0.44833333333333325,0.07088024565347761,141.5931111111111,0.20833333333333334,0
2014-10-10,0.6465972222222223,0.7925,0.19833333333333325,1.091666666666666,0.2737735642375787,263.31597222222223,1,1
2015-05-21,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-28,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-05,NA,NA,NA,NA,NA,104.34469444444444,0.16666666666666666,0
2015-06-11,2.9428376811594203,2.523333333333333,-0.17000000000000004,6.35,2.423927949626801,264.8723188405797,1,1
2015-06-19,1.2799138888888888,1.1991666666666667,0.4116666666666666,2.747933333333334,0.7857884085933693,290.0992361111111,1,1
2015-06-25,-0.24958333333333327,-1.3600000000000003,0.4049999999999999,-0.24333333333333318,-0.3112291052138483,291.55833333333334,1,1
2015-07-02,0.8119444444444444,1.2075000000000005,-0.1633333333333331,2.121666666666667,0.3933120432745567,249.54083333333332,0.9166666666666666,1
2015-07-09,-1.2822916666666666,-1.5716666666666672,0.19499999999999984,-2.9350000000000005,-0.7916093448755254,163.19368055555555,0.25,0
2015-07-16,0.8179166666666666,0.5341666666666667,-0.08333333333333326,2.0083333333333337,0.7587310777582433,279.49079861111113,0.9166666666666666,1
2015-07-23,0.41222222222222227,0.7400000000000002,0.47333333333333316,0.6016666666666666,-0.561421243221117,281.13194444444446,1,1
2015-07-30,-0.37138888888888877,-0.1299999999999999,-0.6966666666666665,-0.31166666666666654,0.528717664687971,237.1664375,1,1
2015-08-06,0.5186805555555551,0.2766666666666664,0.3799999999999999,-0.3216666666666672,-0.34834220176249286,285.22291666666666,1,1
2015-08-13,-0.5749305555555555,-0.5125000000000002,-0.2716666666666665,-0.5516666666666667,0.019903833758742495,257.178125,0.9166666666666666,1
2015-08-20,1.7985416666666665,2.1691666666666674,1.0316666666666665,1.6850000000000005,0.35623743432667143,141.73680555555555,0.08333333333333333,0
2015-08-25,0.8995833333333332,0.6016666666666663,-0.05166666666666675,4.12,0.8369779316215187,130.4232638888889,0.041666666666666664,0
2015-09-03,-1.2142361111111106,-1.5108333333333324,-0.6783333333333332,-0.8766666666666669,-0.07987945550221309,273.7622777777778,0.9166666666666666,1
2015-09-10,-0.28756944444444477,-0.3191666666666668,-0.6716666666666669,0.8733333333333331,0.2703115739952707,183.91875,0.5,0.5
2015-09-17,-0.1153777777777778,0.20000000000000018,-0.3007333333333333,-1.458333333333333,0.022074230131897576,234.55377361111113,0.875,1
2015-09-24,1.0286416666666667,0.565833333333333,0.4274,2.3016666666666667,0.4687820606683154,282.67298611111113,0.9583333333333334,1
2015-10-02,2.162638888888889,2.2991666666666664,2.076666666666666,1.763333333333334,-0.02400484236806888,148.62625694444444,0.375,0
2016-05-26,0.45680555555555546,0.7591666666666665,0.6866666666666666,-0.3483333333333327,-0.313834192312493,224.1198611111111,0.7916666666666666,1
2016-06-03,-0.6086805555555554,-0.7783333333333333,-0.6450000000000002,0.3866666666666667,0.2337085699565037,146.48836805555555,0.25,0
2016-06-09,2.069506944444445,1.9365833333333349,1.7533333333333334,2.9316666666666675,0.3510666599733432,294.35277777777776,1,1
2016-06-16,-4.265608333333334,-4.580833333333334,-3.51,-4.5983333333333345,-0.30546647313421804,137.5457638888889,0.125,0
2016-06-23,0.36935833333333346,0.7674999999999998,0.5583333333333332,-0.35499999999999954,-0.2919362549437724,252.329375,0.9166666666666666,1
2016-06-30,0.20680555555555546,0.2283333333333335,0.043333333333333446,0.5299999999999994,0.17884257893043753,246.36626388888888,0.8333333333333334,1
2016-07-07,0.5077083333333334,0.5299999999999998,0.13666666666666671,0.5216666666666674,0.0830854465887364,129.96666666666667,0.125,0
2016-07-14,1.2629861111111111,1.1716666666666664,-0.10000000000000009,1.381666666666666,0.48446598916927464,223.29097222222222,1,1
2016-07-21,-1.6479861111111114,-1.8949999999999996,0.03833333333333333,-1.4083333333333332,-0.481538532359747,250.36340277777776,0.9583333333333334,1
2016-07-27,-1.5465972222222222,-1.6966666666666663,-0.7749999999999998,-2.7600000000000002,-0.2686403798363405,253.69584722222223,0.875,1
2016-08-04,-0.4286111111111113,-0.1691666666666669,0.1266666666666667,-1.3950000000000005,-0.6335703554836961,246.86277777777778,0.9166666666666666,1
2016-08-10,0.47187500000000027,0.39833333333333343,0.31000000000000005,0.7366666666666668,0.08707874374464242,227.89859722222224,0.875,1
2016-08-15,-0.2606944444444448,-0.3608333333333338,-0.4116666666666666,0.10499999999999954,0.13477834890229357,291.96666666666664,1,1
2016-08-22,1.8695833333333334,1.7608333333333333,1.255,2.833333333333334,0.5520478394035149,295.58958333333334,1,1
2016-08-31,0.423888888888889,0.6950000000000003,-0.34333333333333327,0.7833333333333332,0.2968295510057295,254.72222222222223,1,1
2016-09-07,-0.45458333333333334,-0.9024999999999999,0.26,-0.3650000000000002,-0.0818285538960023,119.153375,0.08333333333333333,0
2016-09-14,1.539027777777778,1.7166666666666668,0.3383333333333334,3.4250000000000007,0.9661892800288427,270.9429861111111,1,1
2016-09-21,-1.4678472222222223,-1.5041666666666669,-0.06666666666666687,-3.2750000000000004,-1.15157764304309,274.67083333333335,1,1
2016-09-28,1.1960249999999997,1.2049999999999996,1.0766666666666667,1.038333333333333,0.13045876701187176,99.77333333333334,0,0
2016-10-05,-2.2797357487922705,-2.441666666666666,-1.9166666666666665,-1.975,-0.06688538038707037,155.42577536231883,0.34782608695652173,0
