date,date_2daylag,AveWindDir_deg_2daylag,AveWindSp_ms_mean_2daylag,AveWindDir_cove_mean_2daylag,AveWindSp_ms_median_2daylag,AveWindDir_cove_median_2daylag,AveWindSp_ms_min_2daylag,AveWindSp_ms_max_2daylag,AveWindSp_ms_sd_2daylag
2009-05-29,2009-05-27,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-04,2009-06-02,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-11,2009-06-09,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-17,2009-06-15,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-25,2009-06-23,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-02,2009-06-30,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-09,2009-07-07,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-16,2009-07-14,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-23,2009-07-21,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-30,2009-07-28,NA,NA,NA,NA,NA,NA,NA,NA
2009-08-06,2009-08-04,192.52044444444445,2.5764930555555554,0.7083333333333334,2.5,1,0.5783333333333334,5.508333333333333,1.3641933252635563
2009-08-13,2009-08-11,202.9577536231884,2.267840579710145,0.5217391304347826,1.9749999999999999,1,0.7358333333333333,4.680833333333333,1.0491671979663382
2009-08-20,2009-08-18,249.72847222222222,3.5346527777777776,1,4.00875,1,0.7400000000000001,5.404166666666666,1.4680088127102122
2009-08-27,2009-08-25,256.6611111111111,2.644131944444444,1,2.6624999999999996,1,1.5733333333333333,3.8916666666666666,0.5518755066397719
2009-09-01,2009-08-30,239.9307777777778,2.536,0.9166666666666666,2.4745833333333334,1,1.5016666666666665,4.473333333333334,0.7845618119147629
2009-09-08,2009-09-06,151.3367986111111,2.7852638888888888,0.20833333333333334,2.595833333333333,0,1.2483333333333333,4.534166666666666,0.8087914015366865
2009-09-15,2009-09-13,291.28125,3.3366388888888885,1,3.5275,1,1.3505,4.8808333333333325,1.1993072453546105
2009-09-21,2009-09-19,296.26875,4.643951388888889,1,5.155833333333333,1,1.6358333333333333,7.9783333333333335,1.5040100002551686
