date,ShortWaveRad_Wperm2_mean,ShortWaveRad_Wperm2_median,ShortWaveRad_Wperm2_min,ShortWaveRad_Wperm2_max,ShortWaveRad_Wperm2_sd,ShortWaveRad_Wperm2_sum
2009-05-29,140.46758350041668,97.04750250000001,12.84799957,455.4930115,151.4711115415421,3371.22200401
2009-06-04,306.675669435,203.8570023,17.08799934,806.8239746,319.92755759473494,7360.21606644
2009-06-11,257.6775008054167,156.9694977,24.54400063,714.1560059,274.46076224295075,6184.2600193299995
2009-06-17,325.85308137875,214.00600429999997,26.41600037,874.4890137,342.0333216893171,7820.47395309
2009-06-25,234.92258384875,138.6910019,14.83199978,684.6030273,257.25182279648124,5638.14201237
2009-07-02,187.80075295958335,138.72999955,16.63999939,487.3210144,193.37867354174938,4507.21807103
2009-07-09,174.2921244275,145.35150145,22.89599991,460.506012,174.8646415407523,4183.01098626
2009-07-16,204.80050126916666,115.05599977,16.03199959,686.1170044,231.03793596331275,4915.21203046
2009-07-23,276.7259193233333,170.5329971,19.45599937,798.5430298,298.90044210739387,6641.42206376
2009-07-30,220.34974984000002,146.52850339999998,5.56799984,658.7479858,243.9652854283337,5288.39399616
2009-08-06,284.69317141875,151.87000275000003,28.23399925,824.8270264,316.9423633185629,6832.636114049999
2009-08-13,188.39946381379167,109.76000214999999,7.868000031,523.6160278,205.73458232983734,4521.587131531
2009-08-20,211.5882511125,91.0419998,54.5,633.6989746,249.33456133773717,5078.1180267
2009-08-27,278.65899975916665,100.28700256,82.96600342,812.2930298,322.8952960105645,6687.81599422
2009-09-01,253.21958589458333,79.81200218500001,60.76800156,754.3140259,294.21922201823105,6077.27006147
2009-09-08,233.88279374291668,53.754001615,27.37599945,702.927002,275.6959658293427,5613.18704983
2009-09-15,214.46854416374998,31.559999465,63.11999893,684.2949829,266.47616463609666,5147.24505993
2009-09-21,219.27212826291665,24.162000655,48.32400131,696.2630005,271.8923670926016,5262.53107831
2009-09-28,175.52304292208333,10.227999685,20.45599937,624.8400269,232.52209161241865,4212.5530301300005
2009-10-05,147.0949579875,5.00699997,10.01399994,554.8280029,195.4007068821069,3530.2789917
2010-05-25,312.7664586623333,191.625,6.798999786,865.75,335.64015162429587,7506.395007896
2010-06-04,246.50854265458332,153.2884979,15.47000027,730.1660156,267.79704502106176,5916.20502371
2010-06-10,134.21316715041667,88.133499135,15.22399998,400.4899902,141.04494134159907,3221.11601161
2010-06-15,326.74362222125,213.9564972,26.80999947,881.4169922,343.74750202379676,7841.84693331
2010-06-24,219.01679397041667,130.571003,19.79599953,640.3170166,234.30213047474112,5256.40305529
2010-07-01,234.19862485166666,205.59700014999999,23.59399986,594.0709839,229.68292676430562,5620.76699644
2010-07-08,243.67370875666668,160.73750305,20.86800003,633.1339722,254.75118067222485,5848.16901016
2010-07-15,301.9535420745833,186.7314987,17.375,826.3759766,326.4776204819474,7246.88500979
2010-07-22,302.46083701375,171.46800235,13.17199993,848.5460205,332.8000149309484,7259.06008833
2010-07-29,257.088165306125,137.96450045,5.754000187,721.3950195,279.92167549919844,6170.115967347
2010-08-05,191.63375496791667,98.05350113,16.64900017,549.059021,214.6200416705233,4599.21011923
2010-08-12,253.99141673333332,136.52550125,13.3380003,698.6359863,281.03108042802165,6095.7940016
2010-08-19,256.83587423333336,117.68700025000001,108.0749969,773.2399902,291.4258325644255,6164.0609816
2010-08-26,145.88604275916666,58.22649956,50.93799973,446.6849976,170.8768650495074,3501.26502622
2010-09-02,246.96862761083335,73.11700058,55.54399872,726.9160156,287.9619072412454,5927.24706266
2010-09-09,81.64433422854167,26.175000192499997,7.440999985,249.8320007,94.57539426504836,1959.464021485
2010-09-16,143.21470769875,24.86700058,49.73400116,521.177002,186.36308886276166,3437.15298477
2010-09-23,205.12462632458335,21.302999495,42.60599899,662.8690186,254.73206716760626,4922.99103179
2010-09-30,93.32091784833334,6.817500115,13.63500023,309.946991,117.4745383392516,2239.70202836
2010-10-07,115.31837782704167,1.1894999745,2.378999949,523.9040527,161.61268245188757,2767.641067849
2011-05-26,276.04558626283335,190.3635025,8.402999878,798.3699951,288.9878852868552,6625.0940703080005
2011-06-02,165.96729127908333,114.068500525,8.781999588,435.0180054,172.50154966100513,3983.214990698
2011-06-10,273.36908347791666,167.81950375000002,21.12899971,760.8610229,294.20864073954743,6560.85800347
2011-06-16,318.40579637208333,209.18450165000002,22.74900055,863.3430176,336.0192227176643,7641.73911293
2011-06-23,177.13079261708333,129.54649736,15.61100006,575.2680054,182.65914474273941,4251.13902281
2011-06-30,230.00104379416666,175.098999,26.52000046,578.0209961,232.1265109662453,5520.02505106
2011-07-07,315.839918295,209.1470032,27.96699905,864.8660278,335.1408870673939,7580.15803908
2011-07-14,269.3651248595833,171.72949979999999,20.18799973,787.2449951,292.8390880034812,6464.76299663
2011-07-21,305.41916581916666,186.2064972,12.20300007,824.5980225,327.8535786424422,7330.05997966
2011-07-28,303.5150013773333,172.97599789999998,6.545000076,820.78302,329.68716344991634,7284.360033056
2011-08-04,244.87687327016667,135.7750015,0.421000004,750.6859741,278.78221251728087,5877.044958484
2011-08-11,295.43720937,146.8235016,15.88599968,823.6350098,329.5934382947063,7090.49302488
2011-08-18,283.15658506249997,126.12200164999999,117.6829987,801.8309937,321.0955958834691,6795.7580415
2011-08-25,187.90829483000002,78.59700201,45.00400162,554.2189941,221.79722712940952,4509.79907592
2011-09-01,236.35979446208333,66.472005845,59.49100113,701.5759888,278.7592747695127,5672.63506709
2011-09-08,149.591583335,22.76649952,22.48699951,483.3359985,180.8036683534149,3590.19800004
2011-09-15,120.82316764291667,19.336000445,38.67200089,450.7789917,160.6982189901481,2899.75602343
2011-09-22,102.26179337875,14.282500265,28.56500053,386.1849976,128.32010185223902,2454.28304109
2011-09-29,89.49112371208334,6.6255002,13.2510004,334.269989,112.0328913656113,2147.78696909
2011-10-06,193.35029058166666,5.97450018,11.94900036,642.4489746,253.0207341883128,4640.40697396
2012-05-24,178.53245837404168,126.255004865,8.663000107,514.007019,186.63638975550384,4284.779000977
2012-05-31,274.98841945708335,128.54850390000001,12.50300026,889.2969971,319.12544732962147,6599.72206697
2012-06-07,207.17749762708334,117.8220024,21.77499962,595.9899902,229.08303793572398,4972.2599430499995
2012-06-14,297.0561652154167,183.34249875,24.67200089,868.2310181,322.1034874749138,7129.34796517
2012-06-21,313.7195433708333,203.7200012,21.46999931,848.7709961,331.2342292511317,7529.269040900001
2012-06-28,294.45395795666667,186.8850021,24.42000008,819.8430176,313.4753403153501,7066.89499096
2012-07-05,301.38833188666666,190.13150025,29.06200027,860.335022,323.8958136420184,7233.31996528
2012-07-12,323.4118349554167,203.98500059999998,20.3560009,867.8579712,343.83186978029397,7761.884038929999
2012-07-19,305.71078967625,176.6720047,24.82600021,862.6569824,333.25974063439634,7337.05895223
2012-07-26,90.974999048,74.913497925,4.191999912,245.3529968,91.28660305485727,2183.399977152
2012-08-02,295.64978972575,163.65850065,1.531000018,834.1270142,328.5764507079307,7095.594953418
2012-08-09,256.07970873375,120.645000435,17.63899994,780.9199829,296.0114149537504,6145.91300961
2012-08-16,272.54191417575,116.31850055000001,0.994000018,816.5289917,310.32482830164963,6541.005940218
2012-08-23,275.75449910875,106.934001905,93.73100281,795.6820068,317.1238447746358,6618.10797861
2012-08-30,265.3644580775,83.49250028,62.73799896,777.1229858,310.3578854305657,6368.74699386
2012-09-06,229.99745797666665,56.90199851999999,31.02000046,677.5770264,271.3897829399616,5519.93899144
2012-09-13,227.75375143333335,32.28699875,64.5739975,702.3439941,276.63905818150215,5466.0900344
2012-09-20,211.40299909125,24.364500045,48.72900009,689.7719727,264.92934032688567,5073.67197819
2012-09-27,153.84087466791667,13.236499785,26.47299957,497.4880066,193.29354683467653,3692.1809920299997
2012-10-05,183.59920891029168,4.9530000685,9.906000137,619.2490234,241.7212529080237,4406.381013847
2013-05-23,234.13720723875,151.70299914999998,7.68900013,669.2630005,252.497806584819,5619.29297373
2013-05-30,294.8048763304167,189.58100130000003,12.20899963,833.3590088,314.504798337333,7075.31703193
2013-06-06,276.1825439170833,171.18650055,18.2859993,797.8270264,299.7377882116109,6628.38105401
2013-06-13,184.50620997291668,103.873001105,12.85299969,663.4680176,206.57379044656798,4428.14903935
2013-06-20,302.305289505,198.48000335,28.74799919,810.7039795,317.38268077908697,7255.3269481199995
