date,ShortWaveRad_Wperm2_mean,ShortWaveRad_Wperm2_median,ShortWaveRad_Wperm2_min,ShortWaveRad_Wperm2_max,ShortWaveRad_Wperm2_sd,ShortWaveRad_Wperm2_sum
2013-06-27,283.35245641166665,164.79750065000002,33.96500015,798.4349976,308.9017158607632,6800.45895388
2013-07-03,249.86575166208334,128.604999535,25.14999962,778.9660034,285.1524294641837,5996.77803989
2013-07-11,268.38292113833336,186.16150665,22.73200035,718.7620239,277.3255453314943,6441.19010732
2013-07-18,302.71095669875,173.5415039,15.22099972,835.4099731,330.72715221270323,7265.06296077
2013-07-25,283.06816748458334,148.3615036,13.94299984,810.197998,311.92396831173386,6793.63601963
2013-08-01,235.65708580975,81.660999285,1.822999954,762.2930298,284.7189251425486,5655.770059434
2013-08-08,240.58325100041668,114.390003225,13.68099976,711.8880005,269.69208138957026,5773.99802401
2013-08-15,286.8721669735833,127.66500095,6.139999866,830.2390137,328.2987665864337,6884.932007366
2013-08-22,273.35741393583334,108.75500108,94.93299866,793.4539795,315.08800504908527,6560.57793446
2013-08-29,180.54725075583332,54.03549957,45.97200012,533.9169922,211.51547520437134,4333.13401814
2013-09-05,222.62003819708332,40.032499314999995,38.6590004,743.5469971,281.46343669160285,5342.88091673
2013-09-11,221.63525291979167,37.6394991875,8.498000145,690.4520264,270.16000487602315,5319.246070075
2013-09-18,221.13141504583334,27.31349945,54.6269989,693.8809814,271.90325523178973,5307.1539611
2013-09-25,175.585373715,18.14299965,36.2859993,587.0059814,221.5034220052697,4214.04896916
2013-10-02,191.86449766041667,10.312999725,20.62599945,634.9279785,248.68517772378033,4604.74794385
2014-05-29,324.9145821725,200.83799745,16.02599907,900.1539917,348.0658772541094,7797.94997214
2014-06-05,163.31166720041668,140.93000030000002,11.85099983,468.3049927,169.36188575001776,3919.48001281
2014-06-12,141.11458353458335,79.80199813499999,12.01599979,410.1260071,151.12017150040685,3386.75000483
2014-06-19,324.11599826208334,207.38899995,24.86100006,874.4229736,342.20481665977707,7778.78395829
2014-06-26,166.27316713125,121.51300430500001,11.52799988,473.3609924,171.88607487754194,3990.55601115
2014-07-02,230.22416463833332,135.38399505,20.72299957,697.8189697,255.61788600832114,5525.37995132
2014-07-09,323.17675074625,200.91300205,20.78700066,873.427002,345.6079120089708,7756.24201791
2014-07-17,307.372418325,196.6070023,16.41200066,833.3410034,326.2209938852517,7376.9380398
2014-07-23,274.40525031333334,148.3409996,8.87899971,840.0549927,311.07941980750144,6585.72600752
2014-07-30,231.23162264279168,127.92250064999999,6.122000217,665.5689697,251.69649682061916,5549.5589434270005
2014-08-06,196.56991628875,90.77050018,14.32800007,641.7810059,229.27826345030545,4717.67799093
2014-08-12,268.22358615666667,139.6464996,13.37800026,733.526001,296.2817866815989,6437.36606776
2014-08-20,276.9105033833333,119.1419983,109.6159973,781.5640259,314.119505391219,6645.852081200001
2014-08-27,255.22087987208334,89.371002215,70.20700073,735.7410278,296.98250206816965,6125.30111693
2014-09-04,246.67600456708334,64.75650215499999,46.37900162,734.8690186,290.03686988046877,5920.22410961
2014-09-10,224.80716591125,43.370500085,14.28299999,710.5759888,270.5423917945568,5395.37198187
2014-09-17,214.80300028666667,28.74799919,57.49599838,699.8889771,266.1360771944193,5155.27200688
2014-09-25,196.88874610291666,20.476999285,40.95399857,626.2379761,243.83038886047146,4725.3299064699995
2014-10-03,192.27445753333333,9.09200001,18.18400002,635.992981,249.85236758596147,4614.5869808
2014-10-10,156.50904284749998,0.790499985,1.58099997,515.9650269,206.3013506336036,3756.21702834
2015-05-21,286.8217488537917,184.66400149999998,4.671999931,831.0159912,317.3330758539936,6883.721972491
2015-05-28,267.3828810055,171.651001,9.104000092,766.6519775,286.50042253700906,6417.189144132
2015-06-05,144.53341484666666,106.42999651,17.52000046,370.8609924,146.78947877564588,3468.80195632
2015-06-11,306.07424878875,203.5629959,23.40800095,794.5700073,319.26468625823327,7345.78197093
2015-06-19,311.93658462416664,166.64799499999998,25.52000046,854.1749878,336.7305073580809,7486.47803098
2015-06-25,280.68829202625,175.3085022,26.89599991,860.75,308.28500397723377,6736.51900863
2015-07-02,297.5212452408333,205.84799955,26.1760006,781.2630005,305.8705558635471,7140.50988578
2015-07-09,209.27958408833334,97.83700178500001,11.84000015,573.9219971,231.79996926538072,5022.71001812
2015-07-16,317.70428975541665,192.7330017,23.90399933,881.440979,342.29269756301636,7624.90295413
2015-07-23,274.17512531625,183.0525055,11.64799976,697.0620117,284.9026172808743,6580.20300759
2015-07-30,235.11504290470833,135.04700087,4.127999783,738.9140015,268.89388851393534,5642.761029713
2015-08-06,271.87775173875,137.1819992,27.97599983,823.2050171,310.3542158390499,6525.0660417300005
2015-08-13,276.6038377225,136.59399795,10.83600044,800.6630249,314.16159034731686,6638.49210534
2015-08-20,257.01958434833335,108.50950243,91.10700226,780.3969727,296.6240453312594,6168.47002436
2015-08-25,137.83533350333335,69.39099884,49.30599976,446.1549988,156.04384153231786,3308.04800408
2015-09-03,221.11941402083335,70.62400055,51.39199829,691.223999,256.05270399429514,5306.8659365
2015-09-10,94.5111260195,24.600999594,7.311999798,274.1480103,109.92136108932505,2268.267024468
2015-09-17,221.58958467208333,28.201000215,56.40200043,691.9349976,271.53945207902024,5318.15003213
2015-09-24,170.00225035625002,19.180000305,38.36000061,558.9039917,212.48765224288863,4080.05400855
2015-10-02,178.39329155791668,12.53600025,25.0720005,574.9580078,230.1706120085321,4281.43899739
2016-05-26,310.3304975075,193.42199705000002,13.29599953,860.5269775,332.11440654854175,7447.93194018
2016-06-03,260.3567537070833,170.5335007,13.80799961,774.6110229,279.6456664569125,6248.56208897
2016-06-09,180.57450171,100.85650253,15.07199955,508.8450012,196.9081396143363,4333.78804104
2016-06-16,301.31570704666666,181.45300294999998,22.36800003,863.375,329.1116144595329,7231.57696912
2016-06-23,320.4798742025,203.63600155,24.51199913,874.8389893,340.68395640162834,7691.51698086
2016-06-30,320.36241530875,206.45400239999998,30.11199951,865.1409912,338.0787616695221,7688.69796741
2016-07-07,286.6015814929167,176.34299465,24.19199944,824.1350098,312.23464136413196,6878.43795583
2016-07-14,287.3509557241667,167.14350124999999,18.75200081,813.6140137,312.29105231285064,6896.42293738
2016-07-21,308.54695816791667,189.25499725,14.96000004,859.434021,330.92532926575166,7405.12699603
2016-07-27,305.4553300146667,174.22599789999998,7.407999992,841.3989868,332.59286090548574,7330.927920352
2016-08-04,308.8543344120417,168.66449735,0.416000009,846.1199951,338.9566273891414,7412.504025889
2016-08-10,137.89829340979168,96.18000032500001,8.815999985,377.45401,150.41082012340178,3309.559041835
2016-08-15,286.55175123579164,132.54500195,3.588000059,809.447998,322.8290720189881,6877.242029659
2016-08-22,272.20566495708334,105.80249788500001,99.79299927,797.3629761,311.81285668378587,6532.93595897
2016-08-31,210.27524758083334,72.41999817,46.54399872,618.0629883,243.86564098405407,5046.60594194
2016-09-07,195.31849979875,50.013998985,24.49600029,569.8980103,228.4778322312909,4687.64399517
2016-09-14,188.97783184208333,30.840999605,61.68199921,665.3070068,237.76641770152946,4535.46796421
2016-09-21,211.33783277333333,22.33200073,44.66400146,666.4520264,260.2932534290581,5072.1079865599995
2016-09-28,148.99408466541666,11.833000185,23.66600037,481.6950073,185.559843621927,3575.85803197
2016-10-05,188.89341819541667,5.622000215,11.24400043,633.5549927,248.14051707814468,4533.442036689999
