date,ma_3,ma_5,ma_7,ma_10,ma_14
2012-05-31,17.33388888888889,17.475416666666668,16.892142857142858,NA,NA
2012-06-07,16.372083333333332,16.290916666666668,16.750416666666666,16.925458333333335,16.821279761904762
2012-06-14,18.164305555555554,18.234416666666668,17.945059523809523,17.473166666666668,17.347738095238096
2012-06-21,20.04722222222222,19.598333333333333,19.677083333333332,19.22325,18.811071428571427
2012-06-28,21.107777777777777,21.88425,22.226785714285715,21.572916666666668,20.951934523809523
2012-07-05,22.67347222222222,22.465666666666667,22.173988095238094,21.854125,22.200386904761906
2012-07-12,23.575,23.46075,23.444761904761904,23.213375,22.809375
2012-07-19,24.928055555555556,24.971333333333334,24.943333333333335,24.532833333333333,24.19404761904762
2012-07-26,23.589305555555555,23.9675,24.15345238095238,24.385833333333334,24.548392857142858
2012-08-02,23.516666666666666,23.31525,23.208035714285714,23.322416666666665,23.680744047619047
2012-08-09,24.44847222222222,24.271583333333332,24.337619047619047,24.091333333333335,23.772827380952382
2012-08-16,24.545277777777777,24.454333333333334,24.468333333333334,24.462375,24.402976190476192
2012-08-23,23.867916666666666,23.938083333333335,24.092083333333335,24.228041666666666,24.280208333333334
2012-08-30,23.133055555555554,23.4545,23.64107142857143,23.709125,23.866577380952382
2012-09-06,21.76125,21.940833333333334,22.073392857142856,22.391291666666667,22.857232142857143
2012-09-13,20.442916666666665,20.718166666666665,21.149345238095236,21.332916666666666,21.611369047619046
2012-09-20,19.030277777777776,19.318916666666667,19.666607142857142,19.8995,20.40797619047619
2012-09-27,17.750138888888888,17.932416666666665,18.088988095238093,18.459375,18.986160714285713
2012-10-05,NA,NA,NA,NA,NA
2013-05-23,NA,NA,NA,NA,NA
2013-05-30,12.868194444444445,12.561666666666666,12.642440476190476,NA,NA
2013-06-06,16.78236111111111,16.896083333333333,16.515238095238097,15.421125,14.578839285714286
2013-06-13,15.537222222222223,15.769916666666667,15.819940476190476,16.108666666666668,16.167589285714286
2013-06-20,17.172777777777778,17.029833333333332,16.646309523809524,16.313583333333334,16.233125
2013-06-27,21.839583333333334,21.39225,20.754345238095237,19.679875,18.70032738095238
2013-07-03,21.659166666666668,20.925,20.886011904761904,21.086541666666665,20.524166666666666
2013-07-11,23.87638888888889,24.387083333333333,24.39172619047619,23.672083333333333,22.70842261904762
2013-07-18,25.773611111111112,25.024666666666665,24.677738095238094,24.437333333333335,24.53473214285714
2013-07-25,24.187638888888888,24.83575,25.307440476190475,25.447291666666665,24.992589285714285
2013-08-01,23.289166666666667,23.356,23.335,23.590791666666668,24.32122023809524
2013-08-08,22.145,22.28708333333333,22.561130952380953,22.779541666666667,22.948065476190475
2013-08-15,21.601944444444445,21.702916666666667,21.771071428571428,21.88325,22.16610119047619
2013-08-22,22.333055555555553,22.04075,21.76827380952381,21.718374999999998,21.76967261904762
2013-08-29,22.86125,22.66658333333333,22.56833333333333,22.49775,22.16830357142857
2013-09-05,22.109305555555554,22.378416666666666,22.409285714285716,22.544875,22.488809523809525
2013-09-11,19.95652777777778,20.16775,20.53220238095238,21.114958333333334,21.53717261904762
2013-09-18,NA,NA,NA,NA,NA
2013-09-25,NA,NA,NA,NA,NA
2013-10-02,NA,NA,NA,NA,NA
2014-05-29,NA,NA,NA,NA,NA
2014-06-05,NA,NA,NA,NA,NA
2014-06-12,18.873333333333335,18.685416666666665,17.93577380952381,NA,NA
2014-06-19,19.0825,18.272166666666667,17.74440476190476,18.083083333333335,17.840089285714285
2014-06-26,19.640555555555554,19.556166666666666,19.3725,19.2855,18.55845238095238
2014-07-02,22.64666666666667,22.066416666666665,21.46690476190476,20.936666666666667,20.373809523809523
2014-07-09,22.375138888888888,22.05225,22.321785714285713,22.41925,21.894345238095237
2014-07-17,23.24875,23.14075,23.011309523809523,22.839958333333332,22.60922619047619
2014-07-23,23.96152777777778,23.69558333333333,23.496309523809526,23.431416666666667,23.196279761904762
2014-07-30,23.06736111111111,23.331166666666668,23.464940476190478,23.613916666666668,23.480625
2014-08-06,23.230416666666667,23.141583333333333,23.02958333333333,23.040916666666668,23.247261904761906
2014-08-12,23.33527777777778,23.035,23.096488095238094,23.07004166666667,23.006458333333335
2014-08-20,20.799305555555556,20.841833333333334,20.966964285714287,21.619625,21.953839285714285
2014-08-27,21.972916666666666,21.346916666666665,21.13095238095238,21.031458333333333,21.048958333333335
2014-09-04,22.442777777777778,22.11775,21.959464285714287,22.043708333333335,21.622767857142858
2014-09-10,21.615416666666665,21.958333333333332,22.18595238095238,22.194708333333335,22.043244047619048
2014-09-17,NA,NA,NA,NA,NA
2014-09-25,NA,NA,NA,NA,NA
2014-10-03,NA,NA,NA,NA,NA
2014-10-10,NA,NA,NA,NA,NA
2015-05-21,NA,NA,NA,NA,NA
2015-05-28,NA,NA,NA,NA,NA
2015-06-05,NA,NA,NA,NA,NA
2015-06-11,16.95986111111111,16.47725,NA,NA,NA
2015-06-19,18.925555555555555,18.757083333333334,18.73547619047619,18.339416666666665,17.606636904761906
2015-06-25,20.56152777777778,20.178166666666666,19.93267857142857,19.502041666666667,19.213720238095238
2015-07-02,19.943055555555556,19.883333333333333,20.226607142857144,20.327083333333334,20.079642857142858
2015-07-09,21.608333333333334,21.301750000000002,20.993690476190476,20.6785,20.61014880952381
2015-07-16,22.469305555555554,22.667666666666666,22.353928571428572,22.13025,21.673809523809524
2015-07-23,23.626527777777778,23.470166666666668,23.078095238095237,22.895458333333334,22.716011904761906
2015-07-30,24.166249999999998,23.671583333333334,23.509285714285713,23.544458333333335,23.293690476190477
2015-08-06,23.839444444444446,23.97625,24.09404761904762,24.115708333333334,23.801666666666666
2015-08-13,23.119583333333335,23.336000000000002,23.313214285714285,23.471083333333333,23.70363095238095
2015-08-20,25.080694444444443,24.636416666666666,24.274166666666666,23.927791666666668,23.793690476190477
2015-08-25,23.949166666666667,23.85,24.213333333333335,24.243208333333335,23.948482142857145
2015-09-03,23.607916666666668,23.42175,23.27577380952381,23.3355,23.48419642857143
2015-09-10,24.32138888888889,24.154333333333334,24.103333333333335,23.954708333333333,23.689553571428572
2015-09-17,21.570555555555554,21.812083333333334,22.2475,22.869666666666667,23.175416666666667
2015-09-24,20.436805555555555,20.890916666666666,21.29357142857143,21.343375,21.848422619047618
2015-10-02,NA,NA,NA,NA,NA
2016-05-26,NA,NA,NA,NA,NA
2016-06-03,17.11111111111111,NA,NA,NA,NA
2016-06-09,18.56972222222222,18.5735,18.10982142857143,NA,NA
2016-06-16,16.31388888888889,16.342583333333334,16.549464285714286,17.155541666666668,17.329642857142858
2016-06-23,19.526805555555555,19.431583333333332,19.142083333333332,18.293625,17.84577380952381
2016-06-30,20.941944444444445,21.0975,20.92059523809524,20.502458333333333,20.031339285714285
2016-07-07,22.714444444444446,22.145166666666665,22.022559523809523,21.698375,21.471577380952382
2016-07-14,22.24597222222222,21.43475,21.667142857142856,21.981333333333332,21.84485119047619
2016-07-21,22.97,23.246583333333334,23.097261904761904,22.841875,22.382202380952382
2016-07-27,23.988055555555555,23.821,23.624583333333334,23.5245,23.32797619047619
2016-08-04,23.968611111111112,24.03075,24.236250000000002,24.238208333333333,24.056488095238095
2016-08-10,23.943472222222223,24.048833333333334,24.144583333333333,24.067666666666668,24.230744047619048
2016-08-15,24.481805555555557,24.51325,24.367976190476192,24.281041666666667,24.241488095238097
2016-08-22,23.72,23.625666666666667,23.653690476190476,23.902125,24.010833333333334
2016-08-31,23.08736111111111,23.24625,23.21315476190476,23.135833333333334,23.301547619047618
2016-09-07,22.29361111111111,22.332083333333333,22.43488095238095,22.630625,22.824017857142856
2016-09-14,21.82847222222222,22.061166666666665,22.21035714285714,22.235333333333333,22.322619047619046
2016-09-21,21.196527777777778,21.16375,21.18636904761905,21.379,21.698363095238093
2016-09-28,19.25263888888889,19.679416666666665,20.19511904761905,20.482458333333334,20.699672619047618
2016-10-05,NA,NA,NA,NA,NA
