date,ma_3,ma_5,ma_7,ma_10,ma_14
2009-05-29,13.978333333333333,14.382333333333333,14.451011904761906,NA,NA
2009-06-04,14.881388888888889,14.551666666666666,14.28077380952381,14.380625,14.435952380952381
2009-06-11,16.50875,16.710583333333332,16.71184523809524,16.162708333333335,15.496309523809524
2009-06-17,17.404166666666665,17.26875,16.881845238095238,16.862916666666667,16.753125
2009-06-25,18.55763888888889,18.360916666666668,17.931428571428572,17.751208333333334,17.486636904761905
2009-07-02,19.56361111111111,20.04158333333333,19.958333333333332,19.538125,18.944880952380952
2009-07-09,19.51361111111111,19.416,19.325535714285714,19.396958333333334,19.641934523809525
2009-07-16,20.076666666666668,20.021666666666665,19.966607142857143,19.830708333333334,19.646071428571428
2009-07-23,21.174722222222222,21.14858333333333,21.112261904761905,20.801583333333333,20.539434523809522
2009-07-30,22.309583333333332,21.929333333333332,21.57988095238095,21.458333333333332,21.346071428571427
2009-08-06,22.894305555555555,22.622,22.48672619047619,22.433583333333335,22.033303571428572
2009-08-13,22.890138888888888,22.5555,22.49910714285714,22.617666666666665,22.492916666666666
2009-08-20,25.19263888888889,24.91375,24.418511904761907,23.96,23.458809523809524
2009-08-27,23.871111111111112,23.96225,24.087738095238095,24.419208333333334,24.253125
2009-09-01,21.044166666666666,21.539749999999998,22.136904761904763,22.751,23.314642857142857
2009-09-08,20.94763888888889,21.137249999999998,21.08422619047619,21.072208333333332,21.610565476190477
2009-09-15,19.517777777777777,19.644083333333334,19.95970238095238,20.256083333333333,20.521964285714287
2009-09-21,17.960694444444442,18.425166666666666,18.71702380952381,19.00325,19.477083333333333
2009-09-28,NA,NA,NA,NA,NA
2009-10-05,NA,NA,NA,NA,NA
2010-05-25,NA,NA,NA,NA,NA
2010-06-04,20.027361111111112,19.942666666666668,19.977857142857143,NA,NA
2010-06-10,17.634444444444444,18.186416666666666,18.856488095238095,19.214583333333334,19.409077380952382
2010-06-15,17.185694444444444,17.1925,17.297916666666666,17.68945833333333,18.437083333333334
2010-06-24,21.140416666666667,20.603666666666665,20.039464285714285,19.314333333333334,18.69327380952381
2010-07-01,21.49861111111111,21.6555,21.68797619047619,21.52370833333333,20.863720238095237
2010-07-08,24.10361111111111,23.080916666666667,22.393333333333334,22.124916666666667,22.04065476190476
2010-07-15,24.55013888888889,24.405416666666667,24.199940476190477,24.171041666666667,23.296636904761904
2010-07-22,24.874583333333334,24.93166666666667,24.998452380952383,24.863958333333333,24.599196428571428
2010-07-29,23.78847222222222,23.951833333333333,24.015595238095237,24.273291666666665,24.507023809523808
2010-08-05,23.686944444444446,23.557666666666666,23.530654761904763,23.608,23.773125
2010-08-12,24.136666666666667,23.835083333333333,23.70357142857143,23.698583333333335,23.617113095238096
2010-08-19,23.300833333333333,23.242416666666667,23.450416666666666,23.656291666666668,23.57699404761905
2010-08-26,21.138194444444444,21.5185,21.985297619047618,22.379958333333335,22.71785714285714
2010-09-02,22.545416666666668,22.014,21.649464285714284,21.496083333333335,21.81738095238095
2010-09-09,21.191388888888888,21.335,21.899226190476192,22.093083333333333,21.774345238095236
2010-09-16,18.6275,18.889833333333332,19.151011904761905,19.763125,20.525119047619047
2010-09-23,NA,NA,NA,NA,NA
2010-09-30,NA,NA,NA,NA,NA
2010-10-07,NA,NA,NA,NA,NA
2011-05-26,NA,NA,NA,NA,NA
2011-06-02,NA,NA,NA,NA,NA
2011-06-10,19.689027777777778,18.82475,17.89952380952381,NA,NA
2011-06-16,17.204027777777778,17.019833333333334,17.730416666666667,18.15625,17.468035714285715
2011-06-23,19.767083333333336,19.411916666666666,19.269345238095237,18.64975,18.499880952380952
2011-06-30,20.376527777777778,19.659000000000002,19.000238095238096,19.230291666666666,19.13479166666667
2011-07-07,22.948055555555555,22.270333333333333,21.813928571428573,21.382708333333333,20.407083333333333
2011-07-14,23.783472222222223,23.487833333333334,23.221607142857142,23.139541666666666,22.517767857142857
2011-07-21,24.890138888888888,24.7005,24.480535714285715,24.271416666666667,23.85107142857143
2011-07-28,24.323055555555555,24.6935,24.999464285714286,24.966666666666665,24.74
2011-08-04,24.106527777777778,24.121,24.066726190476192,24.143625,24.53309523809524
2011-08-11,23.455833333333334,23.646833333333333,23.77720238095238,23.876,23.921964285714285
2011-08-18,22.088472222222222,22.313000000000002,22.51482142857143,22.797125,23.146011904761906
2011-08-25,21.91916666666667,22.25691666666667,22.469107142857144,22.354916666666668,22.491964285714285
2011-09-01,21.30125,21.201666666666668,21.47357142857143,21.60725,21.971339285714286
2011-09-08,20.64236111111111,21.290166666666668,21.317440476190477,21.312583333333333,21.395505952380955
2011-09-15,20.636666666666667,20.476833333333335,20.395833333333336,20.469791666666666,20.856636904761906
2011-09-22,18.62,18.65416666666667,18.830357142857142,19.40225,19.631666666666668
2011-09-29,NA,NA,NA,NA,NA
2011-10-06,NA,NA,NA,NA,NA
2012-05-24,NA,NA,NA,NA,NA
