date,HCS.tempC_mean,HCS.tempC_median,HCS.tempC_min,HCS.tempC_max,HCS.tempC_sd,HCS.tempC_mean_lag,HCS.tempC_median_lag,HCS.tempC_min_lag,HCS.tempC_max_lag,HCS.tempC_sd_lag,wtr_mean_diff,wtr_median_diff,wtr_max_diff,wtr_min_diff,wtr_sd_diff,ma_3,ma_5,ma_7,ma_10,ma_14
2009-08-06,23.94625,24.03,23.52,24.38,0.2558500325003595,24.234583333333333,24.21,24.03,24.55,0.18277996195631882,-0.288333333333334,-0.17999999999999972,-0.1700000000000017,-0.5100000000000016,0.07307007054404066,23.908194444444444,23.641833333333334,23.480654761904763,23.603166666666667,23.14794642857143
2009-08-13,22.986666666666668,23.01,22.84,23.17,0.12267548802559958,23.94625,24.03,23.52,24.38,0.2558500325003595,-0.959583333333331,-1.0199999999999996,-1.2099999999999973,-0.6799999999999997,-0.1331745444747599,22.959861111111113,22.76591666666667,22.903392857142858,23.204833333333333,23.19202380952381
2009-08-20,25.725833333333334,25.759999999999998,25.419999999999998,26.279999999999998,0.2320778854771313,22.986666666666668,23.01,22.84,23.17,0.12267548802559958,2.739166666666666,2.7499999999999964,3.109999999999996,2.5799999999999983,0.10940239745153171,25.887638888888887,25.392833333333332,24.804166666666667,24.250875,23.85377976190476
2009-08-27,23.930416666666666,23.86,23.68,24.38,0.2057114730512803,25.725833333333334,25.759999999999998,25.419999999999998,26.279999999999998,0.2320778854771313,-1.795416666666668,-1.8999999999999986,-1.8999999999999986,-1.7399999999999984,-0.026366412425851,24.625972222222224,24.75883333333333,24.92607142857143,25.214541666666666,24.865119047619046
2009-09-01,21.380833333333335,21.255000000000003,21.01,21.84,0.30701815081121187,24.960416666666667,24.72,24.38,25.759999999999998,0.4335242751005402,-3.579583333333332,-3.4649999999999963,-3.919999999999998,-3.3699999999999974,-0.12650612428932834,21.610555555555557,22.019333333333336,22.716309523809525,23.389083333333335,24.036875
2009-09-08,20.797083333333333,20.51,20.19,21.67,0.5322755021085673,21.380833333333335,21.255000000000003,21.01,21.84,0.30701815081121187,-0.583750000000002,-0.745000000000001,-0.16999999999999815,-0.8200000000000003,0.22525735129735547,20.804444444444446,21.157416666666666,21.25714285714286,21.363166666666668,21.98672619047619
2009-09-15,19.666666666666668,19.71,19.54,19.87,0.10158169411715036,20.797083333333333,20.51,20.19,21.67,0.5322755021085673,-1.1304166666666653,-0.8000000000000007,-1.8000000000000007,-0.6500000000000021,-0.430693807991417,19.713472222222222,19.699833333333334,19.91279761904762,20.18029166666667,20.584970238095238
2009-09-21,17.70583333333333,17.610000000000003,17.279999999999998,18.25,0.39570428865248825,19.68625,19.71,19.38,19.87,0.1482891564243445,-1.9804166666666703,-2.099999999999998,-1.620000000000001,-2.1000000000000014,0.24741513222814374,17.915277777777778,18.349833333333333,18.711488095238096,19.005875,19.430892857142858
2009-09-28,NA,NA,NA,NA,NA,17.70583333333333,17.610000000000003,17.279999999999998,18.25,0.39570428865248825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-04,21.105416666666667,21.01,20.35,22.01,0.37562677089698077,17.767083333333332,17.77,15.229999999999999,19.71,1.452782874248642,3.3383333333333347,3.240000000000002,2.3000000000000007,5.120000000000003,-1.0771561033516612,20.775833333333335,20.033916666666666,19.79702380952381,NA,NA
2010-06-10,17.97,17.93,17.77,18.41,0.158251313614989,21.23,21.255000000000003,20.84,21.67,0.29281244924829064,-3.2600000000000016,-3.325000000000003,-3.2600000000000016,-3.0700000000000003,-0.13456113563330163,18.518194444444443,19.33275,19.854464285714286,19.969291666666667,19.587291666666665
2010-06-15,18.512083333333333,18.57,17.93,19.22,0.38565561531395887,19.193749999999998,19.22,18.9,19.71,0.2049350374270284,-0.6816666666666649,-0.6499999999999986,-0.490000000000002,-0.9699999999999989,0.18072057788693047,18.13513888888889,18.069083333333335,18.100892857142856,18.700916666666668,19.324910714285714
2010-06-24,22.096666666666668,22.17,21.67,22.51,0.28768440840716347,18.036666666666665,18.09,17.93,18.09,0.07704694597489235,4.060000000000002,4.080000000000002,4.420000000000002,3.740000000000002,0.2106374624322711,21.47041666666667,21.302833333333336,20.680238095238096,19.950708333333335,19.381458333333335
2010-07-01,21.784583333333334,21.84,21.34,22.17,0.23903754783582107,22.096666666666668,22.17,21.67,22.51,0.28768440840716347,-0.3120833333333337,-0.33000000000000185,-0.33999999999999986,-0.33000000000000185,-0.048646860571342404,22.377222222222223,22.342833333333335,22.456130952380953,22.160416666666666,21.568184523809524
2010-07-08,25.10625,24.634999999999998,24.03,26.459999999999997,0.9242050050201774,21.784583333333334,21.84,21.34,22.17,0.23903754783582107,3.3216666666666654,2.794999999999998,4.289999999999996,2.6900000000000013,0.6851674571843563,23.985694444444444,23.471083333333333,22.924583333333334,22.760375,22.690357142857145
2010-07-15,25.96666666666667,25.93,25.419999999999998,26.810000000000002,0.4814711754130502,25.10625,24.634999999999998,24.03,26.459999999999997,0.9242050050201774,0.8604166666666693,1.2950000000000017,0.350000000000005,1.389999999999997,-0.44273382960712726,25.974444444444444,25.869916666666665,25.916130952380954,25.337,24.420357142857142
2010-07-22,25.610833333333332,25.59,25.24,25.93,0.19697531663210732,25.96666666666667,25.93,25.419999999999998,26.810000000000002,0.4814711754130502,-0.35583333333333655,-0.33999999999999986,-0.8800000000000026,-0.17999999999999972,-0.28449585878094286,25.797361111111112,25.96108333333333,26.161547619047617,26.105416666666667,26.038839285714285
2010-07-29,24.28625,24.295,24.03,24.55,0.16110521811644604,25.610833333333332,25.59,25.24,25.93,0.19697531663210732,-1.324583333333333,-1.2949999999999982,-1.379999999999999,-1.2099999999999973,-0.03587009851566128,24.054305555555555,24.382833333333334,24.565059523809524,24.93475,25.36330357142857
2010-08-05,24.748333333333335,24.72,24.55,24.89,0.11933390008771594,24.28625,24.295,24.03,24.55,0.16110521811644604,0.46208333333333584,0.42499999999999716,0.33999999999999986,0.5199999999999996,-0.0417713180287301,24.468055555555555,24.114833333333333,23.982142857142858,24.003791666666668,24.27360119047619
2010-08-12,23.71375,23.68,23.52,24.03,0.1398698929595707,24.748333333333335,24.72,24.55,24.89,0.11933390008771594,-1.0345833333333339,-1.0399999999999991,-0.8599999999999994,-1.0300000000000011,0.020535992871854758,24.389166666666668,24.250416666666666,24.26904761904762,24.32875,24.125595238095237
2010-08-19,24.2825,24.295,23.68,24.89,0.4165828901285144,23.71375,23.68,23.52,24.03,0.1398698929595707,0.5687499999999979,0.615000000000002,0.8599999999999994,0.16000000000000014,0.2767129971689437,24.091666666666665,24.060333333333332,24.075892857142858,24.169875,24.172470238095237
2010-08-26,21.47041666666667,21.51,21.01,21.84,0.2868946051998074,24.2825,24.295,23.68,24.89,0.4165828901285144,-2.81208333333333,-2.785,-3.0500000000000007,-2.669999999999998,-0.129688284928707,21.577638888888888,21.927333333333333,22.511488095238096,22.985541666666666,23.293690476190477
2010-09-02,23.99625,23.86,23.34,24.72,0.4825098557227255,21.47041666666667,21.51,21.01,21.84,0.2868946051998074,2.525833333333331,2.349999999999998,2.879999999999999,2.3299999999999983,0.19561525052291806,23.086111111111112,22.595750000000002,22.249880952380952,22.048208333333335,22.380684523809524
2010-09-09,21.131666666666668,21.17,20.68,21.51,0.23070151366169497,23.99625,23.86,23.34,24.72,0.4825098557227255,-2.864583333333332,-2.6899999999999977,-3.2099999999999973,-2.66,-0.25180834206103053,21.587500000000002,21.738333333333333,22.377559523809524,22.590125,22.31372023809524
2010-09-16,18.559166666666666,18.490000000000002,18.09,19.22,0.3265220768442257,21.131666666666668,21.17,20.68,21.51,0.23070151366169497,-2.5725000000000016,-2.6799999999999997,-2.2900000000000027,-2.59,0.09582056318253071,18.846944444444443,19.13375,19.444285714285716,20.08725,20.910922619047618
2010-09-23,18.023333333333333,18.009999999999998,17.610000000000003,18.41,0.19405661806414304,18.559166666666666,18.490000000000002,18.09,19.22,0.3265220768442257,-0.5358333333333327,-0.480000000000004,-0.8099999999999987,-0.4799999999999969,-0.13246545878008265,NA,NA,NA,NA,NA
2010-09-30,NA,NA,NA,NA,NA,18.023333333333333,18.009999999999998,17.610000000000003,18.41,0.19405661806414304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-02,16.518333333333334,17.29,13.82,17.77,1.2751902387203005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-10,19.08375,18.74,17.130000000000003,22.34,1.588277197633253,16.518333333333334,17.29,13.82,17.77,1.2751902387203005,2.565416666666664,1.4499999999999993,4.57,3.3100000000000023,0.3130869589129526,20.732222222222223,19.4665,18.524166666666666,NA,NA
2011-06-16,19.178333333333335,19.47,17.93,20.2,0.7089714942860155,22.295,22.18,21.34,23.01,0.4541116507031588,-3.116666666666667,-2.710000000000001,-2.8100000000000023,-3.41,0.2548598435828567,18.238055555555555,18.108166666666666,18.309047619047618,18.916291666666666,18.233363095238094
2011-06-23,19.389166666666668,19.47,18.74,19.71,0.28088240873403264,19.178333333333335,19.47,17.93,20.2,0.7089714942860155,0.21083333333333343,0,-0.48999999999999844,0.8099999999999987,-0.42808908555198283,19.90013888888889,19.834416666666666,19.842440476190475,19.361125,19.075744047619047
2011-06-30,21.357083333333335,21.425,21.01,21.68,0.20204345565005202,19.389166666666668,19.47,18.74,19.71,0.28088240873403264,1.9679166666666674,1.9550000000000018,1.9699999999999989,2.270000000000003,-0.07883895308398062,21.115972222222222,20.4065,19.82095238095238,19.844708333333333,19.83169642857143
2011-07-07,23.8125,23.775,23.18,24.21,0.3137050678028929,21.357083333333335,21.425,21.01,21.68,0.20204345565005202,2.4554166666666646,2.349999999999998,2.530000000000001,2.169999999999998,0.1116616121528409,23.348194444444445,22.888333333333335,22.46392857142857,22.059541666666668,21.142440476190476
2011-07-14,23.394583333333333,23.35,22.34,24.38,0.5547892601595723,23.8125,23.775,23.18,24.21,0.3137050678028929,-0.4179166666666667,-0.42499999999999716,0.16999999999999815,-0.8399999999999999,0.24108419235667938,24.30763888888889,24.106,23.863988095238096,23.70925,23.163958333333333
2011-07-21,25.672916666666666,25.77,25.07,26.29,0.33220579225202695,23.394583333333333,23.35,22.34,24.38,0.5547892601595723,2.2783333333333324,2.419999999999998,1.9100000000000001,2.7300000000000004,-0.22258346790754535,25.141944444444444,24.998083333333334,24.653869047619047,24.55,24.258928571428573
2011-07-28,24.88625,24.9,24.03,25.59,0.5225673453582634,25.672916666666666,25.77,25.07,26.29,0.33220579225202695,-0.7866666666666653,-0.870000000000001,-0.6999999999999993,-1.0399999999999991,0.19036155310623648,24.69527777777778,24.996,25.34952380952381,25.28725,25.001696428571428
2011-08-04,24.33875,24.38,24.03,24.73,0.20210441769583756,24.88625,24.9,24.03,25.59,0.5225673453582634,-0.5474999999999994,-0.5199999999999996,-0.8599999999999994,0,-0.3204629276624259,24.548472222222223,24.575666666666667,24.461845238095236,24.531875,24.905684523809523
2011-08-11,23.92625,24.03,23.35,24.21,0.2526178158197978,24.33875,24.38,24.03,24.73,0.20210441769583756,-0.4125000000000014,-0.34999999999999787,-0.5199999999999996,-0.6799999999999997,0.050513398123960246,24.183194444444446,24.521916666666666,24.635119047619046,24.609125,24.548482142857143
2011-08-18,23.20375,23.35,22.34,23.86,0.46974380158809403,23.92625,24.03,23.35,24.21,0.2526178158197978,-0.7225000000000001,-0.6799999999999997,-0.3500000000000014,-1.0100000000000016,0.21712598576829623,22.639722222222222,22.86825,23.135833333333334,23.450041666666667,23.88547619047619
2011-08-25,22.482083333333332,22.425,22.18,22.84,0.189759095942075,23.20375,23.35,22.34,23.86,0.46974380158809403,-0.7216666666666676,-0.9250000000000007,-1.0199999999999996,-0.16000000000000014,-0.27998470564601907,22.711666666666666,23.048000000000002,23.291488095238094,23.095958333333332,23.213660714285716
2011-09-01,21.3575,21.34,21.18,21.68,0.15382796715246894,22.482083333333332,22.425,22.18,22.84,0.189759095942075,-1.1245833333333302,-1.0850000000000009,-1.1600000000000001,-1,-0.035931128789606054,21.463472222222222,21.3715,21.724583333333335,22.020708333333335,22.508035714285715
2011-09-08,21.072916666666668,21.01,20.68,21.34,0.16920476832284695,21.3575,21.34,21.18,21.68,0.15382796715246894,-0.28458333333333385,-0.3299999999999983,-0.33999999999999986,-0.5,0.015376801170378013,21.524583333333332,22.185,22.166666666666668,21.955708333333334,21.945625
2011-09-15,20.692083333333333,20.759999999999998,19.87,21.18,0.4375125257006108,21.072916666666668,21.01,20.68,21.34,0.16920476832284695,-0.38083333333333513,-0.25000000000000355,-0.16000000000000014,-0.8099999999999987,0.2683077573777638,21.450694444444444,21.280833333333334,21.238214285714285,21.324125,21.702440476190475
2011-09-22,18.938333333333333,19.07,18.09,19.55,0.41659767544767523,20.692083333333333,20.759999999999998,19.87,21.18,0.4375125257006108,-1.7537500000000001,-1.6899999999999977,-1.629999999999999,-1.7800000000000011,-0.020914850252935546,18.798194444444444,18.856666666666666,19.12035714285714,19.892291666666665,20.21151785714286
2011-09-29,NA,NA,NA,NA,NA,18.938333333333333,19.07,18.09,19.55,0.41659767544767523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-24,18.7475,18.73,18.57,19.06,0.1604409684208676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-31,20.5275,20.51,20.03,21.01,0.2587133716985883,18.7475,18.73,18.57,19.06,0.1604409684208676,1.7800000000000011,1.7800000000000011,1.9500000000000028,1.4600000000000009,0.09827240327772072,20.0125,19.865666666666666,19.628095238095238,NA,NA
2012-06-07,17.322916666666668,17.125,16.810000000000002,17.93,0.45006742651051396,20.5275,20.51,20.03,21.01,0.2587133716985883,-3.204583333333332,-3.3850000000000016,-3.080000000000002,-3.219999999999999,0.19135405481192563,16.555833333333332,16.69475,17.226309523809523,18.062166666666666,18.42720238095238
2012-06-14,19.99125,19.71,19.22,21.01,0.6507341172125131,17.322916666666668,17.125,16.810000000000002,17.93,0.45006742651051396,2.668333333333333,2.585000000000001,3.080000000000002,2.4099999999999966,0.2006666907019991,19.882083333333334,19.46975,19.117440476190477,18.348958333333332,18.171875
2012-06-21,23.321666666666665,23.34,22.34,24.72,0.6496130397777393,19.99125,19.71,19.22,21.01,0.6507341172125131,3.3304166666666646,3.629999999999999,3.7099999999999973,3.120000000000001,-0.0011210774347737429,22.38,21.69275,21.108630952380953,20.740666666666666,20.113035714285715
2012-06-28,20.35291666666667,20.270000000000003,20.03,20.84,0.282880819376313,23.321666666666665,23.34,22.34,24.72,0.6496130397777393,-2.9687499999999964,-3.0699999999999967,-3.879999999999999,-2.3099999999999987,-0.36673222040142633,20.973333333333333,21.687833333333334,22.286369047619047,22.314458333333334,21.6975
2012-07-05,23.3575,23.34,23.01,23.86,0.23039191561903447,20.35291666666667,20.270000000000003,20.03,20.84,0.282880819376313,3.0045833333333327,3.0699999999999967,3.0199999999999996,2.9800000000000004,-0.05248890375727852,22.881944444444446,22.740166666666667,22.389583333333334,21.964708333333334,22.33797619047619
2012-07-12,24.449583333333333,24.12,23.52,25.759999999999998,0.8032135411916451,23.3575,23.34,23.01,23.86,0.23039191561903447,1.0920833333333313,0.7800000000000011,1.8999999999999986,0.509999999999998,0.5728216255726106,23.676666666666666,23.60925,23.622261904761906,23.400166666666667,23.00592261904762
2012-07-19,25.04625,25.07,24.72,25.59,0.24375348381010897,24.449583333333333,24.12,23.52,25.759999999999998,0.8032135411916451,0.5966666666666676,0.9499999999999993,-0.16999999999999815,1.1999999999999993,-0.5594600573815361,25.51152777777778,25.556833333333334,25.563511904761903,24.997458333333334,24.592886904761905
2012-07-26,23.78625,23.86,23.34,24.21,0.2284125272586769,25.04625,25.07,24.72,25.59,0.24375348381010897,-1.2600000000000016,-1.2100000000000009,-1.379999999999999,-1.379999999999999,-0.015340956551432083,24.5875,24.891,24.86363095238095,25.058,25.213571428571427
2012-08-02,24.861666666666665,24.465,24.21,25.93,0.6776857465038582,23.78625,23.86,23.34,24.21,0.2284125272586769,1.0754166666666656,0.6050000000000004,1.7199999999999989,0.870000000000001,0.44927321924518127,24.36236111111111,23.994,23.827916666666667,24.055791666666668,24.34577380952381
2012-08-09,25.45875,25.419999999999998,25.07,25.93,0.26095664307546834,24.861666666666665,24.465,24.21,25.93,0.6776857465038582,0.5970833333333339,0.9549999999999983,0,0.8599999999999994,-0.4167291034283898,25.392916666666665,25.402083333333334,25.41940476190476,25.102291666666666,24.623660714285712
2012-08-16,25.1775,25.07,24.89,25.759999999999998,0.2095595795741729,25.45875,25.419999999999998,25.07,25.93,0.26095664307546834,-0.28125,-0.34999999999999787,-0.1700000000000017,-0.17999999999999972,-0.05139706350129544,25.309305555555554,25.205666666666666,25.09577380952381,25.184916666666666,25.257589285714285
2012-08-23,24.39875,24.38,23.86,24.89,0.32149531743158355,25.1775,25.07,24.89,25.759999999999998,0.2095595795741729,-0.7787499999999987,-0.6900000000000013,-0.8699999999999974,-1.0300000000000011,0.11193573785741065,24.451666666666668,24.477833333333333,24.608035714285712,24.818416666666668,24.851904761904763
2012-08-30,23.50625,23.52,23.17,23.86,0.19171565221532547,24.39875,24.38,23.86,24.89,0.32149531743158355,-0.8924999999999983,-0.8599999999999994,-1.0300000000000011,-0.6899999999999977,-0.12977966521625808,24.048055555555557,24.28633333333333,24.375714285714285,24.3985,24.491875
2012-09-06,22.505833333333335,22.34,22.17,23.34,0.3822236616645177,23.50625,23.52,23.17,23.86,0.19171565221532547,-1.0004166666666663,-1.1799999999999997,-0.5199999999999996,-1,0.19050800944919224,22.371666666666666,22.52466666666667,22.695178571428574,23.101041666666667,23.53544642857143
2012-09-13,21.375833333333333,21.090000000000003,20.68,22.34,0.5521807884999316,22.505833333333335,22.34,22.17,23.34,0.3822236616645177,-1.1300000000000026,-1.2499999999999964,-1,-1.490000000000002,0.16995712683541386,21.078472222222224,21.412083333333335,21.841130952380954,22.00029166666667,22.268154761904764
2012-09-20,19.2,19.22,18.9,19.38,0.14398067503178588,21.375833333333333,21.090000000000003,20.68,22.34,0.5521807884999316,-2.1758333333333333,-1.8700000000000045,-2.960000000000001,-1.7800000000000011,-0.40820011346814566,19.672916666666666,20.07125,20.569583333333334,20.72225,21.205357142857142
2012-09-27,18.276666666666667,18.25,18.09,18.41,0.11231425890608553,19.2,19.22,18.9,19.38,0.14398067503178588,-0.923333333333332,-0.9699999999999989,-0.9699999999999989,-0.8099999999999987,-0.031666416125700356,18.3725,18.674916666666668,18.743809523809524,19.121875,19.764196428571427
2012-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-23,14.976666666666667,14.99,14.67,15.31,0.18222457875228945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-30,14.354166666666666,14.285,13.43,15.31,0.7236196254378684,14.976666666666667,14.99,14.67,15.31,0.18222457875228945,-0.6225000000000005,-0.7050000000000001,0,-1.2400000000000002,0.5413950466855789,13.392222222222221,12.692916666666667,13.150714285714285,NA,NA
2013-06-06,17.496666666666666,17.53,17.05,17.85,0.27095108922760086,14.354166666666666,14.285,13.43,15.31,0.7236196254378684,3.1425,3.245000000000001,2.540000000000001,3.620000000000001,-0.45266853621026754,18.024305555555557,18.802583333333335,18.20922619047619,16.764125,15.679970238095239
2013-06-13,16.226666666666667,16.259999999999998,16.1,16.419999999999998,0.08143638043264688,17.496666666666666,17.53,17.05,17.85,0.27095108922760086,-1.2699999999999996,-1.2700000000000031,-1.4300000000000033,-0.9499999999999993,-0.18951470879495397,16.480277777777776,16.703583333333334,16.726904761904763,17.116125,17.468065476190475
2013-06-20,18.323333333333334,18.01,17.37,19.47,0.8175130189984029,16.226666666666667,16.259999999999998,16.1,16.419999999999998,0.08143638043264688,2.0966666666666676,1.7500000000000036,3.0500000000000007,1.2699999999999996,0.736076638565756,17.89666666666667,17.67,17.451964285714286,17.160458333333334,17.089434523809523
2013-06-27,22.163333333333334,22.174999999999997,21.59,22.43,0.2202699266348224,18.323333333333334,18.01,17.37,19.47,0.8175130189984029,3.84,4.164999999999996,2.960000000000001,4.219999999999999,-0.5972430923635805,22.577638888888888,22.067083333333333,21.372142857142858,20.3295,19.412053571428572
2013-07-03,22.93625,22.43,22.09,24.130000000000003,0.8607772650343412,22.74125,22.759999999999998,22.259999999999998,23.439999999999998,0.2948737755010789,0.19500000000000028,-0.3299999999999983,0.6900000000000048,-0.16999999999999815,0.5659034895332622,22.64263888888889,22.394916666666667,22.23047619047619,22.314416666666666,21.527023809523808
2013-07-11,25.043333333333333,24.99,24.82,25.52,0.22078253449091462,24.45916666666667,24.215000000000003,23.779999999999998,25.52,0.5946860089789929,0.5841666666666647,0.774999999999995,0,1.0400000000000027,-0.3739034744880783,25.30263888888889,25.60625,25.708809523809524,24.997791666666668,24.13363095238095
2013-07-18,27.073333333333334,27.005,26.22,27.630000000000003,0.34687006296264705,25.043333333333333,24.99,24.82,25.52,0.22078253449091462,2.030000000000001,2.0150000000000006,2.110000000000003,1.3999999999999986,0.12608752847173244,26.193749999999998,25.787416666666665,25.48125,25.427666666666667,25.59502976190476
2013-07-25,23.54625,23.610000000000003,23.27,23.779999999999998,0.19293640538203025,27.073333333333334,27.005,26.22,27.630000000000003,0.34687006296264705,-3.5270833333333336,-3.394999999999996,-3.850000000000005,-2.9499999999999993,-0.1539336575806168,24.350416666666668,25.065083333333334,25.619940476190475,25.792083333333334,25.550595238095237
2013-08-01,23.96625,23.95,23.779999999999998,24.3,0.14451756324736756,23.54625,23.610000000000003,23.27,23.779999999999998,0.19293640538203025,0.41999999999999815,0.3399999999999963,0.5200000000000031,0.509999999999998,-0.04841884213466269,24.118472222222223,24.043583333333334,23.829285714285714,23.985625,24.724613095238094
2013-08-08,22.61375,22.509999999999998,22.09,23.09,0.3404448815760117,23.96625,23.95,23.779999999999998,24.3,0.14451756324736756,-1.3524999999999991,-1.4400000000000013,-1.2100000000000009,-1.6899999999999977,0.19592731832864416,22.509722222222223,22.755583333333334,23.08136904761905,23.3925,23.45532738095238
2013-08-15,21.551666666666666,21.59,21.259999999999998,21.759999999999998,0.18475993040715807,22.61375,22.509999999999998,22.09,23.09,0.3404448815760117,-1.0620833333333337,-0.9199999999999982,-1.3300000000000018,-0.8300000000000018,-0.15568495116885364,21.994444444444444,22.263749999999998,22.434285714285714,22.456916666666665,22.75782738095238
2013-08-22,23.375,23.27,22.759999999999998,24.130000000000003,0.4325757033519509,21.551666666666666,21.59,21.259999999999998,21.759999999999998,0.18475993040715807,1.8233333333333341,1.6799999999999997,2.3700000000000045,1.5,0.24781577294479282,22.683194444444442,22.244333333333334,22.105,22.071833333333334,22.269642857142856
2013-08-29,22.35125,22.345,22.09,22.759999999999998,0.171421486654843,23.375,23.27,22.759999999999998,24.130000000000003,0.4325757033519509,-1.0237499999999997,-0.9250000000000007,-1.3700000000000045,-0.6699999999999982,-0.2611542166971079,22.567916666666665,22.471249999999998,22.562559523809522,22.59875,22.33377976190476
2013-09-05,22.392916666666665,22.43,21.93,22.59,0.1697691313844026,22.35125,22.345,22.09,22.759999999999998,0.171421486654843,0.0416666666666643,0.08500000000000085,-0.16999999999999815,-0.16000000000000014,-0.0016523552704403865,22.721249999999998,22.998583333333332,23.006130952380953,22.874666666666666,22.784345238095238
2013-09-11,20.75625,20.35,19.95,21.93,0.8142791557434463,22.690416666666664,22.759999999999998,22.43,22.93,0.15566070031703025,-1.9341666666666626,-2.4099999999999966,-1,-2.4800000000000004,0.6586184554264161,20.350416666666668,20.63825,21.044166666666666,21.646916666666666,22.02217261904762
