date,ma_3,ma_5,ma_7,ma_10,ma_14
2011-06-10,20.732222222222223,19.4665,18.524166666666666,NA,NA
2011-06-16,18.238055555555555,18.108166666666666,18.309047619047618,18.916291666666666,18.233363095238094
2011-06-23,19.90013888888889,19.834416666666666,19.842440476190475,19.361125,19.075744047619047
2011-06-30,21.115972222222222,20.4065,19.82095238095238,19.844708333333333,19.83169642857143
2011-07-07,23.348194444444445,22.888333333333335,22.46392857142857,22.059541666666668,21.142440476190476
2011-07-14,24.30763888888889,24.106,23.863988095238096,23.70925,23.163958333333333
2011-07-21,25.141944444444444,24.998083333333334,24.653869047619047,24.55,24.258928571428573
2011-07-28,24.69527777777778,24.996,25.34952380952381,25.28725,25.001696428571428
2011-08-04,24.548472222222223,24.575666666666667,24.461845238095236,24.531875,24.905684523809523
2011-08-11,24.183194444444446,24.521916666666666,24.635119047619046,24.609125,24.548482142857143
2011-08-18,22.639722222222222,22.86825,23.135833333333334,23.450041666666667,23.88547619047619
2011-08-25,22.711666666666666,23.048000000000002,23.291488095238094,23.095958333333332,23.213660714285716
2011-09-01,21.463472222222222,21.3715,21.724583333333335,22.020708333333335,22.508035714285715
2011-09-08,21.524583333333332,22.185,22.166666666666668,21.955708333333334,21.945625
2011-09-15,21.450694444444444,21.280833333333334,21.238214285714285,21.324125,21.702440476190475
2011-09-22,18.798194444444444,18.856666666666666,19.12035714285714,19.892291666666665,20.21151785714286
2011-09-29,NA,NA,NA,NA,NA
2011-10-06,NA,NA,NA,NA,NA
2012-05-24,NA,NA,NA,NA,NA
2012-05-31,20.0125,19.865666666666666,19.628095238095238,NA,NA
2012-06-07,16.555833333333332,16.69475,17.226309523809523,18.062166666666666,18.42720238095238
2012-06-14,19.882083333333334,19.46975,19.117440476190477,18.348958333333332,18.171875
2012-06-21,22.38,21.69275,21.108630952380953,20.740666666666666,20.113035714285715
2012-06-28,20.973333333333333,21.687833333333334,22.286369047619047,22.314458333333334,21.6975
2012-07-05,22.881944444444446,22.740166666666667,22.389583333333334,21.964708333333334,22.33797619047619
2012-07-12,23.676666666666666,23.60925,23.622261904761906,23.400166666666667,23.00592261904762
2012-07-19,25.51152777777778,25.556833333333334,25.563511904761903,24.997458333333334,24.592886904761905
2012-07-26,24.5875,24.891,24.86363095238095,25.058,25.213571428571427
2012-08-02,24.36236111111111,23.994,23.827916666666667,24.055791666666668,24.34577380952381
2012-08-09,25.392916666666665,25.402083333333334,25.41940476190476,25.102291666666666,24.623660714285712
2012-08-16,25.309305555555554,25.205666666666666,25.09577380952381,25.184916666666666,25.257589285714285
2012-08-23,24.451666666666668,24.477833333333333,24.608035714285712,24.818416666666668,24.851904761904763
2012-08-30,24.048055555555557,24.28633333333333,24.375714285714285,24.3985,24.491875
2012-09-06,22.371666666666666,22.52466666666667,22.695178571428574,23.101041666666667,23.53544642857143
2012-09-13,21.078472222222224,21.412083333333335,21.841130952380954,22.00029166666667,22.268154761904764
2012-09-20,19.672916666666666,20.07125,20.569583333333334,20.72225,21.205357142857142
2012-09-27,18.3725,18.674916666666668,18.743809523809524,19.121875,19.764196428571427
2012-10-05,NA,NA,NA,NA,NA
2013-05-23,NA,NA,NA,NA,NA
2013-05-30,13.392222222222221,12.692916666666667,13.150714285714285,NA,NA
2013-06-06,18.024305555555557,18.802583333333335,18.20922619047619,16.764125,15.679970238095239
2013-06-13,16.480277777777776,16.703583333333334,16.726904761904763,17.116125,17.468065476190475
2013-06-20,17.89666666666667,17.67,17.451964285714286,17.160458333333334,17.089434523809523
2013-06-27,22.577638888888888,22.067083333333333,21.372142857142858,20.3295,19.412053571428572
2013-07-03,22.64263888888889,22.394916666666667,22.23047619047619,22.314416666666666,21.527023809523808
2013-07-11,25.30263888888889,25.60625,25.708809523809524,24.997791666666668,24.13363095238095
2013-07-18,26.193749999999998,25.787416666666665,25.48125,25.427666666666667,25.59502976190476
2013-07-25,24.350416666666668,25.065083333333334,25.619940476190475,25.792083333333334,25.550595238095237
2013-08-01,24.118472222222223,24.043583333333334,23.829285714285714,23.985625,24.724613095238094
2013-08-08,22.509722222222223,22.755583333333334,23.08136904761905,23.3925,23.45532738095238
2013-08-15,21.994444444444444,22.263749999999998,22.434285714285714,22.456916666666665,22.75782738095238
2013-08-22,22.683194444444442,22.244333333333334,22.105,22.071833333333334,22.269642857142856
2013-08-29,22.567916666666665,22.471249999999998,22.562559523809522,22.59875,22.33377976190476
2013-09-05,22.721249999999998,22.998583333333332,23.006130952380953,22.874666666666666,22.784345238095238
2013-09-11,20.350416666666668,20.63825,21.044166666666666,21.646916666666666,22.02217261904762
2013-09-18,18.931944444444444,19.366583333333335,19.99160714285714,20.09925,20.517886904761905
2013-09-25,17.638194444444444,18.197333333333333,18.38547619047619,18.613500000000002,19.297619047619047
2013-10-02,NA,NA,NA,NA,NA
2014-05-29,NA,NA,NA,NA,NA
2014-06-05,17.478472222222223,16.734583333333333,16.274226190476192,NA,NA
2014-06-12,19.139861111111113,18.996,18.637261904761907,18.289625,17.45574404761905
2014-06-19,19.84486111111111,19.10475,18.729107142857142,18.852333333333334,18.683184523809526
2014-06-26,20.22597222222222,19.763166666666667,19.591785714285713,19.667708333333334,19.16044642857143
2014-07-02,24.327083333333334,23.433,22.56452380952381,21.741541666666667,21.047708333333333
2014-07-09,22.53111111111111,22.164583333333333,22.75577380952381,23.227166666666665,22.66014880952381
2014-07-17,24.65625,24.473416666666665,24.061309523809523,23.748166666666666,23.32892857142857
2014-07-23,24.73,24.289166666666667,24.263988095238094,24.390625,24.08970238095238
2014-07-30,23.390833333333333,23.669,24.00107142857143,24.21975,24.132529761904763
2014-08-06,23.91138888888889,23.769416666666668,23.55845238095238,23.508166666666668,23.779761904761905
2014-08-12,23.688472222222224,23.401166666666665,23.46904761904762,23.549541666666666,23.455119047619046
2014-08-20,21.27125,21.40983333333333,21.589523809523808,22.193875,22.45065476190476
2014-08-27,21.993333333333332,21.539916666666667,21.379166666666666,21.346791666666665,21.484345238095237
2014-09-04,22.977777777777778,22.62425,22.335773809523808,22.369791666666664,21.95470238095238
2014-09-10,22.18736111111111,22.802416666666666,22.93285714285714,22.877958333333332,22.60675595238095
2014-09-17,18.94972222222222,19.1875,19.704047619047618,20.449041666666666,21.31845238095238
2014-09-25,17.48111111111111,17.584666666666667,17.77845238095238,18.125083333333333,18.66702380952381
2014-10-03,NA,NA,NA,NA,NA
2014-10-10,NA,NA,NA,NA,NA
2015-05-21,NA,NA,NA,NA,NA
2015-05-28,NA,NA,NA,NA,NA
2015-06-05,NA,NA,NA,NA,NA
2015-06-11,18.14027777777778,17.60775,NA,NA,NA
2015-06-19,19.58277777777778,19.09925,19.14702380952381,18.994208333333333,18.413660714285715
2015-06-25,21.014583333333334,20.785333333333334,20.613154761904763,20.101208333333332,19.761726190476192
2015-07-02,20.311944444444443,20.22975,20.521011904761906,20.669083333333333,20.567083333333333
2015-07-09,22.453194444444446,21.986916666666666,21.636190476190478,21.238916666666668,21.078601190476192
2015-07-16,23.64125,23.573083333333333,23.338333333333335,23.072791666666667,22.487261904761905
2015-07-23,24.337083333333332,24.248833333333334,23.88732142857143,23.8135,23.612827380952382
2015-07-30,24.746111111111112,24.1025,23.891785714285714,24.025375,23.88955357142857
2015-08-06,24.629305555555558,24.787083333333335,24.945357142857144,24.885583333333333,24.41857142857143
2015-08-13,23.553333333333335,23.569666666666667,23.60684523809524,23.913583333333335,24.27610119047619
2015-08-20,25.66875,25.169833333333333,24.81,24.433,24.20842261904762
2015-08-25,24.6525,24.78525,25.091369047619047,24.977541666666667,24.607589285714287
2015-09-03,23.93125,23.88025,23.84595238095238,24.060625,24.25979166666667
2015-09-10,24.700694444444444,24.479583333333334,24.21845238095238,24.132291666666667,24.03220238095238
2015-09-17,22.112916666666667,22.232333333333333,22.63529761904762,23.254916666666666,23.426875
2015-09-24,20.97361111111111,21.549083333333332,21.895654761904762,21.914708333333333,22.34860119047619
2015-10-02,NA,NA,NA,NA,NA
2016-05-26,NA,NA,NA,NA,NA
2016-06-03,20.356805555555557,NA,NA,NA,NA
2016-06-09,19.677083333333332,19.611666666666668,19.88577380952381,NA,NA
2016-06-16,15.94513888888889,15.958,16.199166666666667,17.242541666666668,18.042470238095238
2016-06-23,21.447222222222223,20.933833333333332,19.827738095238097,18.662958333333332,18.01345238095238
2016-06-30,23.16777777777778,22.966,22.406607142857144,22.118791666666667,21.11717261904762
2016-07-07,23.38861111111111,22.942666666666668,22.91934523809524,22.993875,22.66297619047619
2016-07-14,23.281805555555557,22.742250000000002,22.88136904761905,23.033541666666668,22.900357142857143
2016-07-21,23.98402777777778,24.201083333333333,24.243035714285714,23.954666666666668,23.56220238095238
2016-07-27,24.447083333333335,24.400083333333335,24.29904761904762,24.296875,24.29669642857143
2016-08-04,24.228333333333335,24.084416666666666,24.27232142857143,24.424416666666666,24.371041666666667
2016-08-10,24.696527777777778,24.976583333333334,24.992261904761904,24.654083333333332,24.651309523809523
2016-08-15,25.41861111111111,25.45925,25.256488095238094,25.217916666666667,25.015863095238096
2016-08-22,23.935277777777777,24.040333333333333,24.147738095238097,24.529,24.702113095238097
2016-08-31,23.84,23.819083333333335,23.840416666666666,23.740083333333335,23.85372023809524
2016-09-07,22.255972222222223,22.429916666666667,22.68482142857143,23.031375,23.262619047619047
2016-09-14,22.225416666666668,22.44666666666667,22.64875,22.530916666666666,22.666785714285716
2016-09-21,21.69361111111111,21.63225,21.644404761904763,21.818708333333333,22.146577380952383
2016-09-28,19.46527777777778,19.999916666666667,20.551964285714288,20.866041666666668,21.09872023809524
2016-10-05,NA,NA,NA,NA,NA
