date,SOTF.tempC_mean,SOTF.tempC_median,SOTF.tempC_min,SOTF.tempC_max,SOTF.tempC_sd,SOTF.tempC_mean_lag,SOTF.tempC_median_lag,SOTF.tempC_min_lag,SOTF.tempC_max_lag,SOTF.tempC_sd_lag,wtr_mean_diff,wtr_median_diff,wtr_max_diff,wtr_min_diff,wtr_sd_diff,ma_3,ma_5,ma_7,ma_10,ma_14,gdd,gdd_sum
2009-05-29,13.304166666666667,13.32,13.01,13.62,0.191195703668909,14.285,14.239999999999998,13.93,14.870000000000001,0.2858397240169518,-0.980833333333333,-0.9199999999999982,-1.2500000000000018,-0.9199999999999999,-0.09464402034804278,13.978333333333333,14.382333333333333,14.451011904761906,NA,NA,9.315,84.15
2009-06-04,15.517916666666666,15.5,15.02,16.130000000000003,0.32810363111922963,13.802916666666667,13.78,13.32,14.239999999999998,0.2739006352146965,1.7149999999999999,1.7200000000000006,1.8900000000000041,1.6999999999999993,0.05420299590453315,14.881388888888889,14.551666666666666,14.28077380952381,14.380625,14.435952380952381,11.575000000000001,147.42000000000002
2009-06-11,16.130000000000003,16.130000000000003,15.97,16.45,0.14920076931844967,15.517916666666666,15.5,15.02,16.130000000000003,0.32810363111922963,0.6120833333333362,0.6300000000000026,0.31999999999999673,0.9500000000000011,-0.17890286180077997,16.50875,16.710583333333332,16.71184523809524,16.162708333333335,15.496309523809524,12.21,236.64000000000001
2009-06-17,17.610833333333332,17.005,16.45,19.5,1.082267814909233,16.263333333333335,16.29,15.97,16.610000000000003,0.16115524965930622,1.3474999999999966,0.7149999999999999,2.889999999999997,0.47999999999999865,0.9211125652499268,17.404166666666665,17.26875,16.881845238095238,16.862916666666667,16.753125,13.975000000000001,315.34000000000003
2009-06-25,19.116666666666667,18.775,18.53,20.630000000000003,0.7094312888667856,17.25,17.24,16.610000000000003,18.04,0.35825664834997284,1.8666666666666671,1.5350000000000001,2.5900000000000034,1.9199999999999982,0.3511746405168128,18.55763888888889,18.360916666666668,17.931428571428572,17.751208333333334,17.486636904761905,15.580000000000002,426.685
2009-07-02,18.577916666666667,18.53,18.21,18.86,0.18153881287402443,19.116666666666667,18.775,18.53,20.630000000000003,0.7094312888667856,-0.5387500000000003,-0.24499999999999744,-1.7700000000000031,-0.3200000000000003,-0.5278924759927612,19.56361111111111,20.04158333333333,19.958333333333332,19.538125,18.944880952380952,14.535,538.69
2009-07-09,19.4675,19.18,19.02,20.47,0.49878330225529344,18.577916666666667,18.53,18.21,18.86,0.18153881287402443,0.8895833333333343,0.6499999999999986,1.6099999999999994,0.8099999999999987,0.31724448938126903,19.51361111111111,19.416,19.325535714285714,19.396958333333334,19.641934523809525,15.744999999999997,646.46
2009-07-16,20.367083333333333,20.39,19.979999999999997,21.130000000000003,0.39897127679840083,19.4675,19.18,19.02,20.47,0.49878330225529344,0.8995833333333323,1.2100000000000009,0.6600000000000037,0.9599999999999973,-0.0998120254568926,20.076666666666668,20.021666666666665,19.966607142857143,19.830708333333334,19.646071428571428,16.555,758.765
2009-07-23,20.910416666666666,20.79,20.79,21.130000000000003,0.1459743624502398,20.367083333333333,20.39,19.979999999999997,21.130000000000003,0.39897127679840083,0.543333333333333,0.3999999999999986,0,0.8100000000000023,-0.2529969143481611,21.174722222222222,21.14858333333333,21.112261904761905,20.801583333333333,20.539434523809522,16.96,879.5
2009-07-30,22.11875,22.21,21.459999999999997,22.630000000000003,0.3207642029794524,20.910416666666666,20.79,20.79,21.130000000000003,0.1459743624502398,1.2083333333333321,1.4200000000000017,1.5,0.6699999999999982,0.17478984052921262,22.309583333333332,21.929333333333332,21.57988095238095,21.458333333333332,21.346071428571427,18.045,1003.15
