date,AveWindSp_ms_mean_in,AveWindSp_ms_median_in,AveWindSp_ms_min_in,AveWindSp_ms_max_in,AveWindSp_ms_sd_in,AveWindSp_ms_mean_1daylag_in,AveWindSp_ms_median_1daylag_in,AveWindSp_ms_min_1daylag_in,AveWindSp_ms_max_1daylag_in,AveWindSp_ms_sd_1daylag_in,AveWindSp_ms_mean_2daylag_in,AveWindSp_ms_median_2daylag_in,AveWindSp_ms_min_2daylag_in,AveWindSp_ms_max_2daylag_in,AveWindSp_ms_sd_2daylag_in,AveWindSp_ms_mean_3daylag_in,AveWindSp_ms_median_3daylag_in,AveWindSp_ms_min_3daylag_in,AveWindSp_ms_max_3daylag_in,AveWindSp_ms_sd_3daylag_in,AveWindSp_ms_mean_1weeklag_in,AveWindSp_ms_median_1weeklag_in,AveWindSp_ms_min_1weeklag_in,AveWindSp_ms_max_1weeklag_in,AveWindSp_ms_sd_1weeklag_in,windsp_cumsum_1day_in,windsp_cumsum_2day_in,AveWindDir_cove_mean,AveWindDir_cove_mean_1daylag,AveWindDir_cove_mean_2daylag,AveWindDir_cove_mean_3daylag,AveWindDir_cove_mean_1weeklag
2012-07-05,3.9291666666666667,3.666666666666667,1.55,6.8,1.6906266882531509,2.2972222222222225,2.3,0.8,3.7333333333333334,0.7904268196144799,2.7263888888888888,1.725,0.8333333333333334,6,1.6333770821312394,3.2352777777777777,3.365,0.9833333333333333,5.316666666666666,1.1894093515165585,3.28125,3.5666666666666664,0.9833333333333334,6.366666666666667,1.3554088505590898,94.3,136.63333333333333,1,0.7083333333333334,0.7916666666666666,0.9583333333333334,0.8333333333333334
2012-07-12,2.15625,1.8833333333333333,0.8666666666666667,3.8333333333333335,0.9076541470872248,0,0,0,0,0,2.308333333333333,2.3833333333333333,1.0166666666666666,4.033333333333333,0.8383472353127442,3.1880555555555556,2.966666666666667,0.7166666666666667,5.766666666666667,1.4234217182844078,3.9291666666666667,3.666666666666667,1.55,6.8,1.6906266882531509,43.416666666666664,59.6,0.7083333333333334,0.375,0.8333333333333334,0.9583333333333334,1
2012-07-19,3.3625,2.6833333333333336,1.9333333333333333,6.266666666666667,1.380210811455254,3.009722222222222,3.0833333333333335,1.2666666666666666,5.6,1.0318118376317325,3.8097222222222222,3.0166666666666666,1.5499999999999998,7.666666666666666,2.1121738044853857,3.00875,2.975,1.7999999999999998,4.2,0.5877056120826396,2.15625,1.8833333333333333,0.8666666666666667,3.8333333333333335,0.9076541470872248,71.01666666666667,143.25,0.8333333333333334,1,0.9583333333333334,0.9166666666666666,0.7083333333333334
2012-07-26,0,0,0,0,0,4.160416666666666,3.9166666666666665,1.2833333333333334,7.416666666666667,1.9152755663791783,5.05,4.958333333333333,2.033333333333333,8.1,1.3249008713260702,3.5970833333333334,3.4833333333333334,1.3833333333333333,5.68,1.3061971622117574,3.3625,2.6833333333333336,1.9333333333333333,6.266666666666667,1.380210811455254,10.866666666666667,108.85,0.2916666666666667,0.9583333333333334,1,0.9166666666666666,0.8333333333333334
2012-08-02,2.1743055555555557,1.95,0.95,4.533333333333333,0.9745676505379399,0,0,0,0,0,0,0,0,0,0,2.1461111111111113,1.9533333333333331,1,3.8833333333333333,0.8122377193417067,0,0,0,0,0,49.75,64.91666666666667,0.9166666666666666,0.2916666666666667,0.3333333333333333,0.75,0.2916666666666667
2012-08-09,2.1861111111111113,2.1333333333333333,0.9833333333333334,3.8333333333333335,0.7875950470464153,1.8277777777777777,1.575,0.9,3.2666666666666666,0.6797745197825318,2.2215277777777778,2.5166666666666666,0.8833333333333333,3.283333333333333,0.7756947823275033,3.5997222222222223,3.825,1.3333333333333333,4.65,1.0213715873690152,2.1743055555555557,1.95,0.95,4.533333333333333,0.9745676505379399,23.433333333333334,62.6,0.5,0.8333333333333334,0.875,0.9583333333333334,0.9166666666666666
2012-08-16,3.185416666666667,2.8333333333333335,1.2833333333333332,5.533333333333333,1.2398896680305425,1.9875,1.7916666666666665,0.9333333333333333,3.1833333333333336,0.6023755308719276,2.5965277777777778,2.6083333333333334,1.25,4.383333333333333,0.8424139911754673,3.1469444444444443,2.7583333333333333,1.7333333333333334,6.233333333333333,1.1329739057787356,2.1861111111111113,2.1333333333333333,0.9833333333333334,3.8333333333333335,0.7875950470464153,76.45,106.1,1,0.5833333333333334,1,1,0.5
2012-08-23,2.4854166666666666,2.283333333333333,0.9166666666666667,5.133333333333333,1.1528196110214102,2.2604166666666665,2.4416666666666664,1,3.45,0.7681902394337959,2.8583333333333334,3.1833333333333336,1.0833333333333333,4.616666666666667,1.0948826950600823,2.3872222222222224,2.3833333333333337,0.5666666666666667,4.316666666666666,1.0107588705343769,3.185416666666667,2.8333333333333335,1.2833333333333332,5.533333333333333,1.2398896680305425,57.61666666666667,103.1,0.9166666666666666,0.75,0.875,0.75,1
2012-08-30,4.428472222222222,4.775,2.15,6.866666666666666,1.3798102436109072,3.884722222222222,4.033333333333333,1.5,6.65,1.2491921705266136,4.277083333333334,4.191666666666666,2.0666666666666664,6.2,1.0409584549014999,3.3144444444444443,2.908333333333333,1.3166666666666667,6.366666666666667,1.6171492382013286,2.4854166666666666,2.283333333333333,0.9166666666666667,5.133333333333333,1.1528196110214102,106.28333333333333,187.53333333333333,1,0.9166666666666666,1,0.9583333333333334,0.9166666666666666
2012-09-06,2.079861111111111,2.0166666666666666,0.75,4.683333333333334,0.8343758575477931,3.1319444444444446,2.9,0.9500000000000001,5.15,1.2314607471042733,0,0,0,0,0,0,0,0,0,0,4.428472222222222,4.775,2.15,6.866666666666666,1.3798102436109072,41.8,103.81666666666666,0.75,0.7916666666666666,0.125,0.16666666666666666,1
2012-09-13,2.4902777777777776,2.6500000000000004,1.3,3.8166666666666664,0.7693857997498282,1.961111111111111,1.7000000000000002,0.5166666666666666,3.75,0.999790638309284,2.964583333333333,2.841666666666667,0.9666666666666667,4.316666666666666,0.9500357544759085,4.514583333333333,4.65,1.9333333333333333,7.25,1.7053716816177547,2.079861111111111,2.0166666666666666,0.75,4.683333333333334,0.8343758575477931,55.46666666666667,87.51666666666667,0.875,0.6666666666666666,1,1,0.75
2012-09-20,0,0,0,0,0,4.7562500000000005,5.050000000000001,1.1166666666666667,7.983333333333333,1.9495621489103054,0,0,0,0,0,2.3675,2.2666666666666666,0.9166666666666667,3.716666666666667,0.8194125679544702,2.4902777777777776,2.6500000000000004,1.3,3.8166666666666664,0.7693857997498282,2.216666666666667,113.88333333333334,0.08333333333333333,0.9166666666666666,0.20833333333333334,0.8333333333333334,0.875
2012-09-27,3.6534722222222222,4.016666666666667,1.3,5.816666666666666,1.3134751189435359,3.323611111111111,2.9833333333333334,1.45,7.1499999999999995,1.5077490394165447,3.704861111111111,3.4916666666666667,1.2166666666666666,5.766666666666667,1.3437049434456425,2.919027777777778,2.9833333333333334,1.0333333333333334,4.533333333333333,1.0162393871271032,0,0,0,0,0,81.01666666666667,158.91666666666666,0.875,0.9583333333333334,0.9166666666666666,1,0.08333333333333333
2012-10-05,2.6291666666666664,2.533333333333333,1.2166666666666668,4.05,0.6546978135393,0,0,0,0,0,0,0,0,0,0,2.3409722222222222,2.3833333333333333,0.9833333333333334,3.7333333333333334,0.7815811295040198,0,0,0,0,0,63.1,65.46666666666667,1,0.08333333333333333,0.08333333333333333,1,0.041666666666666664
2013-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.076875,3.1358333333333333,0.7583333333333333,5.308333333333334,1.5841742475174831,5.298055555555556,4.996666666666666,1.8033333333333332,9.948333333333334,2.6977141722638995,52.21,52.21,0.4583333333333333,0,0.041666666666666664,0.875,0.9583333333333334
2013-05-30,2.9819444444444443,2.9391666666666665,0.9166666666666666,5.423333333333333,1.3640033847078106,0,0,0,0,0,0,0,0,0,0,3.905972222222222,3.956666666666666,1.3816666666666668,6.6433333333333335,1.5169806106565404,0,0,0,0,0,71.56666666666666,71.56666666666666,1,0,0,0.875,0.4583333333333333
2013-06-06,0,0,0,0,0,2.4144444444444444,2.255,1.2716666666666667,3.5066666666666664,0.679656894590152,5.257708333333333,5.218333333333334,3.873333333333333,7.261666666666667,0.7193689888713292,3.5980555555555553,3.4191666666666665,1.3616666666666666,5.996666666666666,1.5068579674201068,2.9819444444444443,2.9391666666666665,0.9166666666666666,5.423333333333333,1.3640033847078106,4.9366666666666665,57.339999999999996,0.125,0.875,1,1,1
2013-06-13,0,0,0,0,0,4.229513888888889,4.5175,1.44,6.471666666666667,1.6079384496210438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.996666666666666,116.53333333333333,0.375,0.9166666666666666,0,0.25,0.125
2013-06-20,1.8269444444444445,1.7441666666666666,0.7866666666666667,3.663333333333333,0.6148994785817145,3.1600694444444444,3.055833333333333,1.7116666666666667,5.836666666666666,1.104095743324251,1.6394444444444445,1.6308333333333334,0.5983333333333334,4.408333333333332,0.8426127795709581,2.774652777777778,2.1950000000000003,1.195,5.484999999999999,1.457298140177201,0,0,0,0,0,40.39833333333333,114.505,0.875,0.9583333333333334,0.9166666666666666,0.9583333333333334,0.375
2013-06-27,0,0,0,0,0,1.9968055555555555,1.9016666666666668,1.1483333333333334,3.4766666666666666,0.6963590466850854,3.4104166666666664,3.1141666666666663,1.3683333333333334,5.741666666666667,1.2923780883272533,3.6378472222222222,3.6174999999999997,1.1766666666666665,5.465,1.165426305361546,1.8269444444444445,1.7441666666666666,0.7866666666666667,3.663333333333333,0.6148994785817145,1.36,39.745,0.041666666666666664,0.8333333333333334,1,1,0.875
2013-07-03,2.941597222222222,2.84,1.2333333333333334,4.535,1.0304846755121486,0,0,0,0,0,0,0,0,0,0,2.515775,2.2251333333333334,1.1900000000000002,5.303333333333334,0.9897069050962356,1.9968055555555555,1.9016666666666668,1.1483333333333334,3.4766666666666666,0.6963590466850854,53.361666666666665,73.74833333333333,0.6666666666666666,0.2916666666666667,0.375,0.8333333333333334,0.8333333333333334
2013-07-11,3.4688194444444442,3.348333333333333,1.8450000000000002,4.968333333333334,0.9885646256681367,0,0,0,0,0,0,0,0,0,0,2.8718055555555555,2.5616666666666665,1.4983333333333335,5.656666666666666,1.1534176182516884,2.6524305555555556,2.770833333333333,0.99,4.1066666666666665,0.86150721468722,81,100.43666666666667,0.9583333333333334,0.2916666666666667,0,0.625,1
2013-07-18,2.8997916666666668,3.006666666666667,1.3233333333333333,5.135,0.9479939807616853,2.953263888888889,2.984166666666667,1.3166666666666669,4.591666666666666,0.9208601680353395,2.9385416666666666,2.8533333333333335,1.2466666666666668,4.45,1.0546684018220762,2.9315277777777777,2.8091666666666666,0.8683333333333334,4.506666666666667,1.0303194613475772,3.4688194444444442,3.348333333333333,1.8450000000000002,4.968333333333334,0.9885646256681367,61.21,132.08833333333334,0.875,1,0.9583333333333334,1,0.9583333333333334
2013-07-25,2.1953472222222223,2.0075,0.91,3.5766666666666667,0.606338695223455,4.120208333333333,3.98,1.1366666666666667,6.67,1.7327008539837843,0,0,0,0,0,0,0,0,0,0,2.8997916666666668,3.006666666666667,1.3233333333333333,5.135,0.9479939807616853,26.998333333333335,125.88333333333333,0.5,1,0.4166666666666667,0.08333333333333333,0.875
2013-08-01,0,0,0,0,0,2.1044444444444443,1.9583333333333333,1.0916666666666668,3.468333333333333,0.6942381336050106,3.378611111111111,3.4825,1.2416666666666667,4.743333333333333,0.9569895009831343,0,0,0,0,0,2.1953472222222223,2.0075,0.91,3.5766666666666667,0.606338695223455,32.41833333333333,76.03833333333333,0.4166666666666667,0.7916666666666666,1,0.4583333333333333,0.5
2013-08-08,3.297708333333333,3.38,2.1816666666666666,4.858333333333333,0.6866872116843455,0,0,0,0,0,0,0,0,0,0,4.514444444444444,4.8225,1.7583333333333333,6.648333333333333,1.517921496085016,0,0,0,0,0,49.114999999999995,60.709999999999994,0.625,0.125,0.4583333333333333,1,0.4166666666666667
2013-08-15,4.165625,4.186666666666667,1.8766666666666667,6.168333333333333,1.1113583337585105,5.373611111111111,5.647499999999999,2.7333333333333334,7.318333333333333,1.2574749127516134,0,0,0,0,0,2.4780555555555557,2.3708333333333336,1.0650000000000002,5.126666666666667,0.9554493677657279,3.297708333333333,3.38,2.1816666666666666,4.858333333333333,0.6866872116843455,99.975,228.94166666666666,1,1,0.4583333333333333,0.9583333333333334,0.625
2013-08-22,3.2910416666666666,3.1866666666666665,1.525,5.085,0.8504428815662832,2.839236111111111,3.0166666666666666,1.35,4.008333333333333,0.6251061705313689,2.3113194444444445,2.3425,0.8883333333333333,4.265,1.007322343714532,3.0752083333333333,3.224166666666666,0.75,4.8566666666666665,1.156142836788764,4.165625,4.186666666666667,1.8766666666666667,6.168333333333333,1.1113583337585105,78.985,147.12666666666667,1,1,0.9166666666666666,1,1
2013-08-29,0,0,0,0,0,2.0805555555555557,1.6941666666666668,0.575,6.721666666666667,1.4475878375780953,1.4357971014492754,1.3483333333333334,0.7033333333333334,2.3566666666666665,0.5289244541265176,3.625,3.6541666666666663,2.08,5.318333333333333,0.995762519463894,3.2910416666666666,3.1866666666666665,1.525,5.085,0.8504428815662832,1.4466666666666668,19.865,0.041666666666666664,0.5,0.782608695652174,1,1
2013-09-05,4.068263888888889,4.213333333333333,2.3433333333333333,5.961666666666667,1.2101178206667853,4.3393749999999995,4.280833333333334,1.5250000000000001,6.351666666666667,1.178075870494983,2.6315277777777775,2.3425,1.3233333333333333,4.996666666666666,0.9535453697342915,0,0,0,0,0,0,0,0,0,0,97.63833333333334,201.78333333333333,1,1,0.9166666666666666,0.20833333333333334,0.041666666666666664
2013-09-11,3.2470138888888886,3.3133333333333335,1.1116666666666668,5.4783333333333335,1.2080221967406208,2.267659722222222,2.3866666666666667,0.8766666666666667,4.616666666666666,1.0885812338115528,3.268768115942029,3.393333333333333,1.5316666666666667,5.109999999999999,0.8689191616268158,4.6431305555555555,3.9525,1.9618,9.23,2.2060712015418136,4.3393749999999995,4.280833333333334,1.5250000000000001,6.351666666666667,1.178075870494983,75.39333333333333,120.75383333333333,0.9166666666666666,0.7083333333333334,1,1,1
2013-09-18,2.5843055555555554,2.6641666666666666,1.3966666666666667,3.466666666666667,0.5201987535127316,2.928472222222222,2.8408333333333333,1.6166666666666663,5.223333333333333,0.8383225885539952,4.260138888888889,4.665,1.4016666666666668,7.221666666666666,1.626974528115568,3.4668416666666664,3.5266666666666664,2.7049999999999996,4.471666666666667,0.4443679012016478,3.2470138888888886,3.3133333333333335,1.1116666666666668,5.4783333333333335,1.2080221967406208,62.02333333333333,127.315,1,0.9166666666666666,1,1,0.9166666666666666
2013-09-25,3.8716231884057972,3.841666666666667,1.8800000000000001,7.258333333333333,1.1839542088825843,5.070277777777777,5.525833333333333,1.6283333333333334,6.638333333333333,1.4332819898679643,5.769166666666667,5.574166666666667,3.711666666666666,8.735,1.3348303190579425,5.0228472222222225,5.355,2.588333333333333,6.746666666666666,1.19035876124597,2.5843055555555554,2.6641666666666666,1.3966666666666667,3.466666666666667,0.5201987535127316,73.959,198.01399999999998,0.782608695652174,1,1,0.875,1
2013-10-02,3.6136805555555553,3.0275,0.9616666666666667,7.016666666666667,1.8281972839323046,3.0072916666666667,3.355,0.8766666666666667,5.191666666666666,1.365364952052998,1.409375,1.3275000000000001,0.7416666666666667,2.4366666666666665,0.4273499432945047,0,0,0,0,0,3.8716231884057972,3.841666666666667,1.8800000000000001,7.258333333333333,1.1839542088825843,85.76666666666667,154.92666666666668,0.9583333333333334,0.875,0.5,0.4166666666666667,0.782608695652174
2014-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.375,NA,NA
2014-06-19,4.0940972222222225,3.9241666666666664,1.6866666666666668,6.7316666666666665,1.3764697001923085,4.799513888888889,5.325833333333334,1.6116666666666668,7.418333333333333,1.6530174779497666,2.341458333333333,1.9024999999999999,0.8583333333333334,6.635,1.4622950587238255,1.898411111111111,1.7833333333333332,0.8316666666666668,3.55,0.7233294064320486,0,0,0,0,0,98.25833333333334,213.44666666666666,1,1,0.75,0.6666666666666666,0
2014-06-26,3.1815277777777777,3.163333333333333,0.6483333333333333,5.79,1.5375087224658646,2.988888888888889,2.51,1.1866666666666668,6.376666666666666,1.3439991577042834,4.494930555555555,4.6274999999999995,2.1616666666666666,7.464999999999999,1.4730778419014818,0,0,0,0,0,4.0940972222222225,3.9241666666666664,1.6866666666666668,6.7316666666666665,1.3764697001923085,59.90833333333333,110.88,0.7083333333333334,0.5833333333333334,0.9583333333333334,0.25,1
2014-07-02,3.252361111111111,3.138333333333333,1.24,5.7283333333333335,1.185712134076113,4.110694444444444,4.0275,1.715,6.199999999999999,1.4422855684747717,3.6197222222222223,3.6791666666666663,2.5216666666666665,4.56,0.5693412301888162,2.3843055555555557,2.368333333333333,0.9216666666666667,4.26,0.8612799312463943,2.988888888888889,2.51,1.1866666666666668,6.376666666666666,1.3439991577042834,74.02666666666667,172.68333333333334,0.875,1,1,0.8333333333333334,0.5833333333333334
2014-07-09,4.016944444444444,3.994999999999999,1.7466666666666666,7.1033333333333335,1.4766136401205348,4.356416666666666,4.2325,2.3066666666666666,7.225,1.3625246538566373,3.718297222222222,3.819166666666667,1.2083333333333333,6.305,1.3882708677742932,4.459444444444444,4.484999999999999,1.51,6.905,1.63746354951994,3.252361111111111,3.138333333333333,1.24,5.7283333333333335,1.185712134076113,90.16,189.71233333333333,0.9166666666666666,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.875
2014-07-17,3.1235416666666667,2.9741666666666666,1.52,4.85,0.8336676593849301,2.126875,2.1141666666666667,1.0283333333333335,3.41,0.6969887461057515,3.0412916666666665,2.5416666666666665,0.8183333333333335,6.305,1.5130830391001546,2.7315277777777776,2.8575,1.4883333333333333,4.32,0.6339624862540809,3.033541666666667,3.2466666666666666,1.08,4.558333333333334,1.0596754940913646,74.965,119.335,1,0.7916666666666666,0.75,1,0.8333333333333334
2014-07-23,3.796736111111111,3.9358333333333335,1.5899999999999999,5.413333333333334,1.194624481572609,2.3489388888888887,2.3233333333333333,1.0466666666666666,4.26,0.8918489770371382,0,0,0,0,0,0,0,0,0,0,2.126875,2.1141666666666667,1.0283333333333335,3.41,0.6969887461057515,91.12166666666667,146.44953333333333,1,0.9583333333333334,0.20833333333333334,0,0.7916666666666666
2014-07-30,1.8629166666666668,1.7108333333333334,1.0250000000000001,3.0716666666666668,0.6284093964647707,3.601644444444444,3.8966666666666665,0.9533333333333334,5.986666666666666,1.4247246983042485,3.2728694444444444,3.1275,1.49,5.968333333333333,1.2055814462601968,2.920486111111111,2.8341666666666665,1.3033333333333332,5.918333333333334,1.127431829956773,3.796736111111111,3.9358333333333335,1.5899999999999999,5.413333333333334,1.194624481572609,32.79333333333334,118.27946666666666,0.625,0.9583333333333334,0.5,0.7916666666666666,1
2014-08-06,3.4651388888888888,3.0999999999999996,1.3616666666666668,5.545,1.3309213615734143,2.446197222222222,2.4549999999999996,0.9966666666666667,3.7116666666666664,0.9137987094238016,2.1586555555555553,2.0891666666666664,0.8683333333333334,3.518333333333333,0.7313119896127567,0,0,0,0,0,1.8629166666666668,1.7108333333333334,1.0250000000000001,3.0716666666666668,0.6284093964647707,83.16333333333333,137.0104,1,0.875,0.9583333333333334,0.375,0.625
2014-08-12,0,0,0,0,0,1.9619888888888888,2.0083333333333333,0.8450000000000001,3.3449999999999998,0.6360192163312937,2.1749305555555556,2.180833333333333,1.0083333333333333,3.4949999999999997,0.8258837279943596,2.837986111111111,2.6833333333333336,1.2533333333333334,5.18,1.1907108236256168,2.446197222222222,2.4549999999999996,0.9966666666666667,3.7116666666666664,0.9137987094238016,9.09,33.7594,0.16666666666666666,0.5,0.7083333333333334,0.875,0.875
2014-08-20,0,0,0,0,0,2.3649694444444442,2.1574999999999998,1.0283333333333335,4.3,1.0686714236749235,4.210147222222222,3.8208333333333333,1.7666666666666666,6.795,1.7197401523726688,3.5766666666666667,3.335,1.615,6.5183333333333335,1.2868937060332601,0,0,0,0,0,5.864999999999999,53.32833333333333,0.16666666666666666,0.7083333333333334,1,1,0.16666666666666666
2014-08-27,3.4251388888888887,3.3825,1.25,5.0616666666666665,0.9929653433569021,2.1377083333333333,2.0075000000000003,0.5916666666666667,4.01,0.9986952614494302,2.037916666666667,1.6991666666666667,0.6316666666666667,4.076666666666666,1.1151668762278355,2.042152777777778,1.7533333333333334,0.7933333333333333,3.701666666666666,0.9220501310900379,0,0,0,0,0,82.20333333333333,129.60999999999999,1,0.875,0.6666666666666666,0.625,0.16666666666666666
2014-09-04,2.109166666666667,2.105833333333333,1.0283333333333333,4.121666666666666,0.9367690387091462,3.6063194444444444,3.7233333333333336,1.3883333333333334,5.213333333333333,1.0545923244615447,2.4074305555555555,1.7041666666666666,0.8616666666666667,7.276666666666666,1.5259398766154217,2.040625,1.94,0.645,3.2666666666666666,0.8550059768274301,4.534027777777777,4.342499999999999,2.5566666666666666,7.328333333333333,1.484426231211852,44.64333333333333,131.195,0.8333333333333334,1,0.7083333333333334,0.7916666666666666,1
2014-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2801388888888887,3.0791666666666666,1.3583333333333334,6.341666666666667,1.339746525585357,3.6063194444444444,3.7233333333333336,1.3883333333333334,5.213333333333333,1.0545923244615447,2.8566666666666665,2.8566666666666665,0.08333333333333333,0,0.2916666666666667,0.9583333333333334,1
2014-09-17,2.0728472222222223,1.9641666666666668,0.9266666666666667,3.1716666666666664,0.6910582235946154,2.0881944444444445,1.9425,0.8283333333333334,5.101666666666667,0.8956839500210338,1.7536111111111112,1.5033333333333334,0.8383333333333334,3.5683333333333334,0.7341490303145236,4.307708333333333,4.189166666666667,1.6633333333333333,13.348333333333333,2.16501424237486,0,0,0,0,0,48.821666666666665,84.37833333333333,0.9583333333333334,0.6666666666666666,0.5833333333333334,1,0.08333333333333333
2014-09-25,1.521388888888889,1.4025,0.9333333333333335,2.3716666666666666,0.4121689614927783,0,0,0,0,0,3.4609027777777777,3.6725,1.1983333333333335,5.443333333333333,1.2700024705334358,5.910347222222222,6.063333333333333,2.46,8.905,1.9768658390726548,3.514375,3.5283333333333333,1.3166666666666669,5.306666666666667,0.9600887907433933,24.555,34.28333333333333,0.6666666666666666,0.2916666666666667,0.9583333333333334,1,1
2014-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8411805555555554,2.881666666666667,1.0333333333333334,5.241666666666667,1.1858400148677366,7.961666666666666,18.695,0.20833333333333334,0.25,0,0,0.9166666666666666
2014-10-10,3.472986111111111,3.216666666666667,1.4733333333333334,5.885,1.530493824758793,5.357986111111111,5.144166666666667,2.915,9.008333333333333,1.924058209869908,5.848055555555556,6.111666666666666,2.9883333333333333,7.993333333333334,1.2546968441390263,0,0,0,0,0,0,0,0,0,0,83.35166666666666,211.94333333333333,1,1,0.7916666666666666,0.4166666666666667,0.20833333333333334
2015-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-05,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.461666666666667,NA,0.16666666666666666,0.06666666666666667,NA,NA,NA
2015-06-11,4.016637681159421,3.5916666666666663,0.4083333333333333,7.921666666666667,2.7704160171736953,0.8149305555555556,0.7883333333333333,0.3666666666666667,1.4233333333333333,0.34730865832359814,0.7072222222222222,0.7066666666666668,0.3616666666666667,1.165,0.19739344136123563,1.0595138888888889,1.0458333333333334,0.6766666666666666,1.4166666666666667,0.20656874676897988,0,0,0,0,0,93.73266666666666,109.29266666666666,1,0.75,0.875,1,0.06666666666666667
2015-06-19,3.605486111111111,3.341666666666667,1.4400000000000002,6.803333333333334,1.5494107091705644,3.0369444444444444,3.8425000000000002,0.795,4.748333333333333,1.4716859655919976,2.327663888888889,1.74,0.8250000000000001,5.443333333333333,1.3189544652278962,0,0,0,0,0,2.325572222222222,2.1425,1.0283333333333335,4.0554,0.7636223005771952,86.53166666666667,156.17666666666668,1,0.875,0.6666666666666666,0.375,0.5
2015-06-25,2.787361111111111,2.4825,1.2,4.505,1.1604568603781493,4.0152777777777775,4.3825,1.2633333333333334,6.725,1.8022978935965275,3.373263888888889,3.1441666666666666,0.8783333333333334,5.9,1.5364911936631818,2.747215277777778,2.175,0.9916666666666667,5.403333333333332,1.4101549752766551,3.0369444444444444,3.8425000000000002,0.795,4.748333333333333,1.4716859655919976,66.89666666666666,162,1,0.9583333333333334,0.5416666666666666,0.7916666666666666,0.875
2015-07-02,3.5993055555555555,3.6900000000000004,1.0366666666666668,6.626666666666667,1.553768903652706,0,0,0,0,0,1.9427083333333333,1.7891666666666666,0.5566666666666666,3.686666666666666,0.8569020446529665,2.7891416666666666,2.4000000000000004,1.3866666666666667,4.926666666666666,1.0587756991844754,2.787361111111111,2.4825,1.2,4.505,1.1604568603781493,83.475,122.565,0.9166666666666666,0.4166666666666667,0.5,1,1
2015-07-09,0,0,0,0,0,3.791736111111111,3.644166666666667,1.4633333333333334,6.051666666666667,1.1716460487565465,3.1262499999999998,2.7733333333333334,1.2550000000000001,5.881666666666667,1.5563020745803158,1.6495833333333334,1.7316666666666667,0.6483333333333334,2.7733333333333334,0.5969101701326,3.5993055555555555,3.6900000000000004,1.0366666666666668,6.626666666666667,1.553768903652706,9.956666666666667,100.95833333333333,0.25,1,0.5,0.6666666666666666,0.9166666666666666
2015-07-16,3.1349305555555556,2.6525,1.1483333333333334,5.7,1.520890636535424,3.7574305555555556,3.4366666666666665,1.0916666666666668,6.881666666666666,1.8524601724787413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.59833333333333,160.31333333333333,0.9166666666666666,0.9166666666666666,0,0.125,0.25
2015-07-23,3.547152777777778,3.3925,1.6216666666666666,6.301666666666667,0.959469393314307,3.64,3.6725000000000003,2.21,5.736666666666667,0.9294802713770891,2.7779166666666666,2.359166666666667,1.0966666666666667,5.195,1.5009524552586135,2.5877777777777777,1.7966666666666666,1.0450000000000002,5.35,1.3725587609770822,3.1349305555555556,2.6525,1.1483333333333334,5.7,1.520890636535424,85.13166666666666,172.49166666666667,1,1,0.9583333333333334,0.9583333333333334,0.9166666666666666
2015-07-30,3.175763888888889,3.2625,0.925,5.99,1.488187058002278,2.0120138888888888,2.1608333333333336,1.0616666666666668,3.0833333333333335,0.6212860627596501,2.0480555555555555,1.7733333333333334,0.9850000000000001,3.2066666666666666,0.7334365320447586,0,0,0,0,0,3.547152777777778,3.3925,1.6216666666666666,6.301666666666667,0.959469393314307,76.21833333333333,123.40666666666667,1,0.9583333333333334,0.9166666666666666,0.3333333333333333,1
2015-08-06,3.694444444444444,3.5391666666666666,1.305,5.668333333333333,1.1398448562397852,3.6891666666666665,3.3308333333333335,1.5516666666666665,6.37,1.395670323598633,2.537847222222222,2.28,1.045,5.404999999999999,1.0909463249201046,3.873125,3.293333333333333,1.1933333333333334,7.283333333333333,1.9664986609951334,3.175763888888889,3.2625,0.925,5.99,1.488187058002278,88.66666666666667,177.20666666666665,1,1,1,0.8333333333333334,1
