"wk_1","wk_2","wk_3","wk_4","wk_5","wk_6","wk_7","wk_8","wk_9","wk_10","wk_11","wk_12","wk_13","wk_14","wk_15","wk_16","wk_17","wk_18","wk_19","wk_20"
13.93,13.32,15.02,15.97,16.61,18.53,18.21,19.02,19.98,20.79,21.46,22.29,22.79,24.51,23.64,20.47,20.31,19.18,17.41,NA
NA,19.34,18.86,17.41,17.41,20.96,20.63,23.47,24.33,24.33,23.81,23.64,24.16,22.96,20.79,22.79,20.31,17.88,17.24,NA
NA,NA,14.87,19.02,17.09,18.05,19.67,22.63,23.3,24.86,23.65,23.65,22.63,21.97,21.46,20.97,19.99,19.35,17.89,NA
NA,14.24,17.72,16.13,17.72,20.63,20.14,22.79,23.64,24.33,22.96,23.13,24.51,24.16,23.47,22.29,21.29,19.98,18.37,NA
NA,12.56,12.56,17.11,15.05,16.95,21.82,21.82,22.32,26.09,23.32,23.15,21.82,20.66,22.48,22.15,21.65,19.52,NA,NA
NA,NA,NA,17.27,18.72,18.88,21.15,21.48,22.82,24.01,22.32,22.82,21.65,20.66,21.48,21.82,20.99,NA,NA,NA
NA,NA,NA,NA,17.11,18.39,20.33,19.36,21.15,21.48,22.82,24.7,23.32,22.65,24.36,22.82,23.66,23.66,21.48,NA
NA,NA,15.84,17.27,16.32,18.88,20.66,23.15,21.48,22.32,24.36,23.32,23.32,24.01,22.32,22.65,22.15,21.32,20.99,18.88
