"wk_1","wk_2","wk_3","wk_4","wk_5","wk_6","wk_7","wk_8","wk_9","wk_10","wk_11","wk_12","wk_13","wk_14","wk_15","wk_16","wk_17","wk_18","wk_19","wk_20"
9.2,0,0.07,0,1.53,15.3,0.9,0,0,27.64,0,0,0,0,0,0,2,0,9.46,0
0,2.66,3.57,0,0,0,0,3.22,12.31,2.7,0,0,0,7.16,0,0,0,1.03,0.37,14.76
0,0.36,16.05,9.36,32.06,0,8.43,12.47,0,0,0,1.05,0,0,0,22.23,1.02,12.1,12.71,0.22
0.39,0,3.66,2.19,0,0,0.54,0,0,0,0.68,0,0.22,0,0,0.37,0,0,1.66,4.07
9.39,3.47,0,0,0,20.7,25.48,18.19,0,0,0,0.13,0,0,23.63,0.46,4.88,0,0,0
1,0,3.72,0,56.11,0,0.73,2.57,0,0,5.84,0,0,0,0,0,2.04,0,0,0
0,6.11,0,0,7.55,0,14.45,0.19,0,2.31,0,0,0.16,0,5.1,0,8.3,0,0,0
0,0,0.87,0,3.74,0.04,0,0,0,0,0,1.19,0,17.77,0,0.45,0,0,0.4,0
