"wk_1","wk_2","wk_3","wk_4","wk_5","wk_6","wk_7","wk_8","wk_9","wk_10","wk_11","wk_12","wk_13","wk_14","wk_15","wk_16","wk_17","wk_18","wk_19","wk_20"
88.865,157.165,247.265,326.92,438.765,553.13,664.37,784.28,910.58,1042.96,1180.305,1313.115,1459.34,1606.04,1696.33,1817.64,1929.2,2015.51,NA,NA
NA,122.91,216.86,287.475,432.505,561.46,694.65,848.48,1003.44,1147.46,1287.535,1429.4,1570.13,1699.635,1827.3,1956.07,2064.31,2149.89,NA,NA
NA,11.795,125.405,210.13,320.68,431.115,560.16,698.315,842.465,991.56,1134.485,1278.545,1411.92,1546.73,1670.99,1797.66,1917.76,2022.24,NA,NA
14.815,124.845,217.105,323.335,443.995,570.86,700.19,837.96,989.165,1135.53,1274.73,1424.71,1572.705,1716.73,1859.725,1990.94,2116.34,2232.915,2335.655,NA
10.99,75.805,173.5,262.49,356.82,478.81,588.885,761.64,911.925,1063.105,1202.445,1336.25,1465.33,1592.34,1722.435,1855.64,1956.745,2068.695,2168.805,NA
11.155,96.39,198.45,301.81,411.445,525.41,657.235,817.595,939.675,1079.63,1217,1333.645,1476.065,1598.16,1745.43,1859.38,1969.44,2079.845,NA,NA
NA,NA,12.93,94.125,215.02,315.32,431.53,555.26,690.825,830.595,970.195,1117.03,1254.535,1400.7,1504.76,1684.41,1826.23,1957.235,2081.45,NA
NA,49.285,144.775,230.2,342.425,472.445,605.32,737.855,879.755,1002.615,1165.9,1292.475,1399.84,1540.7,1718.81,1849.78,1980.5,2104.27,2219.265,NA
