"wk_1","wk_2","wk_3","wk_4","wk_5","wk_6","wk_7","wk_8","wk_9","wk_10","wk_11","wk_12","wk_13","wk_14","wk_15","wk_16","wk_17","wk_18","wk_19","wk_20"
13.62,16.13,16.45,19.5,20.63,18.86,20.47,21.13,21.13,22.63,23.3,23.13,25.37,23.64,21.46,20.96,19.66,17.56,NA,NA
NA,20.47,17.56,17.88,21.96,21.29,25.89,25.37,25.03,24.51,24.68,24.68,24.33,21.63,24.16,20.96,19.02,NA,NA,NA
NA,16.46,20.64,19.83,19.51,20.47,23.13,23.99,25.9,25.03,24.68,23.65,23.47,22.13,22.13,20.31,20.64,19.18,NA,NA
16.61,18.37,17.08,19.02,22.63,20.79,23.13,25.03,24.86,23.13,24.86,25.55,24.68,24.51,23.47,22.79,22.13,19.18,17.72,NA
13.64,13.64,17.91,15.53,19.2,22.32,23.15,23.66,27.33,24.18,24.01,22.82,21.48,23.66,23.32,21.98,21.48,17.91,NA,NA
NA,16.47,18.39,19.52,19.85,24.36,22.65,23.32,25.39,23.15,23.66,24.01,22.15,22.98,23.83,21.48,18.23,NA,NA,NA
NA,NA,16.16,18.39,20.01,20.99,20.49,21.98,22.32,23.49,25.74,23.83,23.66,25.39,24.01,24.18,24.7,22.82,20.01,NA
NA,17.59,18.23,17.27,19.85,21.82,23.66,23.83,23.83,24.53,25.05,24.18,24.53,23.66,23.32,22.98,22.32,22.15,19.04,NA
