"wk_1","wk_2","wk_3","wk_4","wk_5","wk_6","wk_7","wk_8","wk_9","wk_10","wk_11","wk_12","wk_13","wk_14","wk_15","wk_16","wk_17","wk_18","wk_19","wk_20"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473.350359474915,457.122902508273,438.842180989373,562.116249435146,500.849300909703,318.112815825332,291.895742177925,206.389792755637,66.8751290667168,22.4208163589459
NA,242.842212769959,325.078231395682,235.45798610809,159.220537094248,308.935643101136,265.132009892905,486.014180201635,479.020768632543,426.491328593608,196.600352499842,183.297280123761,206.308632995039,55.0951705140813,5.13612410445309,118.813625472941,0,0,23.2414363171435,11.8049402285616
49.495704343497,147.019521490715,214.554715898679,356.111703877789,287.95833287791,367.611874448995,380.97058338129,509.455117023674,566.91476410027,633.599078399501,581.711181061341,582.879757643605,563.406576808668,459.665617545935,442.669751659445,358.662781013182,284.673281532739,282.12837238257,92.0302275806418,217.280500732818
121.680323340527,243.546429788531,346.402732879537,233.450510842351,334.90357474215,479.918615359659,388.757369563482,498.612095788524,530.517906104198,605.062291919853,514.514777719663,540.216576526194,593.950528086649,576.14162021045,512.18366039452,474.875444147346,405.70583668508,285.331915366039,79.4938082409507,3.57117845507439
101.478317944544,166.964370665431,114.966270055425,239.027588719439,176.974019493799,232.949480431561,408.899741985029,490.67580788785,591.125764536251,695.585976169486,543.110376415643,532.78211199702,432.295250537996,417.020781749159,NA,NA,NA,299.340108502065,146.873426002168,2.54440104908411
NA,NA,NA,344.442633041548,373.720822633502,NA,NA,NA,NA,526.18396085281,483.073546833374,512.438501950188,448.28511500342,361.71004173858,402.392584389432,399.120749766552,330.227066143515,39.1042350466135,55.1310847984675,38.5549757533344
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.59305262932,491.716222975604,446.73844232435,405.839175383137,365.70561189648,192.698364104877,60.8998183342392
52.8695630657224,231.046779565088,310.641185762923,270.564298430145,177.197235880477,286.738684515583,427.800509309732,456.17336395896,435.432968305223,424.87784188011,528.352356607884,445.375946550136,465.497594692217,508.606147144325,343.522335277132,308.020809895753,237.286021393461,220.224500636801,91.0148484164873,0
