"wk_1","wk_2","wk_3","wk_4","wk_5","wk_6","wk_7","wk_8","wk_9","wk_10","wk_11","wk_12","wk_13","wk_14","wk_15","wk_16","wk_17","wk_18","wk_19","wk_20"
14.59,17.44,16.81,19.54,20.68,19.71,20.51,21.17,22.01,24.55,24.38,23.17,26.28,24.38,21.84,21.67,19.87,18.09,NA,NA
NA,22.01,18.41,19.22,22.51,22.17,26.46,26.81,25.93,24.55,24.89,24.03,24.89,21.84,24.72,21.51,19.22,NA,NA,NA
NA,20.03,22.34,20.2,19.71,21.68,24.21,24.38,26.29,25.59,24.73,24.21,23.86,22.84,21.68,21.34,21.18,19.55,NA,NA
19.22,21.01,17.93,21.01,24.72,20.84,23.86,25.76,25.59,24.21,25.93,25.93,25.76,24.89,23.86,23.34,22.34,19.38,18.25,NA
14.83,15.31,17.85,16.42,19.47,22.43,24.13,25.52,27.63,23.78,24.3,23.09,21.76,24.13,22.76,22.59,21.93,19.31,16.89,NA
16.26,18.01,18.82,20.6,21.09,25.52,23.61,24.64,26.22,23.78,24.3,24.64,21.59,23.61,23.61,21.93,19.31,17.69,NA,NA
NA,NA,16.93,19.67,20.97,21.8,20.81,22.63,23.48,24.34,25.91,24.34,23.83,26.26,25.38,24.52,25.04,23.14,20.81,NA
NA,20.81,19.34,17.24,21.13,24,24.69,24.52,24.69,25.56,25.56,25.04,25.56,23.83,23.83,22.47,22.47,22.3,19.34,NA
