"site","date","wtrtemp_mean","wtrtemp_max","wtrtemp_min","wtrtemp_sd","wtrtemp_diff","weekly_wtrtemp_mean","weekly_wtrtemp_max","weekly_wtrtemp_min","weekly_wtrtemp_sd","weekly_wtrtemp_diff"
"HCS",2009-08-27,23.9377083333333,23.68,24.38,0.193800067884552,-1.78083333333333,24.9283035714286,23.68,25.76,0.490580932011098,0.124136904761905
"HCS",2009-09-01,21.3877083333333,21.01,21.84,0.292743730665529,-2.55,22.0172083333333,21.01,23.68,0.699487049306733,-2.91109523809524
"HCS",2009-09-08,20.8041666666667,20.19,21.67,0.521869932981729,-0.583541666666669,21.2557738095238,20.19,22.67,0.581725171838745,-0.761434523809523
"HCS",2009-09-15,19.666875,19.54,19.87,0.0946473016103883,-1.13729166666667,19.9147619047619,19.38,21.34,0.397178785835241,-1.3410119047619
"HCS",2009-09-21,17.7447368421053,17.61,18.09,0.153310448330344,-1.92213815789474,18.422277992278,17.28,19.54,0.680853192478071,-1.49248391248392
"HCS",2009-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCS",2009-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCS",2010-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCS",2010-06-04,21.1054166666667,20.35,22.01,0.375626770896981,NA,19.5003465346535,15.23,22.01,1.36741226308189,NA
"HCS",2010-06-10,17.97,17.77,18.41,0.158251313614989,-3.13541666666667,19.6459722222222,17.77,22.01,1.30210927293509,0.145625687568756
"HCS",2010-06-15,18.5120833333333,17.93,19.22,0.385655615313959,0.542083333333334,18.0690833333333,17.61,19.22,0.391806837662662,-1.57688888888889
"HCS",2010-06-24,22.0966666666667,21.67,22.51,0.287684408407164,3.58458333333333,20.1105555555556,17.77,22.51,1.53749348016517,2.04147222222222
"HCS",2010-07-01,21.7845833333333,21.34,22.17,0.239037547835821,-0.312083333333334,22.456130952381,21.34,23.52,0.481729575536309,2.3455753968254
"HCS",2010-07-08,25.10625,24.03,26.46,0.924205005020177,3.32166666666667,22.9245833333333,20.84,26.46,1.33936657393011,0.468452380952382
"HCS",2010-07-15,25.9666666666667,25.42,26.81,0.48147117541305,0.860416666666669,25.916130952381,24.72,26.99,0.444013979381858,2.99154761904762
"HCS",2010-07-22,25.6108333333333,25.24,25.93,0.196975316632107,-0.355833333333337,26.1615476190476,25.24,27.17,0.463175692658571,0.245416666666664
"HCS",2010-07-29,24.28625,24.03,24.55,0.161105218116446,-1.32458333333333,24.5650595238095,23.34,25.93,0.622489686347775,-1.59648809523809
"HCS",2010-08-05,24.7483333333333,24.55,24.89,0.119333900087716,0.462083333333336,23.9821428571429,22.67,25.07,0.578359379870339,-0.582916666666666
"HCS",2010-08-12,23.71375,23.52,24.03,0.139869892959571,-1.03458333333333,24.2690476190476,23.17,25.59,0.514829473651621,0.286904761904761
"HCS",2010-08-19,24.2825,23.68,24.89,0.416582890128514,0.568749999999998,24.0758928571429,23.34,24.89,0.367772596943337,-0.193154761904761
"HCS",2010-08-26,21.4704166666667,21.01,21.84,0.286894605199807,-2.81208333333333,22.5114880952381,21.01,24.55,1.06806593344268,-1.56440476190476
"HCS",2010-09-02,23.99625,23.34,24.72,0.482509855722726,2.52583333333333,22.249880952381,21.01,24.72,0.972516944479471,-0.261607142857144
"HCS",2010-09-09,21.1316666666667,20.68,21.51,0.230701513661695,-2.86458333333333,22.3775595238095,20.68,24.55,1.10390243918477,0.127678571428572
"HCS",2010-09-16,18.5591666666667,18.09,19.22,0.326522076844226,-2.5725,19.4442857142857,18.09,20.68,0.647284120189725,-2.93327380952381
"HCS",2010-09-23,NA,NA,NA,NA,NA,18.2512307692308,17.61,18.73,0.280683041148821,-1.19305494505495
"HCS",2010-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCS",2010-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCS",2011-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCS",2011-06-02,18.9882352941176,17.13,20.03,0.876585957665574,NA,18.9882352941176,17.13,20.03,0.876585957665574,NA
"HCS",2011-06-10,19.08375,17.13,22.34,1.58827719763325,0.0955147058823513,18.2734375,13.82,23.01,2.38714459677587,-0.714797794117647
"HCS",2011-06-16,19.1783333333333,17.93,20.2,0.708971494286015,0.0945833333333361,18.1799305555556,17.29,20.2,0.634718699355531,-0.0935069444444458
"HCS",2011-06-23,19.3891666666667,18.74,19.71,0.280882408734033,0.210833333333333,19.8424404761905,18.42,21.18,0.515019326448377,1.66250992063492
"HCS",2011-06-30,21.3570833333333,21.01,21.68,0.202043455650052,1.96791666666667,19.8209523809524,17.93,22.18,1.29969468459633,-0.0214880952380945
"HCS",2011-07-07,23.8125,23.18,24.21,0.313705067802893,2.45541666666666,22.4639285714286,20.68,24.56,1.02413511676066,2.64297619047619
"HCS",2011-07-14,23.3945833333333,22.34,24.38,0.554789260159572,-0.417916666666667,23.8639880952381,22.34,25.42,0.792726772844448,1.40005952380952
"HCS",2011-07-21,25.6729166666667,25.07,26.29,0.332205792252027,2.27833333333333,24.653869047619,23.01,26.29,0.737200502950984,0.789880952380951
"HCS",2011-07-28,24.88625,24.03,25.59,0.522567345358263,-0.786666666666665,25.3495238095238,24.03,26.82,0.801375172496867,0.695654761904763
"HCS",2011-08-04,24.33875,24.03,24.73,0.202104417695838,-0.547499999999999,24.4618452380952,23.86,25.25,0.335063922547261,-0.887678571428573
"HCS",2011-08-11,23.92625,23.35,24.21,0.252617815819798,-0.412500000000001,24.635119047619,23.35,25.59,0.504381981584979,0.17327380952381
"HCS",2011-08-18,23.20375,22.34,23.86,0.469743801588094,-0.7225,23.1358333333333,21.68,24.38,0.706714941107114,-1.49928571428571
"HCS",2011-08-25,22.4820833333333,22.18,22.84,0.189759095942075,-0.721666666666668,23.2914880952381,22.18,24.73,0.634101410390975,0.15565476190476
"HCS",2011-09-01,21.3575,21.18,21.68,0.153827967152469,-1.12458333333333,21.7245833333333,20.36,23.18,0.713779561541972,-1.56690476190476
"HCS",2011-09-08,21.0729166666667,20.68,21.34,0.169204768322847,-0.284583333333334,22.1666666666667,20.68,23.69,0.893736465776954,0.442083333333333
"HCS",2011-09-15,20.6920833333333,19.87,21.18,0.437512525700611,-0.380833333333335,21.2382142857143,19.87,22.34,0.553813476705222,-0.928452380952383
"HCS",2011-09-22,18.8311111111111,18.42,19.55,0.334493813262834,-1.86097222222222,18.990522875817,18.09,20.03,0.406049308079297,-2.24769140989729
"HCS",2011-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCS",2011-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCS",2012-05-24,18.6918181818182,17.28,19.22,0.711783930442633,NA,18.6918181818182,17.28,19.22,0.711783930442633,NA
"HCS",2012-05-31,20.5275,20.03,21.01,0.258713371698588,1.83568181818182,19.6280952380952,18.41,21.34,0.709076275536057,0.936277056277056
"HCS",2012-06-07,17.3229166666667,16.81,17.93,0.450067426510514,-3.20458333333333,17.2263095238095,14.91,20.03,1.16053753781393,-2.40178571428572
"HCS",2012-06-14,19.99125,19.22,21.01,0.650734117212513,2.66833333333333,19.1174404761905,17.12,21.01,0.917291637665748,1.89113095238095
"HCS",2012-06-21,23.3216666666667,22.34,24.72,0.649613039777739,3.33041666666666,21.108630952381,18.9,24.72,1.41829699920657,1.99119047619048
"HCS",2012-06-28,20.3529166666667,20.03,20.84,0.282880819376313,-2.96875,22.286369047619,20.03,24.89,1.38538843235292,1.17773809523809
"HCS",2012-07-05,23.3575,23.01,23.86,0.230391915619034,3.00458333333333,22.3895833333333,20.19,23.86,0.821014673931214,0.103214285714287
"HCS",2012-07-12,24.4495833333333,23.52,25.76,0.803213541191645,1.09208333333333,23.6222619047619,22.51,25.76,0.6596394427778,1.23267857142857
"HCS",2012-07-19,25.04625,24.72,25.59,0.243753483810109,0.596666666666668,25.5635119047619,24.72,26.28,0.430316886273266,1.94125
"HCS",2012-07-26,23.78625,23.34,24.21,0.228412527258677,-1.26,24.863630952381,23.34,26.46,0.671483678174069,-0.699880952380951
"HCS",2012-08-02,24.8616666666667,24.21,25.93,0.677685746503858,1.07541666666667,23.8279166666667,23.01,25.93,0.638614569098036,-1.03571428571428
"HCS",2012-08-09,25.45875,25.07,25.93,0.260956643075468,0.597083333333334,25.4194047619048,24.38,26.46,0.378019899962432,1.59148809523809
"HCS",2012-08-16,25.1775,24.89,25.76,0.209559579574173,-0.28125,25.0957738095238,24.55,26.11,0.359872727042815,-0.323630952380952
"HCS",2012-08-23,24.39875,23.86,24.89,0.321495317431584,-0.778749999999999,24.6080357142857,23.86,25.42,0.349872960568848,-0.487738095238097
"HCS",2012-08-30,23.50625,23.17,23.86,0.191715652215325,-0.892499999999998,24.3757142857143,23.17,25.42,0.54307791197703,-0.232321428571428
"HCS",2012-09-06,22.5058333333333,22.17,23.34,0.382223661664518,-1.00041666666667,22.6951785714286,22.01,23.68,0.412490570698667,-1.68053571428571
"HCS",2012-09-13,21.3758333333333,20.68,22.34,0.552180788499932,-1.13,21.841130952381,20.51,23.86,0.86359187632618,-0.85404761904762
"HCS",2012-09-20,19.2,18.9,19.38,0.143980675031786,-2.17583333333333,20.5695833333333,18.9,22.84,0.971005623648847,-1.27154761904762
"HCS",2012-09-27,18.0722222222222,17.93,18.25,0.125077753595292,-1.12777777777778,18.7002614379085,17.93,19.71,0.424555414076423,-1.86932189542484
"HCS",2012-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCS",2013-05-23,14.51625,14.05,14.83,0.299472750966475,NA,14.51625,14.05,14.83,0.299472750966475,NA
"HCS",2013-05-30,14.3541666666667,13.43,15.31,0.723619625437868,-0.162083333333333,13.1507142857143,11.27,15.31,1.29466874196123,-1.36553571428571
"HCS",2013-06-06,17.4966666666667,17.05,17.85,0.270951089227601,3.1425,18.2092261904762,14.21,21.26,1.81230193946511,5.05851190476191
"HCS",2013-06-13,16.2266666666667,16.1,16.42,0.0814363804326469,-1.27,16.7269047619048,15.94,17.69,0.398593263462628,-1.48232142857143
"HCS",2013-06-20,18.3233333333333,17.37,19.47,0.817513018998403,2.09666666666667,17.4519642857143,16.26,19.47,0.670511699254094,0.725059523809524
"HCS",2013-06-27,22.1633333333333,21.59,22.43,0.220269926634822,3.84,21.3721428571429,18.33,23.61,1.40116809390373,3.92017857142857
"HCS",2013-07-03,22.93625,22.09,24.13,0.860777265034341,0.772916666666667,22.2416666666667,20.93,24.13,0.724038788900269,0.869523809523809
"HCS",2013-07-11,25.0433333333333,24.82,25.52,0.220782534490915,2.10708333333333,25.5526041666667,23.78,26.92,0.676754256854753,3.3109375
"HCS",2013-07-18,27.0733333333333,26.22,27.63,0.346870062962647,2.03,25.48125,24.3,27.63,0.902039729531185,-0.0713541666666657
"HCS",2013-07-25,23.54625,23.27,23.78,0.19293640538203,-3.52708333333333,25.6199404761905,23.27,27.81,1.2595762508737,0.138690476190476
"HCS",2013-08-01,23.96625,23.78,24.3,0.144517563247368,0.419999999999998,23.8292857142857,22.76,24.82,0.463124731234388,-1.79065476190476
"HCS",2013-08-08,22.61375,22.09,23.09,0.340444881576012,-1.3525,23.081369047619,21.93,24.47,0.665954742663293,-0.747916666666665
"HCS",2013-08-15,21.5516666666667,21.26,21.76,0.184759930407158,-1.06208333333333,22.4342857142857,21.26,23.27,0.520568058477728,-0.647083333333335
"HCS",2013-08-22,23.375,22.76,24.13,0.432575703351951,1.82333333333333,22.105,21.09,24.13,0.728046356357882,-0.329285714285714
"HCS",2013-08-29,22.35125,22.09,22.76,0.171421486654843,-1.02375,22.5625595238095,21.76,24.13,0.516090783713973,0.457559523809522
"HCS",2013-09-05,22.3929166666667,21.93,22.59,0.169769131384403,0.0416666666666643,23.006130952381,21.93,23.78,0.487147293683133,0.443571428571431
"HCS",2013-09-11,20.75625,19.95,21.93,0.814279155743446,-1.63666666666666,20.819375,19.95,21.93,0.69032901727937,-2.18675595238095
"HCS",2013-09-18,18.6420833333333,18.17,19.31,0.325829765724195,-2.11416666666667,19.9916071428571,18.17,21.93,1.14848628852012,-0.827767857142859
"HCS",2013-09-25,16.7833333333333,16.73,16.89,0.0800000000000001,-1.85875,18.3472549019608,16.73,19.79,0.869196721793444,-1.64435224089636
"HCS",2013-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCS",2014-05-29,15.2011111111111,14.67,16.26,0.508218566279421,NA,15.2011111111111,14.67,16.26,0.508218566279421,NA
"HCS",2014-06-05,17.3916666666667,16.58,18.01,0.606125734313519,2.19055555555556,16.2742261904762,13.28,18.33,1.40699939652614,1.07311507936508
"HCS",2014-06-12,18.3583333333333,18.01,18.82,0.217528941935803,0.966666666666669,18.6372619047619,16.58,21.26,1.09739522974933,2.36303571428572
"HCS",2014-06-19,19.9645833333333,19.47,20.6,0.428952000625455,1.60625,18.7291071428571,17.37,21.76,1.21932141251376,0.0918452380952353
"HCS",2014-06-26,20.3908333333333,19.63,21.09,0.485394654909273,0.42625,19.5917857142857,18.33,21.09,0.666256250201393,0.862678571428571
"HCS",2014-07-02,24.7545833333333,23.44,25.52,0.407761430321666,4.36375,22.9268055555556,19.63,25.52,1.66433827450939,3.33501984126984
"HCS",2014-07-09,23.25375,22.93,23.61,0.24142354087155,-1.50083333333333,22.7557738095238,20.93,24.64,1.15541344805946,-0.171031746031748
"HCS",2014-07-17,24.26125,23.78,24.64,0.278619461538182,1.0075,23.9586458333333,22.26,25.52,0.820753222940271,1.20287202380952
"HCS",2014-07-23,25.5383333333333,25.17,26.22,0.329764958017421,1.27708333333333,24.2644444444444,23.27,26.22,0.781529590219398,0.305798611111111
"HCS",2014-07-30,23.1970833333333,22.76,23.78,0.351252159723104,-2.34125,24.0010714285714,22.76,25.52,0.709531375846426,-0.263373015873015
"HCS",2014-08-06,24.0179166666667,23.78,24.3,0.161406297131257,0.820833333333336,23.5584523809524,22.43,24.64,0.490969940779259,-0.442619047619047
"HCS",2014-08-12,24.1916666666667,23.78,24.64,0.237260939944165,0.173749999999998,23.3775694444444,22.59,24.64,0.567995181856569,-0.180882936507938
"HCS",2014-08-20,21.0858333333333,20.76,21.59,0.185845112384215,-3.10583333333333,21.75546875,20.76,23.61,0.594138726429658,-1.62210069444444
"HCS",2014-08-27,22.92375,22.43,23.61,0.397588518992667,1.83791666666666,21.3791666666667,20.43,23.61,0.825761428093941,-0.376302083333332
"HCS",2014-09-04,22.9933333333333,22.43,23.61,0.41735884535625,0.069583333333334,22.3697395833333,21.09,23.61,0.686713422395583,0.990572916666665
"HCS",2014-09-10,21.7033333333333,21.59,21.93,0.108293749736003,-1.29,22.9227777777778,21.59,24.47,0.848802895769304,0.553038194444447
"HCS",2014-09-17,18.8183333333333,18.33,19.31,0.318319864651712,-2.885,19.7040476190476,18.33,21.59,0.92436690624425,-3.21873015873016
"HCS",2014-09-25,17.3877777777778,17.21,17.69,0.203087282823038,-1.43055555555555,17.8249717514124,17.05,18.98,0.461460286252666,-1.87907586763519
"HCS",2014-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCS",2014-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCS",2015-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCS",2015-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCS",2015-06-05,16.5033333333333,16.29,16.93,0.196946385566933,NA,16.5033333333333,16.29,16.93,0.196946385566933,NA
"HCS",2015-06-11,19.1275,18.53,19.67,0.395235207901849,2.62416666666667,17.5045833333333,15.98,19.67,0.933242992214505,1.00125
"HCS",2015-06-19,20.3916666666667,19.99,20.97,0.363349953083522,1.26416666666666,19.09546875,17.89,20.97,0.777560818356645,1.59088541666667
"HCS",2015-06-25,21.3420833333333,20.97,21.8,0.282750145760416,0.950416666666669,20.6500694444444,19.51,21.8,0.619890015653891,1.55460069444444
"HCS",2015-07-02,20.4141666666667,19.99,20.81,0.291501609610989,-0.927916666666668,20.5210119047619,19.51,21.97,0.587275899295516,-0.129057539682538
"HCS",2015-07-09,22.4591666666667,22.3,22.63,0.14986709087567,2.045,21.6361904761905,20.32,22.97,0.883324429263623,1.11517857142857
"HCS",2015-07-16,23.0370833333333,22.81,23.48,0.207751506386348,0.577916666666667,23.3383333333333,22.13,24.52,0.643237197164753,1.70214285714286
"HCS",2015-07-23,23.8370833333333,23.66,24.34,0.177089492646507,0.800000000000001,23.8873214285714,22.3,25.21,0.778444228588727,0.548988095238094
"HCS",2015-07-30,25.4491666666667,24.34,25.91,0.431165424388837,1.61208333333333,23.8917857142857,22.81,25.91,0.953561443673434,0.0044642857142847
"HCS",2015-08-06,24.1275,24,24.34,0.103346189008636,-1.32166666666667,24.9453571428571,24,25.91,0.476842022895396,1.05357142857143
"HCS",2015-08-13,23.4483333333333,23.14,23.83,0.233771844674073,-0.679166666666667,23.6068452380952,23.14,24.69,0.323141651297903,-1.3385119047619
"HCS",2015-08-20,25.8570833333333,25.56,26.26,0.174940466063934,2.40875,24.81,22.97,26.61,0.919978520967699,1.20315476190476
"HCS",2015-08-25,24.8954166666667,24.34,25.38,0.215002106494567,-0.961666666666666,24.78525,24,25.56,0.391995460657991,-0.0247499999999974
"HCS",2015-09-03,24.0304166666667,23.66,24.52,0.359776248903902,-0.864999999999998,23.9678703703704,23.31,24.87,0.382632377885581,-0.817379629629631
"HCS",2015-09-10,24.7429166666667,24.34,25.04,0.215476805302075,0.712499999999999,24.2184523809524,22.97,25.56,0.588505656641029,0.250582010582011
"HCS",2015-09-17,22.5795833333333,22.13,23.14,0.395567607222909,-2.16333333333333,22.6352976190476,21.47,24.17,0.77036652416313,-1.58315476190476
"HCS",2015-09-24,20.5522222222222,20.48,20.81,0.118930418499411,-2.02736111111112,21.812091503268,20.48,23.48,0.901750237910735,-0.823206115779644
"HCS",2015-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCS",2016-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCS",2016-06-03,20.1695833333333,19.67,20.81,0.345032817174737,NA,20.3785897435897,19.67,21.13,0.306054593037605,NA
"HCS",2016-06-09,18.4995833333333,17.73,19.34,0.505315047372873,-1.67,19.8384722222222,17.73,21.97,0.924143390506044,-0.54011752136752
"HCS",2016-06-16,16.2808333333333,15.66,17.24,0.487441560971485,-2.21875,16.1991666666667,15.03,17.57,0.594756948965973,-3.63930555555556
"HCS",2016-06-23,20.8266666666667,20.48,21.13,0.241492941055657,4.54583333333333,19.8277380952381,15.82,22.63,2.04880648837403,3.62857142857143
"HCS",2016-06-30,23.4204166666667,22.97,24,0.332467444194579,2.59375,22.4066071428571,20.32,24,1.08578227565581,2.57886904761905
"HCS",2016-07-07,23.6283333333333,22.47,24.69,0.690070359781722,0.207916666666666,22.9193452380952,21.8,24.87,0.756234874550341,0.512738095238095
"HCS",2016-07-14,24.1354166666667,23.83,24.52,0.16808329111968,0.507083333333334,22.881369047619,21.47,24.52,0.942243421512466,-0.0379761904761899
"HCS",2016-07-21,23.77625,23.14,24.69,0.526413728015786,-0.359166666666667,24.2430357142857,23.14,25.21,0.473377163408431,1.36166666666666
"HCS",2016-07-27,24.7691666666667,24.17,25.56,0.526051052793288,0.992916666666666,24.3861805555556,23.66,25.56,0.437324984418786,0.143144841269841
"HCS",2016-08-04,24.705,24.17,25.56,0.517166191436773,-0.0641666666666652,24.3596875,23.14,25.56,0.619779479656387,-0.0264930555555551
"HCS",2016-08-10,24.7804166666667,24.52,25.04,0.146242180516836,0.0754166666666656,25.0401388888889,24.17,26.08,0.502410951106525,0.680451388888891
"HCS",2016-08-15,25.3533333333333,25.21,25.56,0.122249447999701,0.572916666666664,25.45925,24.52,26.43,0.480551438322631,0.419111111111111
"HCS",2016-08-22,23.6504166666667,23.31,23.83,0.158072057500113,-1.70291666666666,24.1477380952381,23.31,25.04,0.374403641386906,-1.3115119047619
"HCS",2016-08-31,23.6933333333333,23.48,23.83,0.135828109617705,0.0429166666666667,23.7500462962963,22.81,24.52,0.366845126291591,-0.3976917989418
"HCS",2016-09-07,22.2858333333333,22.13,22.47,0.131840373398935,-1.4075,22.6848214285714,21.8,23.83,0.49138929676499,-1.06522486772487
"HCS",2016-09-14,22.2016666666667,21.97,22.47,0.120241303280082,-0.0841666666666647,22.64875,21.8,24,0.552468805849819,-0.0360714285714288
"HCS",2016-09-21,22.0841666666667,21.8,22.3,0.158029074558441,-0.1175,21.6444047619048,21.13,22.47,0.324979414144815,-1.00434523809524
"HCS",2016-09-28,19.0323076923077,18.86,19.34,0.152651773990885,-3.05185897435898,20.4380891719745,18.86,22.47,1.0542703964925,-1.20631558993024
"HCS",2016-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
