"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40"
-3.45002571293396,-3.25730130241206,-2.75219725113364,-2.17262875319447,-2.3296756285401,-1.89757428283521,-1.70113515477774,-1.74345694996395,-1.52374570992278,-1.17279421560337,0.245444742277747,-0.500408477952013,-1.73896755592602,-1.33939674796555,-0.460332342055605,-0.202052294879401,-0.154977953211733,0.394392429859414,-0.425441765532912,NA,-3.43617029031951,-3.26500396742928,-2.74864548696615,-2.34730620215369,-2.77576969963142,-0.949024075418203,-0.328175309714043,-0.734258705505344,0.583027631811264,0.357346888888403,0.935847223888666,0.32856390280703,-0.477205175244521,0.592175503238584,0.233256711424135,-0.0419088851745565,-0.230545637713999,-0.423308067573499,-0.230558991919155,NA
-3.34515945833608,-3.21409757018766,-1.65816190431337,-2.62991237947259,-2.87583470138871,-1.51576395557882,-2.81468538702167,-1.79725936578708,-1.91890510188109,-1.35873153816445,-1.52410301715044,-0.995669886404024,-0.326060427367815,-0.952626290164952,-0.992170173798292,-0.781030709017146,-0.670165946732399,0.566379367498343,-0.825208149459221,NA,-3.37351386402067,-3.4273749921573,-2.61846211439424,-2.2234438562759,-1.7320637332131,0.13310999672494,0.290151815986249,-0.414354823848372,0.50325584456983,0.39677226517013,1.27424862254755,0.613084116925289,0.0871797695472997,0.156344161340991,-0.150918368363512,-0.166629191338742,-0.56955282430558,-0.314698555181443,-0.51714582456441,NA
-3.30657729056818,-3.32003193644203,-1.44489664945897,-2.65807236939276,-2.53660967638135,-2.02783391422554,-1.52226035170849,-1.78370545569235,-1.91613134304765,-1.25147295433107,-1.88964225316175,-0.787047506051701,-0.986036416413803,-0.954759170630202,-0.723661173268054,-0.525318989973551,-0.598621039917229,0.418578352449254,0.886764304282166,NA,-3.31543495884089,-3.27519041727236,-1.93451311802533,-2.36388300487011,-1.53097424363922,-1.051206564333,0.215851730945599,-0.349631695211433,0.662535069726894,0.718154227896425,-0.171209820163787,-0.278417583999247,-1.12274234932742,0.25934733760435,-0.073273407619483,-0.223079752608171,-0.369267070205993,0.353017570880817,-0.73165023350365,NA
-3.44554010450543,-3.26968085348482,-1.62277464913362,-2.77098151935743,-2.94572865446254,-2.31398846716255,-0.693423464174945,-2.00557406170051,-1.85820204184087,-1.55937399874523,-0.560245433290916,-0.538328201043617,-1.21654293266786,-0.877210513927458,-0.345049619805483,-0.804088234038371,0.13793168491105,0.695352751320121,0.545646885494399,NA,-3.37641035595945,-3.45241443640422,-2.03248967505084,-2.17252929370089,-1.54495170854941,-1.04819890486544,0.34158308459081,-0.682481363334341,1.29258344054355,0.55802520227738,0.224640865275444,0.198398402918497,-0.435887375144064,0.660830782457783,-0.151336323466473,0.0116921015394975,-0.925336102346217,-0.0929601127503966,-0.708233508353448,NA
-3.4759835921221,-3.42921817622392,-1.11281640630683,-3.34598810937726,-2.2196942533812,-1.63026065822561,-2.8081987842952,-1.37344368800575,-2.03085571038442,-1.54053580015027,-2.73526309297285,-0.244693729839771,-1.7953678218299,-1.23492369788189,-0.518149774459909,-1.09427531692111,-0.172795707580222,0.866133003748401,-0.147708406322369,NA,-3.39236956029551,-3.32449456673511,-1.97262200181861,-1.83436042365086,-1.28864618503525,0.143730228935886,-0.727219258004495,-1.40555266704395,0.449929855328952,0.071360129467035,0.426597643926156,-0.512114475983828,-0.0599889898316251,-0.10948507556092,-0.538438310458747,-0.0146535101699616,-0.644810770736685,-0.266308284462172,-0.819380703102474,NA
-3.37782794876634,-3.30527445459587,-2.06242095226212,-2.06140545631677,-3.02162236334279,-1.86784338594062,-2.66235266994561,-2.12511413116149,-1.91440988367256,-1.68570917226369,-0.793824792963327,-0.380339332329106,-0.986680473753458,-1.13456845797316,-0.837762484327889,-1.13351257432336,-0.254715130273279,1.02198602807942,0.108047771752987,NA,-3.28168877176645,-3.15151442363499,-1.92163361905775,-1.13813171193516,-1.8192012978298,-0.592192373200142,0.413038047325858,-1.17568650857851,-0.217236465549699,-0.259939078893868,0.389162948279859,0.126647044139668,2.47289892005472,0.314638215046685,-0.203754068870155,0.450210088116735,-0.41018216418517,-0.0712409302825789,-0.502929669728138,NA
-3.40407722608048,-3.32905679278703,-2.47964706647968,-2.77626879400924,-2.47626414303506,-1.74819767273497,-0.496406163210748,-1.85920136233198,-1.85421965634849,-1.58531005312883,-0.987823593651088,0.284914171758214,-1.50873929518257,-0.964727282227785,-0.622512233629586,-0.991318975536771,-0.827745380305494,0.619645797911872,-0.199789893903622,NA,-3.41584932825041,-3.41059040056939,-2.33830049823012,-1.40677046758589,-1.77199142972744,-0.714877522270732,0.105738249274456,-0.345436494173723,0.715590779789666,0.281853823474068,0.262610913285338,0.403461583000626,-0.665125360040277,0.453447239680754,-0.253940250291369,-0.492787754107979,-1.26716518069631,-1.19475206817043,-0.976883109374243,NA
-3.47616437658179,-3.30059400729503,-2.27004609208418,-2.10724327117032,-2.30316040290371,-1.55699550336313,-1.10289610851496,-2.24021896686301,-1.45894784433188,-1.09480705421855,-1.42546417623407,-0.339736846628301,-1.19991093736256,-1.07502078377978,-1.21542498714671,-0.713140345567288,-0.0132921155804041,0.49852627386716,-0.412310184392426,NA,-3.4163829175528,-3.32576835862925,-1.6855834650141,-2.80014641606567,-0.894276319526924,-0.757333888427116,0.493107504670462,-1.38145292170166,-0.155545210029909,-0.0971032829488375,0.743008378888187,-0.0459249092789601,0.77599015385636,0.1601221713441,0.517699570088489,-0.192587956394341,-0.389420546561245,0.222058413070189,0.0767558902437111,NA
-3.48721951560799,-3.33523389284858,-2.20918245620596,-2.76415414255505,-2.4662577036297,-1.89541052714201,-2.57384222633212,-2.17689209210353,-2.28203047184744,-1.23444178400524,-2.13534640605837,0.078066258108619,-1.55299140939659,-1.02222263285253,-1.27030532242249,-0.428715505899064,-0.358917299236724,0.831286485088572,0.218869536688029,NA,-3.36615857302652,-3.24816302956912,-2.1384967159418,-2.01675398704747,-1.3724471117651,-0.309283821126906,-0.196456890162294,-0.637966478815976,0.559080131573211,0.594445375246047,0.970402281459079,-0.266560140306447,-0.57876230492337,0.343419506367907,-0.455999796352274,-0.21003583933172,-0.315651029545989,-0.0844694570145113,-0.934757309164742,NA
-3.42914864244636,-3.31238525452328,-1.73275593978251,-2.74473460290973,-2.77917984486,-1.37848412763723,-1.25304917817342,-2.06353085764751,-1.98955558124172,-1.38764199569913,-0.626407213139942,-0.476425489851977,-0.97605402794128,-0.913728160827382,-0.947567610730124,-0.405475210069641,0.126608408594839,0.312122757266381,-0.226210025078851,NA,-3.3198963775769,-3.33799272568608,-2.57364066227564,-3.85564856788781,-1.84869607169605,-0.587555196222863,-0.592738511171908,-0.15395660649013,0.253525530578423,0.66078733415464,0.658112537260713,0.553334584595702,-0.101280346889164,-0.253920954388744,0.153178597656397,0.709041925782485,-0.373913360154856,0.106295660675902,0.0109636934149638,NA
