"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40"
-4.6684846863928,-4.58683933616999,-3.76646867691418,-2.97245886814763,-3.48304826224663,-1.544511919288,0.193447798226526,-1.24378767938531,-1.82099996927776,-1.78191892239245,0.145063368858307,0.704968358025092,-0.910687972766538,-1.19586170024158,-0.608797560032712,-0.679698076221668,-0.731400730509317,0.789483823105817,-0.362463654707796,-0.444306156160831,-4.73784650505602,-4.41803267799276,-2.96471101318007,-1.68146263680208,-2.17789288329288,-0.872577656213563,0.337201012486196,-1.47886591370961,0.442360313901827,1.48993667945857,0.958069307972721,0.809285545619924,-0.982290080522469,-0.0299990375256276,0.428744679078377,0.0490494237759087,-0.718517284698614,-1.54083123360798,0.0181718844195916,-2.28521139082287
-4.84030556414096,-4.53545113275217,-2.87701347404846,-3.2936166651246,-3.7255713685338,-1.92016457784357,-0.872807087618234,-1.74979049935349,-1.14007597328,-0.702320249950589,-0.937984797063149,-0.155119451959394,-0.902262625054562,-0.9199130803996,-0.521582232037447,-0.595675963379225,-0.291161150847941,0.388786513248177,0.398497449562297,-1.0392791154668,-4.70021368454152,-4.46464241019838,-3.79538250483348,-1.76758865481406,-2.32093892572211,-0.726641617662557,0.427481940768887,-0.215790485378144,0.321914402250608,1.37928807653669,1.29469210369769,0.543924200331529,0.469325773804973,0.481942708064601,-0.180595861665407,0.386114145867098,-0.914929280005922,-0.512068309294713,-1.13694574033127,-2.14835606139612
-4.70362663404074,-4.74905546763159,-2.65135464806054,-3.38392230785236,-3.21568956729929,-1.93588974381334,-2.13757376238335,-1.58374364787813,-2.18018366827643,-0.650819554149075,-1.64567137624065,0.947771486009336,-0.829277659098057,-0.364184115867363,-1.61165834986244,-0.7892346652453,-2.03020524063743,0.476644418396741,0.140040816419433,-1.20885255346226,-4.76954968417415,-4.71251201731332,-3.30362195042699,-2.44114882540743,-1.61665531002774,-1.06104559257196,-0.179575800416822,-1.24254154161278,0.703858691519066,0.460959509676295,1.38786666571076,0.416302784522676,0.136080533565423,0.47213001519828,-0.712189978422719,0.203856091697979,-1.10207278964941,-0.572947679499777,-0.882623147042128,-2.53471412241657
-4.83246529811272,-4.71682543579049,-3.70761182231109,-3.25793850284143,-3.37793576902587,-1.68620923155753,-1.09735345698862,-1.46279072474933,-2.2754071085033,-0.886142463907717,-1.94085210762858,-0.440528552919845,-0.918064715590456,-0.894738685016742,-0.281506448408127,-0.821261886183457,-0.87589829676596,0.440629142028969,0.0125229969475374,-1.41702686608449,-4.65264568390748,-4.46888084286812,-3.21783679959931,-1.09166256787609,-1.99344296514867,-0.503959030255769,0.711455145785739,-0.994984809303897,1.2820836697358,1.39157027220197,0.815474574176734,0.820919173064197,1.36764874532237,1.12668447882677,-0.752725451046088,0.0315317946708383,-2.4178324755698,-0.901391263743089,-0.341416566885423,-1.9274417479305
-4.89556033506254,-4.63260370778571,-2.85453764950132,-3.27017979153263,-2.99660492770116,-2.40195678953707,-1.94561605534683,-1.86639049512663,-1.72454180118741,-1.51641896724802,0.223006294366954,0.730320960126971,-0.365501705834595,-1.13832190120887,-1.29114138943695,-0.464649881575604,-0.701338248752261,0.586475215684826,0.277763607242562,-0.477815354625448,-4.6448564510133,-4.48929498291299,-3.06311785073128,-2.55001808184873,-2.20927580856724,-0.0323853469121055,-0.215086391740425,-0.936255966778116,0.850084292085162,1.56232954570945,1.58228335336528,0.232222012088213,-0.393580900466663,-0.0287610732381431,0.135633517829708,-0.430663281719436,-0.934680126494306,-1.11495716703378,-0.402060659649069,-2.70409134814409
-4.77341407197489,-4.57894066224862,-2.7456073636049,-3.36159229314926,-2.84653268612334,-2.17538047066899,-2.38688167489404,-1.25597343562955,-1.53660967716175,-1.10898718122248,-1.86823605643931,0.00769436762771129,-0.841891666021512,-0.914888425738414,-1.13031876551624,-1.3903790857575,-1.10401154802018,0.104309778081902,0.191058147348916,-1.01913225624342,-4.6387092564668,-4.60223068897496,-3.2491833232053,-1.07291853947789,-2.23524633358254,-0.293352404221591,-0.256127383529864,-1.45414193697382,0.431685881305947,0.810489173732772,0.921667597810629,0.109886936802263,0.466835746907161,0.50625042799672,-0.810923186545891,-0.478378781103416,-0.338001476396209,-1.24259483552599,-0.943298069232582,-1.74327934053859
-4.77583641692255,-4.66232584370246,-2.51488899588415,-3.16052922707592,-2.97147652449449,-2.00391341433387,-1.85299627641749,-1.14105249020557,-1.57868311129507,-1.25273669850357,-0.551769667093704,-0.439877467007586,-0.99184354765296,-0.713146720982203,-0.934819895063733,-0.842474626849892,-1.12373727883775,0.483503865338219,-0.713833679222762,-0.733760456384587,-4.69009853664295,-4.60550660823519,-2.73624309344348,-3.03700660890296,-1.30829320169527,-0.79214543482574,0.628072671929775,-0.640585436573075,0.34777836667759,1.15471977761201,0.812293469833807,0.603504293408532,-0.265099967484471,0.752422866657837,-0.871996601026709,0.993738234795596,-1.34000666835131,-1.03742945133933,-0.411853809109483,-2.1645949890788
-4.75682986326213,-4.62626985065419,-2.92440063608256,-3.22694077816635,-3.05311907942315,-2.07692979028551,-1.52339466061555,-1.14891936628235,-1.84375770656948,-1.92312418952011,-2.15962715122406,0.493545492220391,-0.400535329502621,-0.866274634621815,-0.213448139838724,-0.820348682917186,-0.458224684231481,0.339608539868079,0.20662503157318,-1.96481641915628,-4.51948751378515,-4.49746599582991,-3.15006326738013,-3.28944874643022,-2.30888221599138,-0.539562842206436,-0.305286324901265,-0.570607305580894,0.249440017724362,0.616317361843094,1.63777927608876,1.00523786533481,-0.354251919448901,0.156709131096929,0.176587114279212,0.0929657471537693,-0.77226495681568,-1.10876628136265,-0.559600974182046,-2.22392624006175
-4.8319928299529,-4.64938538325315,-3.2279245212504,-3.45943259622065,-3.60487157473029,-2.26150139750214,-0.655564857198328,-1.36069199486143,-2.18615555642364,-0.295251597950374,-1.67770569942781,0.338180290114737,-0.815166042970572,-0.716026613649137,-0.505003801620519,-1.15872071502354,-0.859569480599378,0.748958294063553,-0.60316954273595,-1.46498367672493,-4.7322971449075,-4.7118941930637,-3.08921704772712,-2.23078648608029,-1.27277540422482,-0.130659973392504,-0.467150587639317,-0.299928234161652,0.51270558083519,0.588919092115534,0.454232018782558,0.454700682683695,-1.71033477970834,2.07301705752437,-0.14735884903508,-0.254545517787155,-0.93672394199158,-0.200488700041562,-1.3953904652485,-1.83672942418741
-4.83950832004893,-4.72343087292974,-3.16354002389889,-3.50786477494363,-2.76973617296784,-2.58068666433378,-1.82464561578476,-1.73619073049045,-2.24696042076574,-0.802416909885013,-1.54579865848551,0.517988006902714,-1.64567046131913,-0.347590223698413,-0.749686482455988,-1.0435449569015,-0.444814704895887,0.689254506360611,-0.470127605097751,-0.392090448241003,-4.74050926805553,-4.55678239177838,-3.08138070987838,-1.60800220267467,-1.94061260361002,-0.712749982366185,0.23406317937717,-0.666248426562201,1.67316684301673,0.661697717972473,-0.00166708318362701,0.20765231353201,-1.49929007901662,0.474588275574995,-0.285470766936976,-0.404717705622929,-1.33385426586488,-0.857232200900323,-0.528104616297807,-2.3370634703344
-4.6662272520201,-4.68695910965747,-3.49030291455467,-3.72119589054632,-3.34677398644638,-1.2163687855857,-2.34943984622283,-0.750326933277115,-1.63653594422869,-0.431649229721783,-0.710786807273695,-0.150083588991597,-1.13602654830997,-0.318243675064647,-0.519358550887124,-1.22392070210137,-0.181496775336466,0.603399295709307,-0.564708781126634,-1.40680803893259,-4.6747876165532,-4.49076789011453,-2.97137015211036,-4.45993623176881,-1.24018378365636,-1.0451915805783,0.120100845755932,-1.42851934062875,0.877635221108003,0.83668592220444,0.692694863617448,0.49347215237714,-0.529569200627915,1.09421253112919,-0.843329202636957,-0.30071223549667,-1.25541015903073,-1.3777058172956,-1.33915807896297,-2.24991612083824
-4.79261267075537,-4.59529554422116,-2.92297813106119,-3.24026979315462,-2.52165265758976,-2.66450258396589,-0.870777445982193,-2.23569070095579,-2.44468331452954,-0.663869708175878,-1.39509203907472,0.746614993803408,-1.27800529692893,-0.965805273630132,-0.940802574262148,-1.05941734039516,-1.69043542507076,-0.139042262591562,-0.452562311234268,-1.32613766240183,-4.7140482629733,-4.62814666839249,-3.61709316556125,-2.08918556264401,-1.98068960365312,-0.572360287669304,-0.486869383528281,-0.57454405672697,0.352198429915069,0.0226642820657394,1.2439136559477,0.712425509633639,0.378880006130587,1.16810335970786,-0.282086826487794,0.0857620768684717,-1.58515684475347,-0.6971144706391,-1.13330758945429,-1.59542640245537
