"model_name","RMSE","pred_var","coverage","peak_timing","mean_quantile","max_quantile","Pearsons_r","mean_bias","max_bias","mean_range"
"RW","2.00249340531468","3.94574266633681","100","2","0.549264705882353","0.9454","0.5800859153006","10.8455464895345","-9.93961089388012","77.1701409872874"
"RW_obs","1.99245317163366","4.0513112043446","100","2","0.546605882352941","0.9362","0.582640211654998","10.2780022899899","-9.83081488634938","78.5167967558154"
"AR","1.63125318255795","2.75164731665628","97.1","2","0.562211764705882","0.9804","0.588611551479541","0.943801214912315","-12.234451583322","17.6196149598623"
