"model_name","RMSE","pred_var","coverage","peak_timing","mean_quantile","max_quantile","Pearsons_r","mean_bias","max_bias","mean_range"
"RW","2.08045572726123","6.86835586607054","100","12","0.622741935483871","0.9236","0.546017573236388","34.2661525785167","-1.60720521328963","208.461483772257"
"RW_obs","2.05612868697295","7.23988089167915","100","12","0.617096774193548","0.907","0.545761536710727","45.950222123021","2.44018639262435","240.469904507927"
"AR","1.62036746315827","3.53179859849211","93.5","14","0.624729032258065","0.9758","0.52335007250059","0.681135868436738","-11.8546949118824","17.2479003819782"
