"model_name","RMSE","pred_var","coverage","peak_timing","mean_quantile","max_quantile","Pearsons_r","mean_bias","max_bias","mean_range"
"RW","2.02767503346542","5.4017241412221","100","3","0.55364375","0.8944","0.536171979629196","24.9267923743922","-3.14943668529332","151.516921522761"
"RW_obs","2.00654855095054","5.62213098658779","100","3","0.5502625","0.8902","0.538856620488789","26.9219222505638","1.31418391336953","159.290618102655"
"AR","1.59735374417248","3.23086421178862","100","3","0.57089375","0.9734","0.541761457243118","1.07563446845777","-11.8758410919915","18.3833586687"
